comparison,official_pid_rmse_m,ardg_rgpc_rmse_m,reduction_percent,official_pid_peak_m,ardg_rgpc_peak_m,official_pid_rows,ardg_rgpc_rows,official_pid_source,official_pid_sha256,ardg_rgpc_source,ardg_rgpc_sha256
ARDG-RGPC_vs_official_PID,0.30676913700860065,0.26947620491298047,12.15667666548041,0.8673207983384641,1.1060945600341177,3001,3001,04_results/report_evidence/official_pid_scene06b/raw.csv,4FC6715CAE0C79EFEB8E8A2A1200D736F73E0AD95A77E39BA96DB3787CAC94E2,06_supplementary_evidence/ardg_rgpc_regression18_final/raw/Scene06b.csv,82C57F8C2B4938D6907BC6F82B765851270C5C524C8B93FC84A3EC1D024DF511
