time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12],scenarioDiagnostics[1],scenarioDiagnostics[2],scenarioDiagnostics[3],scenarioDiagnostics[4],scenarioDiagnostics[5],scenarioDiagnostics[6],scenarioDiagnostics[7],scenarioDiagnostics[8],scenarioDiagnostics[9],scenarioDiagnostics[10],scenarioDiagnostics[11],scenarioDiagnostics[12],scenarioDiagnostics[13],scenarioDiagnostics[14],scenarioDiagnostics[15],scenarioDiagnostics[16]
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.71701389582819,-14.71701389582819,14.71701389582819,-14.71701389582819,0.0,0.0,0.0,0.0,0.0,0.0,1.7327239840800002,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-4.3356625715401315e-16,4.506213406129649e-16,1.785860746538799e-06,-4.414036994125355e-14,4.409542122541321e-14,0.0001970047039643873,1.3838458881132564e-14,1.4429059589039974e-14,-3.5147451292818607e-13,7.428565392265103e-13,1.361040705781168e-12,-4.922137112753486e-11,1.0,-3.5147451292818587e-13,-1.442905958904484e-14,3.5147451292818607e-13,1.0,1.3838458881127493e-14,1.4429059589039974e-14,-1.3838458881132564e-14,1.0,14.722876481000466,-14.722876481000014,14.722876480999192,-14.722876480999643,5.410715397111292,-5.410715397111309,5.410715397111334,-5.410715397111364,2.1824680792160387e-14,-2.1811305959554447e-14,1.7341047349982233,-2.2449575577307755e-15,-4.10708759997371e-15,0.0,3.985856450365282e-18,0.0,0.002998214139253461,2.233299542179684e-15,0.0,0.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-8.813983581835675e-16,9.030630647714405e-16,4.171332811984268e-06,-4.270250763879324e-14,4.598471802872224e-14,0.00029187537047893505,2.303441891950411e-14,3.3215224333052314e-14,-8.062648126604818e-13,2.659292697316863e-12,1.7903227665250378e-12,-7.145753986345114e-11,1.0,-8.06264812660481e-13,-3.321522433307088e-14,8.062648126604818e-13,1.0,2.3034418919477326e-14,3.3215224333052314e-14,-2.303441891950411e-14,1.0,14.72892640699903,-14.728926406997408,14.72892640699628,-14.7289264069979,11.76795283134054,-11.767952831340578,11.767952831340624,-11.76795283134063,2.134739733804378e-14,-2.2964898727506064e-14,1.7355301848220226,-8.105306816406834e-15,-5.6428633989215275e-15,0.0,1.6968179509462667e-18,0.0,0.005995828667188016,2.3098070421361752e-14,0.0,0.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.0,0.0,0.009,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-2.0503672851808013e-15,5.580091687483728e-16,9.633352740579542e-05,-1.440069124890203e-13,-8.068860484546688e-14,0.03222282728527087,1.0712358193267125e-14,8.593645642031514e-14,-1.7541362786510481e-12,-4.435362714435177e-12,4.080848113962184e-12,-1.1078473707771998e-10,1.0,-1.754136278651047e-12,-8.593645642033392e-14,1.754136278651048e-12,1.0,1.071235819311638e-14,8.593645642031514e-14,-1.0712358193267125e-14,1.0,14.675179573514223,-14.675179573516806,14.675179573514232,-14.675179573511649,16.26429173566767,-16.264291735665502,16.264291735664006,-16.26429173566615,7.152411743877999e-14,3.921242254011293e-14,1.7228871641191137,1.2870951179017708e-14,-1.2820034919228028e-14,0.0,4.440932755679684e-16,0.0,0.008903666472594204,5.5621264962445526e-14,0.0,0.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.012,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.2853732093103145e-15,-2.3831427996157477e-16,0.0006486209643302061,-1.0104351953998273e-13,-6.24477305860412e-14,0.0741524000274154,-3.0360141047815096e-14,1.2599103950961336e-13,-2.8863413404796043e-12,-3.158639563572182e-12,3.747806494136416e-12,-1.3926075549651637e-10,1.0,-2.886341340479608e-12,-1.259910395095257e-13,2.886341340479604e-12,1.0,-3.0360141048178755e-14,1.2599103950961336e-13,3.0360141047815096e-14,1.0,14.60143102139016,-14.601431021392104,14.601431021389583,-14.601431021387638,14.984161872909127,-14.984161872912823,14.98416187290986,-14.984161872906169,5.111947161895224e-14,3.068682989700355e-14,1.7056143029792517,9.636708965132913e-15,-1.2491676144043941e-14,0.0,2.2205459606045653e-16,0.0,0.011351379035669793,9.681306961204047e-14,0.0,0.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.015000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.99263344985932e-15,-6.595290301212309e-16,0.0015610505814195755,-3.2371991392774375e-14,-1.945149804005684e-14,0.1069486949138834,-5.429590609802676e-14,1.5427623550953152e-13,-4.307359585749328e-12,-1.2917004173164733e-12,1.799646456878048e-12,-1.267305265691266e-10,1.0,-4.307359585749336e-12,-1.5427623550929767e-13,4.307359585749328e-12,1.0,-5.429590609869128e-14,1.5427623550953152e-13,5.429590609802676e-14,1.0,14.543849999295475,-14.543849999296386,14.543849999294915,-14.543849999294002,14.630000661185308,-14.630000661187417,14.630000661184802,-14.630000661182684,1.7864537296095056e-14,9.854506122769097e-15,1.6921885824159906,4.5052421783495226e-15,-7.267288644873513e-15,0.0,2.750259708650402e-18,0.0,0.013438949418580428,1.5167324341263557e-13,0.0,0.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.018,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-4.070351227999827e-15,-7.26160743349073e-16,0.0027793856765873986,1.5893677882346274e-14,5.906169319415992e-15,0.13631019345407389,-6.399516451746662e-14,1.6584424195051614e-13,-5.019101914556351e-12,-9.199300613819e-13,3.202004800462174e-13,1.915834050049454e-10,1.0,-5.019101914556362e-12,-1.6584424195019494e-13,5.0191019145563506e-12,1.0,-6.3995164518299e-14,1.6584424195051614e-13,6.399516451746662e-14,1.0,14.491921185759224,-14.491921185759958,14.491921185759315,-14.491921185758581,14.535233064088994,-14.535233064089566,14.535233064088413,-14.53523306408766,-5.720753811408365e-15,-2.52361126919434e-15,1.6801262372340668,3.611253799767171e-15,-3.160840996687658e-15,0.0,4.697354632693661e-18,0.0,0.0152206143234126,1.8148050565969328e-13,0.0,0.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.0,0.0,0.021,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.770571048808562e-15,-7.004004916220126e-16,0.004283230232245769,4.330423262973564e-16,-3.353635486992314e-14,0.16420799363316027,-7.857925878109938e-14,1.676761985211889e-13,-2.5962772667190322e-12,-3.600156960487059e-12,1.7535183779453626e-12,4.256984991035164e-10,1.0,-2.5962772667190456e-12,-1.6767619852098488e-13,2.5962772667190326e-12,1.0,-7.857925878153471e-14,1.676761985211889e-13,7.857925878109938e-14,1.0,14.441991451074188,-14.441991451076573,14.441991451075058,-14.441991451072672,14.477337667568767,-14.47733766756931,14.477337667568973,-14.477337667568356,1.6951397442700542e-15,1.6769293929295285e-14,1.6685689365832999,1.1691349873251857e-14,-7.427138698048605e-15,0.0,1.970943710599707e-18,0.0,0.01671676976775423,1.801995888641355e-13,0.0,0.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.024,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.651861002074222e-15,-6.635522975729231e-16,0.006061081139879845,7.004165849848933e-15,5.4560968183975053e-14,0.19112980745979444,-9.772192167849784e-14,1.8537612676720468e-13,1.866092011882113e-12,1.108851611369503e-12,2.509912424604692e-12,5.152645926465895e-10,1.0,1.866092011882095e-12,-1.8537612676738704e-13,-1.8660920118821128e-12,1.0,-9.77219216781519e-14,1.8537612676720468e-13,9.772192167849784e-14,1.0,14.393173132213928,-14.39317313221355,14.39317313221151,-14.39317313221189,14.42536370709085,-14.425363707093672,14.42536370709198,-14.425363707089208,-1.5812702750074051e-15,-2.6370344657329614e-14,1.6573074625108009,-1.849319592041277e-15,-9.952030481801814e-15,0.0,5.119898546318689e-18,0.0,0.017938918860120154,2.1824648605139285e-13,0.0,0.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.0,0.0,0.027000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.4385699550299438e-15,1.4044682361123609e-16,0.008103779653221885,4.589101278797688e-14,1.4072230432496941e-13,0.2171854885909471,-8.137974027291295e-14,2.1073531886461817e-13,7.06025606452382e-12,2.5691502300848577e-12,2.3814088121484153e-12,5.454521121161477e-10,1.0,7.060256064523803e-12,-2.1073531886519272e-13,-7.060256064523821e-12,1.0,-8.13797402714251e-14,2.1073531886461817e-13,8.137974027291295e-14,1.0,14.345286267975323,-14.34528626797407,14.345286267972007,-14.345286267973261,14.37608374028154,-14.37608374028056,14.376083740278325,-14.376083740279302,-2.072309683381309e-14,-6.895038961336071e-14,1.6462979048809105,-6.1050469555966374e-15,-1.0047425623292822e-14,0.0,4.766779854132405e-18,0.0,0.01889622034677812,2.5508164660373303e-13,0.0,0.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
