time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12]
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.972985463118661,-15.972985463118661,15.972985463118661,-15.972985463118661,0.0,0.0,0.0,0.0,0.0,0.0,2.0410901168400004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.41618657138348e-18,2.6205156388944966e-16,1.619700492457669e-06,2.9152372230036077e-15,2.7109082192782262e-14,0.00017873482998033568,1.3307940359245247e-14,-1.5465215453448598e-14,-2.193406952929906e-12,2.3482229823369292e-12,-3.227116883204857e-12,-4.0109884438944565e-10,1.0,-2.1934069529299063e-12,1.546521545341941e-14,2.1934069529299063e-12,1.0,1.3307940359279168e-14,-1.5465215453448598e-14,-1.3307940359245247e-14,1.0,15.991815436939842,-15.991815436938527,15.991815436940346,-15.991815436941659,5.410714257044603,-5.41071425704466,5.410714257044573,-5.410714257044769,-1.4311781021239394e-15,-1.340162580959718e-14,2.0459052877532438,-7.13251615951748e-15,9.873304522487707e-15,0.0,4.9823121687439886e-18,0.0,0.009998380299507543,1.6238500174168233e-14,0.0,0.0
0.02,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.3450057823571324e-17,5.413218164543123e-16,3.784663999231255e-06,5.933482978392348e-15,3.039708491196834e-14,0.00026497200591353635,3.9880488219846406e-14,-4.897371801655784e-14,-6.013448681074461e-12,3.962852246293999e-12,-3.5215360908187307e-12,-4.1593371601949456e-10,1.0,-6.013448681074462e-12,4.897371801631803e-14,6.013448681074461e-12,1.0,3.988048822014091e-14,-4.897371801655784e-14,-3.9880488219846406e-14,1.0,16.010781286077904,-16.01078128607564,16.010781286077698,-16.010781286079965,11.76795035137577,-11.767950351375841,11.76795035137575,-11.767950351375948,-2.9312964979765343e-15,-1.5152255577413137e-14,2.0507609391249533,-1.2310951264700725e-14,1.118268479439566e-14,0.0,8.411453584194832e-18,0.0,0.01999621533600077,5.758635000235886e-14,0.0,0.0
0.03,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1808469283323492e-16,7.834445777690077e-16,4.4975347413838734e-05,-1.279838251819901e-15,1.698638099719009e-14,0.018429494081206456,6.051186523557838e-14,-1.0137155518804195e-13,-9.667801470062626e-12,1.6573174869179868e-12,-5.587341733879055e-12,-3.58093468020483e-10,1.0,-9.667801470062632e-12,1.0137155518745693e-13,9.667801470062626e-12,1.0,6.05118652365584e-14,-1.0137155518804195e-13,-6.051186523557838e-14,1.0,15.998568636875126,-15.998568636874076,15.998568636877405,-15.998568636878455,17.591406144562917,-17.591406144561265,17.591406144562782,-17.59140614456446,5.667169442370059e-16,-8.710579870146816e-15,2.047633587430727,-5.703305047733946e-15,1.8083453386821785e-14,0.0,4.424359140427794e-18,0.0,0.02995502465258616,1.1617801722735465e-13,0.0,0.0
0.04,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.730100854096078e-16,7.863809961503537e-16,0.00046334921511994345,-5.707584339568871e-14,-1.3350182172985461e-14,0.06020143650817523,7.343446939926447e-14,-1.5050253049917318e-13,-1.2998330294364424e-11,1.3398226993367374e-12,-4.9252417576169246e-12,-2.728559148354792e-10,1.0,-1.2998330294364436e-11,1.5050253049821867e-13,1.2998330294364426e-11,1.0,7.343446940122075e-14,-1.5050253049917318e-13,-7.343446939926447e-14,1.0,15.94491299412991,-15.944912994128982,15.944912994132107,-15.944912994133034,16.28153877995925,-16.28153877995856,16.281538779962197,-16.28153877996282,2.8024422065516974e-14,6.1367740837738914e-15,2.033922003123263,-5.013339957301118e-15,1.691137884613721e-14,0.0,3.400249238154035e-18,0.0,0.039536650784880056,1.8119911989841838e-13,0.0,0.0
0.05,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0715927666972254e-15,5.431690769641227e-16,0.0012215966455008797,-1.2225557429012984e-13,-2.7586552418915236e-14,0.09041770115749849,8.446844599841547e-14,-1.911340493724745e-13,-1.5766277667777778e-11,1.2228855985126327e-12,-4.04166010861251e-12,-3.075994560516911e-10,1.0,-1.5766277667777794e-11,1.9113404937114276e-13,1.576627766777778e-11,1.0,8.446844600142894e-14,-1.911340493724745e-13,-8.446844599841547e-14,1.0,15.910431339484528,-15.91043133948363,15.910431339486408,-15.910431339487307,15.995236604320954,-15.995236604320127,15.995236604323331,-15.995236604324202,6.03824386245591e-14,1.3228064084095864e-14,2.0251346032678508,-4.8516618540943144e-15,1.4997337548645716e-14,0.0,4.583949149851658e-18,0.0,0.04877840335449912,2.389565208153319e-13,0.0,0.0
0.06,0.0,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.6791936423160978e-15,1.6480907616418771e-16,0.0022608120979114043,-1.8815099042266975e-13,-4.962401015726122e-14,0.1171995184988979,9.335776575705611e-14,-2.2487912252541515e-13,-1.9050426025742486e-11,6.305568349163699e-13,-2.74489585446043e-12,-3.2758409633325924e-10,1.0,-1.9050426025742505e-11,2.2487912252363665e-13,1.9050426025742486e-11,1.0,9.335776576134015e-14,-2.2487912252541515e-13,-9.335776575705611e-14,1.0,15.881288640929164,-15.881288640928558,15.88128864093074,-15.881288640931345,15.920409302704373,-15.920409302703483,15.920409302706195,-15.92040930270709,9.344937295250561e-14,2.4206108754807016e-14,2.0177226311722456,-3.2612791756453917e-15,1.176020180852516e-14,0.0,4.39841425424745e-19,0.0,0.057739187902088596,2.909388862411799e-13,0.0,0.0
0.07,0.0,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.5714188066050486e-15,-6.63172084991017e-16,0.0035621849350949285,-2.0318801620973264e-13,-1.844387605915405e-13,0.14293177973350313,8.457635856268421e-14,-2.5973790929439933e-13,-2.2133500376490787e-11,-6.119454584275328e-12,-3.979662222797276e-12,-1.887312277327177e-10,1.0,-2.213350037649081e-11,2.5973790929252737e-13,2.213350037649079e-11,1.0,8.457635856843313e-14,-2.5973790929439933e-13,-8.457635856268421e-14,1.0,15.853409312120638,-15.853409312123736,15.853409312126704,-15.853409312123606,15.87736518218159,-15.877365182181018,15.877365182183075,-15.877365182183606,1.0176660721430352e-13,9.061267270831322e-14,2.010644694541836,1.66730068920092e-14,1.5973560432003585e-14,0.0,3.4296862067971086e-18,0.0,0.06643781506490508,3.3634137703716677e-13,0.0,0.0
0.08,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.703175365423361e-15,-2.013245046191331e-15,0.005117998620031935,-1.8262554063755607e-13,-7.238119515702157e-14,0.16810568596656966,4.60069501248715e-14,-3.0216077208027205e-13,-2.4247178794403732e-11,-1.132698074231193e-12,-6.036123920311023e-12,-2.9658720917930054e-10,1.0,-2.4247178794403745e-11,3.021607720791565e-13,2.4247178794403732e-11,1.0,4.6006950132198047e-14,-3.0216077208027205e-13,-4.60069501248715e-14,1.0,15.825960417073928,-15.825960417074405,15.825960417078619,-15.825960417078143,15.844933900010345,-15.844933900014514,15.844933900017573,-15.84493390001354,9.278010325356087e-14,3.644669795335911e-14,2.00368818498292,2.5635364024109e-15,2.263842239695871e-14,0.0,4.968765781392092e-18,0.0,0.07488200137996806,3.5432948194756046e-13,0.0,0.0
0.09,0.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.787688897149654e-15,-2.5343346270798e-15,0.006923218700468582,-1.9988577161706387e-13,-3.463723453188055e-14,0.19282261517519483,4.594386006049215e-14,-3.6025502313163434e-13,-2.7111472183976924e-11,1.5087194900584042e-12,-7.371239484998077e-12,-2.2750019446704213e-10,1.0,-2.711147218397694e-11,3.6025502313038873e-13,2.711147218397692e-11,1.0,4.594386007025919e-14,-3.6025502313163434e-13,-4.594386006049215e-14,1.0,15.798777276158232,-15.798777276157255,15.798777276162378,-15.798777276163355,15.816491239613839,-15.816491239613862,15.816491239618534,-15.81649123961838,1.022827865869603e-13,1.823571925254799e-14,1.9968109073737537,-5.242150132898123e-15,2.7462933675437105e-14,0.0,4.934320552130417e-18,0.0,0.08307678129953142,4.151477069122216e-13,0.0,0.0
