time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12],quadChassisTest17_1.perRotorDisturbance
12.15,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006789903174231417,-2.990518426545666e-12,1.5000508428884833,-0.0034862279699252228,-2.7691764963654102e-11,0.00016738396671106166,-1.233015987525431e-11,0.0010385819260774105,-4.975060800595935e-09,-2.8586229985200815e-11,-0.0005132071950260758,-1.0826497592301142e-09,0.9999994606738398,-4.975073606474825e-09,-0.0010385817393659363,4.975058117415498e-09,1.0,-1.7497167174988524e-11,0.0010385817393659363,1.233015322527653e-11,0.9999994606738398,14.14430096565022,-14.144300965677237,14.144115389786597,-14.14411538975958,14.144298072053074,-14.144298072080995,14.144108506550959,-14.144108506480997,0.0013629805788806647,1.5066851153471424e-11,1.6004684474737292,1.297145877945866e-13,-8.90970268811402e-07,0.0,7.053564952867865e-17,0.0,0.0006808912177901164,0.00018696860414535614,0.0,0.0,0.0
12.16,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006446459871952882,-3.2599976136845813e-12,1.500052486259232,-0.003382792007077827,-2.639637207128052e-11,0.00016132058083976353,-1.2584889285114168e-11,0.0010330635874317563,-4.985880627522138e-09,-2.5119055170214212e-11,-0.0005897668761798878,-1.0832058438792923e-09,0.9999994663898595,-4.985893628510696e-09,-0.001033063403680681,4.985877967005675e-09,0.9999999999999998,-1.7735620096527754e-11,0.001033063403680681,1.2584882569689628e-11,0.9999994663898595,14.14430581356231,-14.1443058135888,14.144126749507222,-14.144126749480733,14.144302981635889,-14.144302981632071,14.144120090384268,-14.144120090374265,0.0013297226445730301,1.456909385188076e-11,1.6004703141541814,1.2717556284696938e-13,-8.597068495991076e-07,0.0,6.767537521485453e-17,0.0,0.0006467791402133724,0.00020223134447221324,0.0,0.0,0.0
12.17,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006113473098290929,-3.514337395980735e-12,1.5000540687156145,-0.0032800057663764826,-2.4396115942880104e-11,0.0001553668868057913,-1.273070684328126e-11,0.0010267825375304366,-4.996696969158994e-09,6.728253553010143e-12,-0.0006637164109259019,-1.0792806147792947e-09,0.9999994728588568,-4.996710040824174e-09,-0.0010267823571106568,4.996694335194441e-09,1.0,-1.7861227135042008e-11,0.0010267823571106568,1.27307001324019e-11,0.9999994728588568,14.144310542500499,-14.144310542509022,14.144138067886182,-14.144138067877657,14.144307757175623,-14.144307757161263,14.144131302594944,-14.144131302563565,0.0012962538535120872,1.371866981071433e-11,1.6004721623286093,4.092649006277057e-14,-8.280705848307955e-07,0.0,7.131235289996585e-17,0.0,0.0006137336223830937,0.00021686306289296165,0.0,0.0,0.0
12.18,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005790582889220999,-3.75027759301386e-12,1.5000555930587218,-0.0031779289679263675,-2.272779102766487e-11,0.00014952950478064106,-1.2621510175203709e-11,0.0010197863379752719,-5.007499207461453e-09,2.4852751200761092e-11,-0.0007348464477226551,-1.0869742392024876e-09,0.9999994800179577,-5.007512078702863e-09,-0.001019786161218405,5.007496603651787e-09,1.0,-1.7728088569285028e-11,0.001019786161218405,1.262150361224507e-11,0.9999994800179577,14.144315223565588,-14.14431522356377,14.144149236712797,-14.144149236714616,14.144312395022167,-14.144312395065183,14.144142481757946,-14.14414248175471,0.0012626216433671697,1.3021409910238751e-11,1.6004739877096241,-8.731359372197051e-15,-7.96922489272497e-07,0.0,2.319469401053063e-16,0.0,0.0005817208008550481,0.0002308816794184971,0.0,0.0,0.0
12.19,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005477861817627873,-3.970465526914657e-12,1.5000570595606795,-0.0030766352297463507,-2.1404177624446046e-11,0.00014380045224112224,-1.2370417124690327e-11,0.0010120917569136972,-5.0183688187626855e-09,2.922660635421126e-11,-0.0008033534714684969,-1.0841925453951924e-09,0.9999994878351814,-5.018381338757749e-09,-0.0010120915841277608,5.0183662485307295e-09,1.0,-1.7449465972209213e-11,0.0010120915841277608,1.2370410788997885e-11,0.9999994878351814,14.144319805992458,-14.144319805988228,14.144160337340459,-14.14416033734469,14.144317173674137,-14.144317173675839,14.144153892818512,-14.144153892841524,0.0012288583773209212,1.2484908701708739e-11,1.6004757936805147,-2.0305758821793725e-14,-7.656282497780694e-07,0.0,2.316577483404019e-16,0.0,0.0005507499381708435,0.00024428374339873545,0.0,0.0,0.0
12.200000000000001,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005175371677148354,-4.176386941218875e-12,1.5000584685198066,-0.00297620408333365,-1.968168487016469e-11,0.00013817829000865913,-1.2037707861904659e-11,0.0010037162097260995,-5.0292513820440106e-09,5.150688878485219e-11,-0.0008692405818809618,-1.0943015805485498e-09,0.9999994962769272,-5.0292634644844896e-09,-0.0010037160411944226,5.02924884869405e-09,0.9999999999999998,-1.7085648149261447e-11,0.0010037160411944226,1.2037701798233465e-11,0.9999994962769272,14.144324284610633,-14.144324284592923,14.1441713799306,-14.144171379948311,14.144321678072643,-14.144321678087087,14.144164858128008,-14.144164858128597,0.0011949998582255102,1.1745952194580666e-11,1.600477580729254,-8.503440525017131e-14,-7.341141651764703e-07,0.0,6.000390551824159e-17,0.0,0.0005208294229156709,0.00025706430083225813,0.0,0.0,0.0
12.21,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004882737813771246,-4.367322454776314e-12,1.5000598226138626,-0.002876681122910263,-1.879241959008618e-11,0.00013266902432257922,-1.1564255753290009e-11,0.000994705040993572,-5.0401842919872685e-09,4.059779198741656e-11,-0.0009323140155078567,-1.0964996016464728e-09,0.9999995052809814,-5.040195795008864e-09,-0.0009947048769603994,5.040181798512242e-09,0.9999999999999998,-1.657775164930894e-11,0.0009947048769603994,1.1564250032232751e-11,0.9999995052809814,14.144328729229152,-14.144328729217635,14.14418226028783,-14.144182260299345,14.144326134050964,-14.144326134003274,14.144175925575313,-14.14417592562691,0.0011610873525520439,1.1407255927973436e-11,1.6004793448992711,-5.529354823354443e-14,-7.032157996179649e-07,0.0,5.888197915907635e-17,0.0,0.0004919248222133862,0.0002692429112416566,0.0,0.0,0.0
12.22,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004600005653545944,-4.5508377463077965e-12,1.5000611221528835,-0.002778135129809909,-1.7908994942880262e-11,0.0001272663103844416,-1.1256089007503833e-11,0.0009850763356572209,-5.0511272279543505e-09,3.1026654875162254e-11,-0.0009927444882721764,-1.078502043581006e-09,0.9999995148123457,-5.05113831605947e-09,-0.0009850761763415903,5.051124777209779e-09,1.0,-1.6231834103432002e-11,0.0009850761763415903,1.1256083546188411e-11,0.9999995148123457,14.144333096425415,-14.144333096419702,14.144193045738291,-14.144193045744004,14.144330545605126,-14.144330545590948,14.14418671488253,-14.14418671488931,0.001127152229118802,1.1067665433899141e-11,1.6004810888338443,-2.7428668943691774e-14,-6.724013399896068e-07,0.0,5.4651314157927187e-17,0.0,0.00046404357306146875,0.00028081806190816437,0.0,0.0,0.0
12.23,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043270767816747064,-4.72398110054429e-12,1.500062368188936,-0.0026806252770201246,-1.6339197059290694e-11,0.00012196887409377988,-1.0976078003202895e-11,0.0009748563730476089,-5.061911044358797e-09,5.162813841230461e-11,-0.0010505483933585735,-1.074080029661678e-09,0.9999995248275637,-5.061921744456695e-09,-0.0009748562186393115,5.061908639078193e-09,1.0,-1.5910713462995078e-11,0.0009748562186393115,1.0976072787673169e-11,0.9999995248275637,14.1443373884064,-14.144337388388289,14.14420373497761,-14.144203734995724,14.144334930159793,-14.14433493015905,14.144197564000628,-14.144197564001539,0.0010932284290110094,1.038686981834404e-11,1.600482812579288,-8.696252403005261e-14,-6.41687559971806e-07,0.0,5.683943029800074e-17,0.0,0.00043717928328803685,0.0002917948261575021,0.0,0.0,0.0
12.24,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004063844687573482,-4.883632867073247e-12,1.500063561777404,-0.00258420853884064,-1.614345538382215e-11,0.00011677636345735711,-1.057880313397754e-11,0.0009640715828200762,-5.072649965102479e-09,1.5872331088159437e-11,-0.0011057145821491946,-1.0713174614772278e-09,0.9999995352830275,-5.072660163824381e-09,-0.0009640714334799292,5.072647607755946e-09,1.0,-1.54692000573758e-11,0.0009640714334799292,1.0578798217828175e-11,0.9999995352830275,14.144341614889129,-14.144341614892385,14.144214315536898,-14.144214315533644,14.144339198663614,-14.144339198652121,14.14420823247272,-14.144208232519135,0.0010593492265953653,1.0371809714020868e-11,1.6004845157740846,1.5625495498737064e-14,-6.111812272518436e-07,0.0,4.81326652208604e-17,0.0,0.00041132521925352125,0.0003021788441307253,0.0,0.0,0.0
12.25,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038101973451377117,-5.039804333915968e-12,1.5000647039621413,-0.0024889387108309484,-1.4992816085713975e-11,0.00011168773314989597,-1.047230357528316e-11,0.0009527482861891766,-5.0833500937344285e-09,2.1117488358219568e-11,-0.0011582566261686392,-1.0615438463335098e-09,0.9999995461353857,-5.083360071202202e-09,-0.0009527481420495943,5.083347786581699e-09,0.9999999999999998,-1.5315455932476267e-11,0.0009527481420495943,1.0472298822275136e-11,0.9999995461353857,14.144345780203768,-14.144345780204349,14.144224783029832,-14.144224783029252,14.144343395168775,-14.144343395164519,14.144218766028057,-14.144218766013244,0.0010255466193075727,9.887595534805586e-12,1.6004861983677887,2.7834098043829996e-15,-5.809239142355272e-07,0.0,5.052834415037916e-17,0.0,0.0003864746315163892,0.00031197644559549583,0.0,0.0,0.0
12.26,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035660174914892005,-5.185241545196052e-12,1.5000657957756258,-0.002394866813959398,-1.425962702642125e-11,0.00010670178001952044,-1.0346269430016254e-11,0.0009409126124465347,-5.0939701498177866e-09,9.265917700949866e-12,-0.001208196539383301,-1.0675616224574963e-09,0.9999995573417606,-5.093979884751749e-09,-0.0009409124736122905,5.093967894929928e-09,1.0,-1.5139249484188477e-11,0.0009409124736122905,1.0346264850154843e-11,0.9999995573417606,14.144349886968547,-14.144349886976741,14.144235135395462,-14.144235135387268,14.144347534024504,-14.144347534027283,14.144229185982988,-14.144229185980832,0.0009918515113725942,9.60228151250801e-12,1.6004878603850499,3.9343983014839933e-14,-5.509382520693122e-07,0.0,4.198958971628207e-17,0.0,0.0003626208647972048,0.0003211944515553243,0.0,0.0,0.0
12.27,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033311828909231934,-5.323131808582597e-12,1.5000668382386677,-0.002302041273880395,-1.3567707622993916e-11,0.00010181731811974256,-1.0330464729317434e-11,0.0009285904646813482,-5.104643431839566e-09,-4.019805895410302e-12,-0.00125555814811707,-1.0680361127455537e-09,0.9999995688599055,-5.104653024609231e-09,-0.0009285903312304841,5.104641231023114e-09,1.0,-1.5070587264502852e-11,0.0009285903312304841,1.0330460275439895e-11,0.9999995688599055,14.144353937780544,-14.144353937797517,14.144245370529386,-14.144245370512413,14.144351616386517,-14.144351616399263,14.144239491275842,-14.144239491251565,0.0009582937882054087,9.333350612335732e-12,1.6004895018486487,8.148931530852987e-14,-5.212467704241524e-07,0.0,4.605258468617756e-17,0.0,0.0003397574792053824,0.00032984009344425876,0.0,0.0,0.0
12.280000000000001,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031055665932390285,-5.453550953744968e-12,1.5000678323603276,-0.002210507949147104,-1.2649242309624612e-11,9.70331727588816e-05,-1.0427568141388376e-11,0.000915807501584124,-5.115326787890699e-09,-8.029077833340377e-12,-0.0013003668794256801,-1.0694863145449595e-09,0.9999995806483393,-5.115336337534492e-09,-0.0009158073735689882,5.115324642769916e-09,1.0,-1.5112222131953645e-11,0.0009158073735689882,1.0427563768570359e-11,0.9999995806483393,14.144357935246049,-14.144357935266498,14.144255486278508,-14.144255486258059,14.144355643799914,-14.144355643829945,14.144249678380385,-14.144249678340113,0.0009249023171542887,8.949753488930566e-12,1.6004911227821588,9.818691352943577e-14,-4.918722897267035e-07,0.0,3.7788068439743277e-17,0.0,0.0003178783851696035,0.0003379209944618265,0.0,0.0,0.0
12.290000000000001,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002889037189992351,-5.572868018522777e-12,1.5000687791379077,-0.0021203101498390663,-1.092366005269977e-11,9.234816919061505e-05,-1.0488472249677884e-11,0.0009025891183292122,-5.126019529360298e-09,2.159808322474555e-11,-0.0013426500246762497,-1.0678218724711611e-09,0.9999995926664693,-5.126028996139933e-09,-0.0009025889957776046,5.126017441360666e-09,1.0,-1.5115161069019582e-11,0.0009025889957776046,1.048846797737145e-11,0.9999995926664693,14.144361881904075,-14.14436188190756,14.144265480563206,-14.14426548055972,14.144359618847993,-14.144359618834226,14.144259744925533,-14.144259744913494,0.0008917049436575882,8.165481519467943e-12,1.6004927232149335,1.6741688057891875e-14,-4.628369130624928e-07,0.0,2.2498448370684264e-16,0.0,0.0002969779935667221,0.0003454451528531726,0.0,0.0,0.0
12.3,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026814590681140024,-5.676144620100361e-12,1.5000696795569501,-0.0020314886635216527,-9.680953102892647e-12,8.776113080146081e-05,-1.030612192418629e-11,0.0008889604275804586,-5.136709081865471e-09,3.101621113652592e-11,-0.0013824367716550356,-1.0746876418143642e-09,0.9999996048747053,-5.136718243598817e-09,-0.000888960310496872,5.136707052221781e-09,1.0,-1.4872452424533524e-11,0.000888960310496872,1.0306117851976827e-11,0.9999996048747053,14.14436578016718,-14.144365780165282,14.144275351445282,-14.14427535144718,14.144363544046223,-14.144363544025902,14.14426968885366,-14.144269688862561,0.0008587284911224385,7.609449514454471e-12,1.6004943031829049,-9.109905921642929e-15,-4.3416168384204396e-07,0.0,3.502170638900496e-17,0.0,0.0002770513815097774,0.00035242092298516545,0.0,0.0,0.0
12.31,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024826926607020864,-5.768654830691625e-12,1.5000705345912244,-0.0019440817849743252,-8.815183671785638e-12,8.327088035333465e-05,-1.0097117549372022e-11,0.0008749462407049787,-5.147448419225731e-09,2.560269187614797e-11,-0.0014197581598135904,-1.070755405048911e-09,0.9999996172345624,-5.1474572536596454e-09,-0.0008749461290719156,5.147446448960384e-09,1.0,-1.460085761837093e-11,0.0008749461290719156,1.0097113684544405e-11,0.9999996172345624,14.144369632347903,-14.14436963234951,14.144285097098592,-14.144285097096985,14.144367421820878,-14.14436742183015,14.144279508414881,-14.144279508434586,0.0008259987627911359,7.232471649498771e-12,1.6004958627280426,7.715593921567879e-15,-4.05866460607612e-07,0.0,3.164817574253384e-17,0.0,0.0002580944730795978,0.00035885699538833736,0.0,0.0,0.0
12.32,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002292594694594233,-5.85218694570972e-12,1.5000713452027261,-0.0018581253514879477,-7.978913114954486e-12,7.887623960162857e-05,-9.926922969379683e-12,0.0008605710501092531,-5.15816418554747e-09,1.969385986014779e-11,-0.001454646873860993,-1.076850655180184e-09,0.9999996297087568,-5.158172728368939e-09,-0.0008605709438886092,5.15816227552444e-09,1.0,-1.4365889191268688e-11,0.0008605709438886092,9.926919293527034e-12,0.9999996297087568,14.14437344068252,-14.144373440688026,14.144294715788646,-14.14429471578314,14.14437125447141,-14.144371254477464,14.14428920185678,-14.144289201855116,0.0007935405464962677,6.86539160753152e-12,1.6004974018985223,2.6434207273904472e-14,-3.7797026793342804e-07,0.0,3.071559587204243e-17,0.0,0.00024010423213439324,0.0003647623761166468,0.0,0.0,0.0
12.33,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021110184344545906,-5.9274501123145486e-12,1.5000721123416672,-0.0017736527736036149,-7.2370881674048195e-12,7.457603026425125e-05,-9.818594487190007e-12,0.0008458590130745663,-5.1689394320719144e-09,1.0365982391789502e-11,-0.0014871373001297684,-1.0805010222261014e-09,0.9999996422612862,-5.168947737217567e-09,-0.0008458589122090587,5.168937582942171e-09,1.0,-1.4190787972476865e-11,0.0008458589122090587,9.818590974698644e-12,0.9999996422612862,14.144377207280305,-14.14437720729194,14.144304205921546,-14.144304205909911,14.144375044164025,-14.144375044184683,14.144298767461558,-14.14429876745285,0.000761377617360876,6.5403575468202955e-12,1.600498920748304,5.585614094763246e-14,-3.504908951871324e-07,0.0,2.233953967385095e-16,0.0,0.0002230788607797503,0.00037014636889049526,0.0,0.0,0.0
12.34,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019378139236419918,-5.994797448284719e-12,1.5000728369464755,-0.0016906950748742922,-6.457658684556812e-12,7.036907420625292e-05,-9.782867451972034e-12,0.0008308339353172275,-5.179748916416131e-09,2.8524690178339717e-12,-0.0015172652725585149,-1.0847920627063623e-09,0.9999996548575056,-5.179757044353459e-09,-0.0008308338397318596,5.179747128664671e-09,0.9999999999999998,-1.4086378133044985e-11,0.0008308338397318596,9.78286407548876e-12,0.9999996548575056,14.144380934182744,-14.144380934199601,14.14431356598604,-14.144313565969183,14.14437879301166,-14.144378792998406,14.144308203762769,-14.144308203746357,0.0007295327450778221,6.192913478161043e-12,1.6005004193370513,8.094442566791498e-14,-3.2344538567242466e-07,0.0,2.7412528131409275e-17,0.0,0.00020701799148500815,0.00037501855410369,0.0,0.0,0.0
12.35,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001772828227161978,-6.05381565239965e-12,1.5000735199439224,-0.001609280908682887,-5.257761170274807e-12,6.625416551769045e-05,-9.801192995134608e-12,0.0008155192600421309,-5.190592007888735e-09,1.308896460034021e-11,-0.0015450687924059147,-1.080761566998529e-09,0.9999996674641869,-5.190600000949508e-09,-0.0008155191696456756,5.190590281831e-09,1.0,-1.4034220279377509e-11,0.0008155191696456756,9.801189735886925e-12,0.9999996674641869,14.144384623183111,-14.144384623194602,14.144322794844005,-14.144322794832512,14.14438249293787,-14.14438249298281,14.144317484045187,-14.14431748404316,0.0006980276898535623,5.635450144335744e-12,1.6005018977423682,5.5175064218432704e-14,-2.9684776810946537e-07,0.0,2.384893950715099e-17,0.0,0.00019192285268974227,0.0003793887804097854,0.0,0.0,0.0
12.36,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001615905647378862,-6.101229298570644e-12,1.500074162248634,-0.0015294366809944981,-4.354999888087568e-12,6.223020007471338e-05,-9.735090698120877e-12,0.0007999380415308632,-5.201406944443612e-09,1.0840726505796724e-11,-0.0015705845548069882,-1.0885070568891606e-09,0.9999996800495818,-5.201414731912169e-09,-0.0007999379562173577,5.201405280251286e-09,1.0,-1.3895893538713871e-11,0.0007999379562173577,9.735087583374537e-12,0.9999996800495818,14.144388276567243,-14.1443882765807,14.144331890489745,-14.144331890476288,14.144386163213786,-14.144386163200988,14.144326651426105,-14.14432665140134,0.0006668832515812898,5.217556677785355e-12,1.6005033560029651,6.461260010704855e-14,-2.707187339413457e-07,0.0,1.8048359143179173e-17,0.0,0.00017779637154553783,0.0003832671075663316,0.0,0.0,0.0
12.370000000000001,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001466887969971848,-6.140003835803103e-12,1.500074764763807,-0.001451186436436434,-3.906188670362911e-12,5.82959453445386e-05,-9.708030052570648e-12,0.0007841129497066034,-5.2122975492887375e-09,-1.0176083894157405e-11,-0.0015938541812250899,-1.0976220958562863e-09,0.9999996925834569,-5.212305161480038e-09,-0.0007841128693568377,5.212295946942243e-09,1.0,-1.3795059639885054e-11,0.0007841128693568377,9.708027068161608e-12,0.9999996925834569,14.144391895698211,-14.144391895725096,14.144340852359832,-14.144340852332945,14.144389802165575,-14.144389802186392,14.144335693418768,-14.144335693385006,0.0006361192016404056,5.0174886349547805e-12,1.6005047942197126,1.290785343630413e-13,-2.450675535788216e-07,0.0,1.682857206536092e-17,0.0,0.0001646431689187544,0.00038666385363493014,0.0,0.0,0.0
12.38,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013256146848293366,-6.173130846301649e-12,1.5000753283807942,-0.0013745520311700115,-2.80587368536823e-12,5.445023113964582e-05,-9.844714005361273e-12,0.0007680662444759001,-5.223270420325057e-09,-4.116880884634492e-12,-0.0016149186553749203,-1.0932371464554864e-09,0.9999997050371368,-5.223277981716828e-09,-0.0007680661689588925,5.2232688796542566e-09,1.0,-1.3856531306536645e-11,0.0007680661689588925,9.844711101536243e-12,0.9999997050371368,14.1443954822975,-14.144395482321878,14.14434967931361,-14.144349679289231,14.144393407412757,-14.144393407435432,14.14434460091706,-14.14434460090916,0.0006057543563395687,4.495672570902761e-12,1.6005062124718152,1.1704317558609474e-13,-2.1990783817720867e-07,0.0,2.2291089213377467e-16,0.0,0.0001524693670198108,0.0003895895234078438,0.0,0.0,0.0
12.39,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011919232063697534,-6.1956935209136485e-12,1.500075853979168,-0.001299553130950163,-1.2767070317374812e-12,5.0691887157962096e-05,-9.943063665777287e-12,0.000751819768856897,-5.2342081660741195e-09,1.945071338454282e-11,-0.0016338201031025194,-1.0992134380867608e-09,0.9999997173835309,-5.234215641465242e-09,-0.0007518196980313462,5.234206686800689e-09,1.0,-1.3878244468628338e-11,0.0007518196980313462,9.943060855703741e-12,0.9999997173835309,14.14439903798014,-14.144399037991327,14.144358370342813,-14.144358370331625,14.14439698054935,-14.144396980578493,14.144353372411635,-14.14435337235272,0.0005758065648234186,3.758603168066233e-12,1.6005076108442933,5.371733225608669e-14,-1.9525220893652359e-07,0.0,1.868643636333069e-17,0.0,0.0001412821130025358,0.0003920548090956987,0.0,0.0,0.0
12.4,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010656490904491049,-6.203005390216047e-12,1.5000763424267711,-0.001226207252807749,-3.9343367794964314e-13,4.7019741015273914e-05,-9.808862456473031e-12,0.000735394938094359,-5.2451954090418e-09,1.597863843730715e-11,-0.001650601779046866,-1.0932004209100547e-09,0.9999997295971548,-5.245202622428949e-09,-0.0007353948718100634,5.245193990726036e-09,1.0,-1.3666152261924057e-11,0.0007353948718100634,9.808859804128714e-12,0.9999997295971548,14.144402564246617,-14.144402564260359,14.144366924589102,-14.144366924575362,14.14440052336868,-14.144400523390633,14.144362007354882,-14.144362007343208,0.0005462927185039454,3.3299655527400698e-12,1.6005089894288267,6.596726580023306e-14,-1.711121189548442e-07,0.0,1.730939227334059e-17,0.0,0.00013108869503147377,0.00039407057354580335,0.0,0.0,0.0
12.41,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46626246769407e-05,-6.200865413496024e-12,1.5000767945797262,-0.001154529809502156,1.053279327431147e-12,4.343262186702127e-05,-9.681870756695133e-12,0.0007188127297917405,-5.2561271694065985e-09,3.6666482579930756e-11,-0.0016653079838560975,-1.0954486527661939e-09,0.9999997416541411,-5.2561341288579474e-09,-0.0007188126678909755,5.256125811507909e-09,1.0,-1.3460041550110533e-11,0.0007188126678909755,9.681868255423917e-12,0.9999997416541411,14.14440606251894,-14.144406062520625,14.144375341295813,-14.144375341294127,14.144404037428558,-14.144404037445897,14.14437050511319,-14.144370505124755,0.000517228762075389,2.620760493100282e-12,1.6005103483221526,8.09520628539159e-15,-1.4749788377214328e-07,0.0,1.277717376146143e-17,0.0,0.00012189511879501768,0.00039564783348772583,0.0,0.0,0.0
