time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12],quadChassisTest17_1.perRotorDisturbance
7.1000000000000005,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.647840242455849e-13,-7.352922711240992e-14,1.5118633246113538,5.448296692082941e-13,-1.928067897276677e-12,-0.027490435729953702,-1.0202194239525603e-12,-1.247305540746169e-13,-8.091653713956906e-10,-5.603457553343255e-12,-3.706275540698186e-12,-1.853096914441526e-10,1.0,-8.091653713956905e-10,1.2473055490014316e-13,8.091653713956907e-10,1.0,-1.0202194238516325e-12,-1.247305540746169e-13,1.0202194239525603e-12,1.0,14.172466697925552,-14.172466697930153,14.172466697932043,-14.17246669792744,14.172570723376069,-14.172570723381325,14.17257072338003,-14.172570723378852,-4.5118035701199077e-13,9.80921527045051e-13,1.6068704984312063,2.2137315049933215e-14,9.09015746591893e-15,0.0,4.257485544843623e-18,0.0,0.011863324611353754,4.384737769585401e-13,0.0,0.0,0.0
7.11,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7029206596785926e-13,-9.228609607493719e-14,1.5115903549090166,5.620761435318292e-13,-1.7904981852020107e-12,-0.02710408692469512,-1.0753211251127324e-12,-1.6703906439468724e-13,-8.109779914442107e-10,-3.992102471532531e-12,-4.991427126461944e-12,-1.797717479519997e-10,1.0,-8.109779914442105e-10,1.67039065266749e-13,8.109779914442107e-10,1.0,-1.0753211249772674e-12,-1.6703906439468724e-13,1.0753211251127324e-12,1.0,14.172305358391911,-14.172305358395754,14.172305358398539,-14.172305358394697,14.172411999119998,-14.172411999123955,14.172411999128029,-14.172411999121811,-4.624078785464419e-13,9.230722294028995e-13,1.606833913372784,1.8487417741471973e-14,1.3404704113568864e-14,0.0,5.235071334812662e-18,0.0,0.01159035490901661,5.15201635038314e-13,0.0,0.0,0.0
7.12,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.753603350826882e-13,-1.0921312123630893e-13,1.5113212376410758,5.068253275339138e-13,-1.650689415690414e-12,-0.026719980017081483,-1.096505817137212e-12,-1.9751472413241543e-13,-8.127657588721853e-10,-2.692658555268874e-12,-3.5803663176333115e-12,-1.6563451889352754e-10,1.0,-8.12765758872185e-10,1.9751472502361782e-13,8.127657588721853e-10,1.0,-1.0965058169766788e-12,-1.9751472413241543e-13,1.096505817137212e-12,1.0,14.172140056595573,-14.172140056598764,14.172140056600794,-14.172140056597602,14.172249116071788,-14.172249116075776,14.172249116077861,-14.172249116075545,-4.379277169123247e-13,8.632014713354756e-13,1.606796430270678,1.534870509734905e-14,9.765677992540788e-15,0.0,2.2205842964015547e-16,0.0,0.011321237641075843,5.642975028262034e-13,0.0,0.0,0.0
7.13,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7987116110565833e-13,-1.2503909047653842e-13,1.5110559499426934,4.1305473491942323e-13,-1.5018496468515465e-12,-0.02633817109737393,-1.1176510842122723e-12,-2.1389823785972918e-13,-8.144690028997835e-10,-1.025386674720643e-12,-4.681098142974334e-13,-1.7299096288157248e-10,1.0,-8.144690028997832e-10,2.1389823877002135e-13,8.144690028997835e-10,1.0,-1.1176510840380587e-12,-2.1389823785972918e-13,1.1176510842122723e-12,1.0,14.171970950723956,-14.171970950726273,14.171970950726479,-14.171970950724162,14.172082499440334,-14.172082499443945,14.17208249944737,-14.172082499441819,-3.943113314588662e-13,7.983534111954449e-13,1.6067580850255954,1.1146285625317208e-14,9.947021878910718e-16,0.0,3.608675734424065e-18,0.0,0.011055949942693433,6.215780723595668e-13,0.0,0.0,0.0
7.140000000000001,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8331505871285353e-13,-1.3987851700848576e-13,1.5107944686509354,2.8590357433247294e-13,-1.47150068106936e-12,-0.025958712665939822,-1.143835568517317e-12,-1.944584043423232e-13,-8.163316190463537e-10,-4.443639814338291e-12,3.956662438103862e-12,-1.9503695293306591e-10,1.0,-8.163316190463535e-10,1.9445840527607233e-13,8.163316190463537e-10,1.0,-1.1438355683585743e-12,-1.944584043423232e-13,1.143835568517317e-12,1.0,14.171798192636361,-14.171798192640894,14.171798192638391,-14.171798192633858,14.171912048202033,-14.17191204820286,14.17191204820254,-14.171912048201335,-3.338165205067503e-13,7.910040713746756e-13,1.6067189121027199,2.180074953580472e-14,-1.2042945267632926e-14,0.0,2.2207797286753683e-16,0.0,0.010794468650935363,6.516612192698518e-13,0.0,0.0,0.0
7.15,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8576830636271206e-13,-1.5422104068237845e-13,1.5105367700801857,1.9818996670850209e-13,-1.3356486568958309e-12,-0.02558165535847479,-1.196611989035849e-12,-1.4132845740752606e-13,-8.183021762316253e-10,-3.609115033006687e-12,7.157512037132787e-12,-2.1601584408046092e-10,1.0,-8.183021762316251e-10,1.4132845838671625e-13,8.183021762316253e-10,1.0,-1.1966119889201997e-12,-1.4132845740752606e-13,1.196611989035849e-12,1.0,14.171621931705975,-14.171621931710229,14.171621931705655,-14.171621931701402,14.171737908961386,-14.171737908964214,14.17173790896393,-14.171737908957759,-2.92124154051841e-13,7.31762817706907e-13,1.6066789454016421,2.046244373672753e-14,-2.199890826484755e-14,0.0,2.693346704644867e-18,0.0,0.01053677008018572,7.422666126627553e-13,0.0,0.0,0.0
7.16,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8784920538833983e-13,-1.6647615996167403e-13,1.5102828298952033,2.701744376543786e-13,-1.1449002327519565e-12,-0.025207047866073154,-1.2114794322350304e-12,-7.646923634079326e-14,-8.204483574411712e-10,-7.107629136523557e-13,3.77998644425558e-12,-2.147193340228477e-10,1.0,-8.204483574411711e-10,7.646923733474957e-14,8.204483574411711e-10,1.0,-1.2114794321722915e-12,-7.646923634079326e-14,1.2114794322350304e-12,1.0,14.17144231493081,-14.171442314933442,14.171442314930738,-14.171442314928106,14.171560390369397,-14.171560390373747,14.171560390368253,-14.17156039036419,-3.284108858016684e-13,6.445956409555531e-13,1.606638218283284,1.2665821123208434e-14,-1.3003172810596997e-14,0.0,2.220542505422753e-16,0.0,0.01028282989520335,8.203101719651135e-13,0.0,0.0,0.0
7.17,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9041355532839936e-13,-1.7719312181099315e-13,1.5100326233622468,2.832774210082867e-13,-9.934933446011874e-13,-0.024834936850370026,-1.2126962441403605e-12,-3.383828723380839e-14,-8.225466496404855e-10,7.369849400629881e-13,3.074374329523371e-12,-1.835873658834537e-10,1.0,-8.225466496404855e-10,3.383828823130762e-14,8.225466496404855e-10,1.0,-1.2126962441125268e-12,-3.383828723380839e-14,1.2126962441403605e-12,1.0,14.171259486235058,-14.171259486236908,14.171259486234517,-14.171259486232668,14.171379579923284,-14.17137957992691,14.171379579924237,-14.171379579921537,-3.361214153270517e-13,5.759069898086952e-13,1.6065967634095955,8.894065261216588e-15,-1.150299818730079e-14,0.0,3.3425974726429404e-18,0.0,0.010032623362246751,8.72048876033092e-13,0.0,0.0,0.0
7.18,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9296522907789865e-13,-1.8636922959141886e-13,1.5097861252913665,2.445509369791353e-13,-8.130848100792627e-13,-0.024465366881221064,-1.1985196322311614e-12,8.400992250769653e-15,-8.243722699053516e-10,3.1530619127433246e-12,4.882406195152735e-12,-1.8960771512583352e-10,1.0,-8.243722699053516e-10,-8.400991262743302e-15,8.243722699053516e-10,1.0,-1.198519632238087e-12,8.400992250769653e-15,1.1985196322311614e-12,1.0,14.17107358646792,-14.171073586468365,14.171073586464761,-14.171073586464315,14.171195607418015,-14.171195607419214,14.171195607419094,-14.171195607415763,-3.1845656132114204e-13,4.922435593191956e-13,1.6065546127443517,2.1384081096845727e-15,-1.7333334414487474e-14,0.0,4.5902587985787015e-18,0.0,0.009786125291366465,9.157381389357228e-13,0.0,0.0,0.0
7.19,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.955092222427958e-13,-1.9368904305268923e-13,1.5095433100564224,2.886655969577189e-13,-6.805449021533277e-13,-0.024098380591838914,-1.1572400835251638e-12,5.334849623178518e-14,-8.262666477493853e-10,3.980479320119134e-12,2.96522523851381e-12,-1.7936885289281195e-10,1.0,-8.262666477493854e-10,-5.33484952755963e-14,8.262666477493854e-10,1.0,-1.1572400835692439e-12,5.334849623178518e-14,1.1572400835251638e-12,1.0,14.170884753659498,-14.170884753659418,14.170884753656852,-14.170884753656932,14.171008613209802,-14.171008613210505,14.17100861320536,-14.171008613207784,-3.4133608165042185e-13,4.3107150081931524e-13,1.6065117976116938,-3.8557604656471445e-16,-1.2351320368886444e-14,0.0,2.5853068018431593e-18,0.0,0.009543310056422394,9.27806551649133e-13,0.0,0.0,0.0
7.2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.987791343199169e-13,-2.000185472630514e-13,1.5093041516145254,3.241742815520558e-13,-5.961072055266228e-13,-0.02373401870354193,-1.1212232872936655e-12,6.812285074866277e-14,-8.280769920431203e-10,2.836248742130618e-12,1.7007745971825684e-12,-1.7247900976775115e-10,1.0,-8.280769920431204e-10,-6.812284982020358e-14,8.280769920431204e-10,1.0,-1.1212232873500766e-12,6.812285074866277e-14,1.1212232872936655e-12,1.0,14.170693123034141,-14.17069312303474,14.170693123032889,-14.17069312303229,14.170818734925751,-14.170818734925065,14.17081873492016,-14.170818734923715,-3.603703941808349e-13,3.929431499074946e-13,1.6064683486975149,2.8873484810911904e-15,-8.904140843439603e-15,0.0,2.7961129420040077e-18,0.0,0.009304151614525358,9.241173222667594e-13,0.0,0.0,0.0
7.21,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0217104148721794e-13,-2.0523917338836916e-13,1.5090686235250308,3.3394068267052415e-13,-4.651861664928097e-13,-0.023372320057101603,-1.0846304528871094e-12,8.040233114603781e-14,-8.298075424912747e-10,3.781596938310652e-12,1.6599702859270828e-12,-1.6011537308048746e-10,1.0,-8.298075424912748e-10,-8.040233024600328e-14,8.298075424912748e-10,1.0,-1.0846304529538279e-12,8.040233114603781e-14,1.0846304528871094e-12,1.0,14.170498827026979,-14.170498827026995,14.170498827025126,-14.17049882702511,14.170626106817398,-14.170626106819437,14.170626106816453,-14.170626106815332,-3.6686633325428774e-13,3.31501740269453e-13,1.6064242960539739,7.27248890396881e-17,-8.994009558655654e-15,0.0,5.144063589967083e-18,0.0,0.009068623525030794,9.3096836150488e-13,0.0,0.0,0.0
7.22,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.058803705651374e-13,-2.0956598177949797e-13,1.508836698968148,3.8112783258467906e-13,-4.5081139265538955e-13,-0.023013321651025362,-1.0553102405732496e-12,8.338025014728716e-14,-8.31381344002891e-10,5.4478483115489546e-14,1.2408058020818207e-13,-1.4702644113965165e-10,1.0,-8.313813440028911e-10,-8.338024926992192e-14,8.313813440028911e-10,1.0,-1.0553102406425704e-12,8.338025014728716e-14,1.0553102405732496e-12,1.0,14.170301995313572,-14.17030199531584,14.170301995314878,-14.17030199531261,14.170430860280414,-14.170430860278053,14.170430860278389,-14.170430860278938,-3.918391556563771e-13,3.266541568709026e-13,1.6063796691072505,1.0912073159839162e-14,-4.627234223545793e-15,0.0,2.220743712735469e-16,0.0,0.008836698968148093,9.126716487073594e-13,0.0,0.0,0.0
7.23,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0966365738545986e-13,-2.1340204777579317e-13,1.5086083507631662,3.6512753476443907e-13,-2.9748302924211195e-13,-0.022657058680291237,-1.0482651564989569e-12,8.763975310599123e-14,-8.328689813297628e-10,2.1197156976951837e-12,1.2056557387492965e-12,-1.6193323112674125e-10,1.0,-8.328689813297629e-10,-8.76397522329237e-14,8.328689813297629e-10,1.0,-1.0482651565719495e-12,8.763975310599123e-14,1.0482651564989569e-12,1.0,14.17010275485745,-14.170102754858535,14.170102754856897,-14.170102754855812,14.170233123971558,-14.170233123974862,14.170233123974747,-14.170233123972322,-3.859210215001854e-13,2.535447422613688e-13,1.606334496665687,5.216372613662777e-15,-7.879527191939874e-15,0.0,3.8020784940913275e-18,0.0,0.00860835076316624,9.488768634227494e-13,0.0,0.0,0.0
7.24,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.134126820957961e-13,-2.1569692136326328e-13,1.5083835513863009,4.0804699920834433e-13,-2.488822269850769e-13,-0.02230356457413386,-1.0197952469988846e-12,9.711898803778196e-14,-8.345013996905596e-10,5.956188264689946e-15,-4.324866815699434e-13,-1.8219253728770898e-10,1.0,-8.345013996905597e-10,-9.711898718676139e-14,8.345013996905597e-10,1.0,-1.0197952470799305e-12,9.711898803778196e-14,1.0197952469988846e-12,1.0,14.169901229928834,-14.169901229931199,14.169901229930518,-14.169901229928154,14.170033023872762,-14.170033023873136,14.170033023872193,-14.170033023871007,-4.0882501715727064e-13,2.309168193440416e-13,1.6062888069277006,1.1370616025325124e-14,-3.273785204858236e-15,0.0,4.988096802559844e-18,0.0,0.00838355138630087,9.439745520811513e-13,0.0,0.0,0.0
7.25,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174137025403498e-13,-2.1752492496868256e-13,1.5081622729881639,4.184694004710004e-13,-6.537624985525858e-14,-0.021952871033705103,-1.0127273528262067e-12,9.816900184534915e-14,-8.362745680092556e-10,3.7704320831940504e-12,-3.868883570914602e-13,-1.464922269189965e-10,1.0,-8.362745680092557e-10,-9.816900099843101e-14,8.362745680092557e-10,1.0,-1.0127273529083028e-12,9.816900184534915e-14,1.0127273528262067e-12,1.0,14.169697542157904,-14.169697542158051,14.169697542157326,-14.16969754215718,14.16983068327141,-14.169830683273334,14.169830683274128,-14.169830683270257,-4.159501294531515e-13,1.4202071729645946e-13,1.6062426274898205,7.047256868711291e-16,-3.4819920256901326e-15,0.0,8.741374736673101e-19,0.0,0.008162272988163854,9.909025474606632e-13,0.0,0.0,0.0
7.26,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2188018674234146e-13,-2.1782212930089875e-13,1.5079444874108572,4.688192406875661e-13,3.85155037302336e-14,-0.021605008068659337,-9.808415100746593e-13,8.391797504087208e-14,-8.377338127745876e-10,3.880398497141701e-12,-2.5069960578489927e-12,-1.517051762064132e-10,1.0,-8.377338127745877e-10,-8.391797421918798e-14,8.377338127745877e-10,1.0,-9.808415101449604e-13,8.391797504087208e-14,9.808415100746593e-13,1.0,14.16949181055183,-14.169491810551907,14.169491810552499,-14.169491810552422,14.169626222845734,-14.169626222845569,14.169626222844403,-14.169626222844986,-4.4285395229190516e-13,9.13191369738734e-14,1.6061959853544387,3.7063833106084866e-16,2.8457463423927737e-15,0.0,2.2208140513981484e-16,0.0,0.007944487410857182,9.91508437687085e-13,0.0,0.0,0.0
7.2700000000000005,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2729126779737724e-13,-2.1743631147537217e-13,1.5077301662047091,5.586991063795138e-13,4.914235797403466e-14,-0.021260004033692142,-9.617812583027184e-13,3.0040038070549853e-14,-8.392849417235708e-10,6.022610062671697e-13,-5.990038122759478e-12,-1.7141107786018367e-10,1.0,-8.392849417235708e-10,-3.004003726334133e-14,8.392849417235708e-10,1.0,-9.617812583279305e-13,3.0040038070549853e-14,9.617812583027184e-13,1.0,14.169284151542193,-14.169284151544273,14.169284151547103,-14.169284151545025,14.169419760660418,-14.169419760659446,14.169419760660654,-14.16941976066116,-4.895843023554599e-13,8.592246892773655e-14,1.6061489069377148,1.0000925928844057e-14,1.3616950127553239e-14,0.0,5.601334125349162e-18,0.0,0.007730166204709121,9.680457636837333e-13,0.0,0.0,0.0
7.28,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3253167542586714e-13,-2.1667001988553863e-13,1.5075192806446382,5.228176981556148e-13,1.0283138581422445e-13,-0.020917885664586723,-9.64644950968061e-13,-1.4409518464101604e-14,-8.410227531478814e-10,-1.4548266248499653e-12,-4.020993257775841e-12,-1.7397662979783247e-10,1.0,-8.410227531478814e-10,1.4409519275389957e-14,8.410227531478814e-10,1.0,-9.646449509559421e-13,-1.4409518464101604e-14,9.64644950968061e-13,1.0,14.169074679018644,-14.16907467902206,14.16907467902381,-14.169074679020394,14.169211412222502,-14.169211412224405,14.169211412229618,-14.169211412227286,-4.746719509538403e-13,5.925571833516898e-14,1.606101418077444,1.6425240514707786e-14,8.408245170512082e-15,0.0,2.221305330463581e-16,0.0,0.007519280644638249,9.694109485643537e-13,0.0,0.0,0.0
7.29,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.376289800009844e-13,-2.1529435141850875e-13,1.5073118017461709,5.163225877757046e-13,1.7096835024378774e-13,-0.020578678113446415,-9.850175099217107e-13,-5.004849762515868e-14,-8.427768180466063e-10,-2.927889770255765e-12,-4.268123672723759e-12,-1.9013064726560812e-10,1.0,-8.427768180466063e-10,5.00484984553086e-14,8.427768180466063e-10,1.0,-9.85017509879531e-13,-5.004849762515868e-14,9.850175099217107e-13,1.0,14.16886350435352,-14.168863504357969,14.168863504359969,-14.16886350435552,14.169001290517338,-14.16900129052245,14.169001290524196,-14.169001290520173,-4.740709328050638e-13,2.5208921346080214e-14,1.60605354404074,2.1384846469813535e-14,9.617693485006182e-15,0.0,3.67822080235594e-18,0.0,0.007311801746170854,9.998360205614307e-13,0.0,0.0,0.0
7.3,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.425612965020909e-13,-2.1245986103579563e-13,1.5071077002810955,4.453864414809273e-13,3.8735748490708947e-13,-0.020242404983929294,-9.879475839120805e-13,-8.39724470327353e-14,-8.446712892922896e-10,1.6564081319231668e-12,-1.35651869907972e-12,-1.8350536792546594e-10,1.0,-8.446712892922895e-10,8.397244786722627e-14,8.446712892922895e-10,1.0,-9.879475838411514e-13,-8.39724470327353e-14,9.879475839120805e-13,1.0,14.168650736448289,-14.168650736450065,14.168650736450394,-14.168650736448619,14.168789506025552,-14.168789506030484,14.168789506031166,-14.168789506026929,-4.4184450884423246e-13,-8.21407244099885e-14,1.6060053095318918,8.538992005357472e-15,1.5846352592619557e-15,0.0,2.641674452367133e-18,0.0,0.00710770028109553,1.056528707946044e-12,0.0,0.0,0.0
7.3100000000000005,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.469587638164732e-13,-2.0820268322363468e-13,1.5069069467927814,4.684441243661519e-13,4.481263218423609e-13,-0.01990908836540821,-9.75869231527122e-13,-9.677390718717436e-14,-8.464663905449781e-10,-3.5787617661492444e-14,-2.519837133126064e-12,-1.499095150084016e-10,1.0,-8.46466390544978e-10,9.677390801321488e-14,8.46466390544978e-10,1.0,-9.75869231445206e-13,-9.677390718717436e-14,9.75869231527122e-13,1.0,14.168436481751753,-14.168436481754606,14.168436481755673,-14.16843648175282,14.16857616676594,-14.16857616676917,14.168576166769498,-14.168576166769755,-4.553547302586032e-13,-1.1403846993127004e-13,1.6059567386999163,1.3716788666643444e-14,5.131537980004341e-15,0.0,2.114142157584062e-18,0.0,0.0069069467927813655,1.0634084029086676e-12,0.0,0.0,0.0
7.32,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.517261758255279e-13,-2.0330343468338266e-13,1.5067095116111455,5.258303517567828e-13,5.483531138141584e-13,-0.019578748867293553,-9.78340132011978e-13,-1.2732677388059603e-13,-8.479790448195789e-10,4.1655799400081485e-13,-5.1837135160122835e-12,-1.6604247701558592e-10,1.0,-8.479790448195788e-10,1.2732677471020795e-13,8.47979044819579e-10,1.0,-9.783401319040076e-13,-1.2732677388059603e-13,9.78340132011978e-13,1.0,14.168220844312703,-14.168220844315366,14.168220844318126,-14.168220844315462,14.16836137833495,-14.168361378337229,14.16836137834004,-14.16836137833562,-4.858548588810225e-13,-1.6557445296184897e-13,1.6059078551463504,1.280909106550359e-14,1.327334031139532e-14,0.0,3.1609062489277e-18,0.0,0.006709511611145524,1.0955457114119096e-12,0.0,0.0,0.0
7.33,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.569304988664928e-13,-1.9760678335282914e-13,1.5065153648672864,5.296186286007971e-13,6.146665022487915e-13,-0.019251405652456866,-9.853050419421004e-13,-1.799449503464036e-13,-8.496146371520252e-10,-7.344192840959655e-13,-6.056238007009716e-12,-1.4572344628477549e-10,1.0,-8.49614637152025e-10,1.799449511835332e-13,8.496146371520252e-10,1.0,-9.853050417892166e-13,-1.799449503464036e-13,9.853050419421004e-13,1.0,14.168003925800697,-14.168003925804157,14.168003925807596,-14.168003925804136,14.168145243927908,-14.168145243930148,14.16814524393281,-14.168145243930438,-4.903413792233213e-13,-2.009141555443367e-13,1.6058586819328136,1.6638695294954743e-14,1.653850965830085e-14,0.0,4.208587053100893e-18,0.0,0.006515364867286433,1.117476606920359e-12,0.0,0.0,0.0
7.34,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.619056063203922e-13,-1.9149720384161777e-13,1.5063244765092718,4.56050985795144e-13,6.917317541106216e-13,-0.018927076495492013,-1.0150637557517526e-12,-2.316622982358821e-13,-8.510654869663838e-10,-1.8662526118213435e-12,-4.117457777749498e-12,-1.2663224775007277e-10,1.0,-8.510654869663836e-10,2.3166229909976785e-13,8.510654869663838e-10,1.0,-1.0150637555545928e-12,-2.316622982358821e-13,1.0150637557517526e-12,1.0,14.167785825589425,-14.16778582559374,14.167785825596166,-14.16778582559185,14.16792785618953,-14.167927856191733,14.167927856196513,-14.167927856193137,-4.568485595813588e-13,-2.4172542645495885e-13,1.605809241598945,2.0751500630397645e-14,1.1665516972809796e-14,0.0,1.7428627612016564e-18,0.0,0.006324476509271815,1.1667924623145834e-12,0.0,0.0,0.0
7.3500000000000005,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.643869492957707e-13,-1.8295837956660668e-13,1.5061368163115776,1.8278058181428454e-13,9.401509328670708e-13,-0.018605777715201072,-9.86634418899582e-13,-1.904662988132432e-13,-8.523691766179082e-10,4.200490269639009e-12,6.31952111821948e-12,-1.5275962643899845e-10,1.0,-8.52369176617908e-10,1.9046629965421995e-13,8.523691766179082e-10,1.0,-9.866344187372346e-13,-1.904662988132432e-13,9.86634418899582e-13,1.0,14.167566640607415,-14.167566640608081,14.167566640604107,-14.167566640603441,14.167709326402715,-14.167709326406877,14.167709326409831,-14.167709326403845,-3.243459085791478e-13,-3.676379901859808e-13,1.6057595561280416,3.2011212880890318e-15,-1.9108359609658212e-14,0.0,3.7495407508247915e-18,0.0,0.0061368163115775864,1.2156386197633652e-12,0.0,0.0,0.0
7.36,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.661460888311424e-13,-1.7353549820111202e-13,1.5059523538933701,1.5445191519100108e-13,9.713526576344764e-13,-0.01828752435832646,-9.63749495633019e-13,-1.279967755206768e-13,-8.538971526787931e-10,1.5706733692909825e-12,6.751412222574162e-12,-1.346389788401845e-10,1.0,-8.53897152678793e-10,1.2799677634361972e-13,8.538971526787932e-10,1.0,-9.63749495523723e-13,-1.279967755206768e-13,9.63749495633019e-13,1.0,14.167346465637488,-14.167346465639767,14.167346465635378,-14.167346465633099,14.16748974886245,-14.167489748863026,14.16748974885455,-14.167489748854992,-3.1136962231114067e-13,-3.8767625887006307e-13,1.6057096470190488,1.09553925019536e-14,-2.1111160917622004e-14,0.0,4.8296674309928226e-18,0.0,0.0059523538933701214,1.2069869009368912e-12,0.0,0.0,0.0
7.37,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.669222774179751e-13,-1.6389066775224272e-13,1.5057710587302082,1.3283743345480663e-13,9.870994197459384e-13,-0.017972330127666258,-9.71108254094938e-13,-3.105982175050335e-14,-8.5523113050255e-10,-2.033176154734098e-12,7.02664706905057e-12,-1.5141770286850928e-10,1.0,-8.5523113050255e-10,3.105982258102536e-14,8.5523113050255e-10,1.0,-9.711082540683744e-13,-3.105982175050335e-14,9.71108254094938e-13,1.0,14.16712539318224,-14.167125393186806,14.167125393182,-14.167125393177432,14.167269215067215,-14.167269215071904,14.167269215063989,-14.167269215062145,-3.0118256591532995e-13,-4.0026204485630916e-13,1.605659535249165,2.196460196343092e-14,-2.3114646440128154e-14,0.0,2.7609559245348064e-18,0.0,0.005771058730208223,1.2303859559976062e-12,0.0,0.0,0.0
7.38,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.691803603924294e-13,-1.5314046380289649e-13,1.5055929001670771,3.001133902656996e-13,1.155633230666422e-12,-0.017660207439153364,-9.744479145017445e-13,1.7308572832198902e-16,-8.567827411741856e-10,1.1298788785116e-12,7.856924725894939e-14,-1.5914230434177773e-10,1.0,-8.567827411741856e-10,-1.730848934318337e-16,8.567827411741856e-10,1.0,-9.744479145018928e-13,1.7308572832198902e-16,9.744479145017445e-13,1.0,14.166903513525693,-14.166903513528444,14.166903513527748,-14.166903513524998,14.167047816452985,-14.167047816459068,14.16704781645393,-14.167047816448644,-3.842012433178648e-13,-4.881915977002835e-13,1.605609241292606,1.3230885703360684e-14,-3.3486874297922626e-15,0.0,4.332198917782982e-18,0.0,0.005592900167077142,1.3007335330490814e-12,0.0,0.0,0.0
