time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12],scenarioDiagnostics[1],scenarioDiagnostics[2],scenarioDiagnostics[3],scenarioDiagnostics[4],scenarioDiagnostics[5],scenarioDiagnostics[6],scenarioDiagnostics[7],scenarioDiagnostics[8],scenarioDiagnostics[9],scenarioDiagnostics[10],scenarioDiagnostics[11],scenarioDiagnostics[12],scenarioDiagnostics[13],scenarioDiagnostics[14],scenarioDiagnostics[15],scenarioDiagnostics[16]
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.71701389582819,-14.71701389582819,14.71701389582819,-14.71701389582819,0.0,0.0,0.0,0.0,0.0,0.0,1.7327239840800002,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.9,0.1754544,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.362834453350007e-17,2.5791200116648504e-16,1.4535996430284934e-06,1.1489341527683316e-16,2.7061783711316116e-14,0.0001604667318334859,1.0430614662856507e-14,-2.7358841261864226e-15,-7.244425943555167e-13,8.875737607258899e-13,-2.352370284804109e-13,-1.2411218233698188e-10,1.0,-7.244425943555167e-13,2.735884126178866e-15,7.244425943555167e-13,1.0,1.0430614662858489e-14,-2.7358841261864226e-15,-1.0430614662856507e-14,1.0,14.722945499495575,-14.722945499495035,14.722945499495184,-14.722945499495724,5.41071539731286,-5.410715397312847,5.410715397312836,-5.410715397312877,-6.818776521174486e-17,-1.3376380887700447e-14,1.73412099344889,-2.6980419840633208e-15,7.407664031220022e-16,0.0,2.2207818220279876e-16,0.0,0.0029985464003569715,3.827978037346411e-15,0.0,0.0,0.9,1.1,0.9,0.1754544,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,4.781988936370514e-17,5.928577612038619e-16,3.398083085830648e-06,3.826329818501402e-15,3.9953631725306597e-14,0.00023807259295930495,2.69825010018818e-14,-1.1974331233576749e-14,-1.915708541771153e-12,1.2362295302781496e-12,-1.495578984688475e-12,-3.315309930602694e-12,1.0,-1.9157085417711532e-12,1.197433123352506e-14,1.9157085417711532e-12,1.0,2.698250100190474e-14,-1.1974331233576749e-14,-2.69825010018818e-14,1.0,14.729028585874513,-14.729028585873731,14.729028585874657,-14.729028585875438,11.76795283134112,-11.767952831341065,11.767952831341114,-11.767952831341102,-1.8970604724223016e-15,-1.9855965188019898e-14,1.7355542646680853,-3.9107319325580755e-15,4.628193513564289e-15,0.0,4.360823933043723e-18,0.0,0.005996601916914169,1.8972335849193457e-14,0.0,0.0,0.9,1.1,0.9,0.1754544,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.0,0.0,0.009,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-6.893344127821726e-16,1.8161166299768767e-15,1.045150547210745e-05,-2.2562216131032704e-13,2.5712805554404626e-13,0.0030016645821535287,7.853218994301109e-14,-6.4251848434544644e-15,-9.4682034043165e-13,1.0668800153353192e-11,8.302060204692604e-12,1.2217847944571065e-10,1.0,-9.468203404316505e-13,6.425184843380108e-15,9.4682034043165e-13,1.0,7.853218994301717e-14,-6.4251848434544644e-15,-7.853218994301109e-14,1.0,14.730078905182385,-14.730078905175969,14.73007890517117,-14.730078905177585,16.26442116539898,-16.264421165397952,16.26442116539917,-16.2644211654002,1.107839465314837e-13,-1.2677504857582648e-13,1.735801796421871,-3.207785820464767e-14,-2.399295519635025e-14,0.0,2.2204479786760906e-16,0.0,0.008989548494527893,7.046283475652126e-14,0.0,0.0,0.9,1.1,0.9,0.1754544,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.012,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.422213803311636e-14,-3.292673299059791e-14,3.633215464239356e-05,6.174906172281268e-11,-6.174553632487346e-11,0.0021701722267174098,-1.415702007310358e-12,-1.529395941436418e-12,-8.271038572472767e-14,-2.6538822105785562e-09,-2.6575409639607927e-09,3.4450317174672825e-11,1.0,-8.27103857225625e-14,1.5293959414365352e-12,8.271038572472767e-14,1.0,-1.4157020073102315e-12,-1.529395941436418e-12,1.415702007310358e-12,1.0,14.737807799818818,-14.737807801368772,14.737807802921216,-14.737807801371261,15.053248459384607,-15.053248459376734,15.053248459370463,-15.05324845937832,-3.0241625521155036e-11,3.0239244747069767e-11,1.7376238303209834,7.753816417139738e-12,7.766252886713186e-12,0.0,6.212578898183916e-18,0.0,0.011963667845357606,2.252966185955876e-11,0.0,0.0,0.9,1.1,0.9,0.1754544,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.015000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,5.985396128690753e-13,-6.065211444353624e-13,4.1604197497335594e-05,4.624497017223397e-11,-4.8203712810956844e-11,0.00027813804172884253,-2.6308601495725442e-11,-2.6061681318631816e-11,1.8922335613872744e-13,-2.1383279285382425e-09,-2.0583305598497893e-09,-3.1097219903420924e-11,1.0,1.8922335682437383e-13,2.606168131862684e-11,-1.8922335613872744e-13,1.0,-2.6308601495730373e-11,-2.6061681318631816e-11,2.6308601495725442e-11,1.0,14.747555493747063,-14.747555495061192,14.747555496328175,-14.747555495014046,14.791998365520937,-14.791998367473465,14.791998369428683,-14.79199836747618,-2.293826074422473e-11,2.3901043550148184e-11,1.7399231446337142,6.578416702202835e-12,6.342408156442159e-12,0.0,3.2946264721362418e-18,0.0,0.014958395802502668,1.7997138983621765e-11,0.0,0.0,0.9,1.1,0.9,0.1754544,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.018,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,9.760332520028679e-13,-1.0017545846262864e-12,4.437854065588389e-05,3.000721376538754e-11,-3.141661720113416e-11,0.0002762889130046023,-4.465043063192113e-11,-4.3680086166321674e-11,-6.401350793706654e-13,-1.5652510866551906e-09,-1.5080941717797065e-09,-1.6639543155349498e-10,1.0,-6.401350774203307e-13,4.368008616635025e-11,6.401350793706653e-13,1.0,-4.4650430631893175e-11,-4.3680086166321674e-11,4.465043063192113e-11,1.0,14.75377498801894,-14.753774989048814,14.753774990042976,-14.753774989013102,14.763638860419736,-14.763638861801123,14.763638863122575,-14.763638861741086,-1.518129616361798e-11,1.5884166419352442e-11,1.7413910114156435,5.15762884812002e-12,4.978790760213093e-12,0.0,2.220973200134632e-16,0.0,0.017955621459344116,4.984632025087592e-11,0.0,0.0,0.9,1.1,0.9,0.1754544,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.0,0.0,0.021,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.2004871450827496e-12,-1.2381579743093873e-12,4.7134785284749736e-05,1.581774301702186e-11,-1.676909365141626e-11,0.0002749466292479605,-5.794570933269194e-11,-5.647684065446062e-11,-1.9689894270149443e-12,-1.1407751552037334e-09,-1.1002714249955694e-09,-2.2402441905579872e-11,1.0,-1.9689894237423536e-12,5.647684065457472e-11,1.9689894270149443e-12,1.0,-5.794570933258074e-11,-5.647684065446062e-11,5.794570933269194e-11,1.0,14.759990953540939,-14.759990954361223,14.759990955154162,-14.75999095433388,14.760619124192818,-14.760619125144748,14.760619126059925,-14.760619125107942,-8.349500752570944e-12,8.834211764556665e-12,1.7428586637793722,4.109725213892146e-12,3.972734194685212e-12,0.0,4.827217831984822e-18,0.0,0.02095286521471525,7.394203680752028e-11,0.0,0.0,0.9,1.1,0.9,0.1754544,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.024,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.2931277027069831e-12,-1.3370364600019169e-12,4.987819844224141e-05,3.4620437728141044e-12,-3.287231038968546e-12,0.000273735848639685,-6.758767400148617e-11,-6.582412769620461e-11,-2.2213024291548963e-12,-8.04418712936211e-10,-8.063270557810574e-10,-4.701171294580823e-11,1.0,-2.2213024247059967e-12,6.582412769635474e-11,2.2213024291548963e-12,1.0,-6.758767400133997e-11,-6.582412769620461e-11,6.758767400148617e-11,1.0,14.766204083732914,-14.766204084386288,14.766204085036135,-14.766204084382762,14.763393373507908,-14.763393374248702,14.763393374964357,-14.763393374223947,-2.348612272188444e-12,2.2852550967030838e-12,1.7443262644935538,3.2748645018062545e-12,3.2571912441915152e-12,0.0,5.689157729255229e-18,0.0,0.02395012180155776,9.246669331968463e-11,0.0,0.0,0.9,1.1,0.9,0.1754544,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.0,0.0,0.027000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.2669293780763521e-12,-1.3060123923394195e-12,5.260994213225152e-05,-8.430171656875881e-12,9.22598273192918e-12,0.0002725846289030884,-7.423456480548822e-11,-7.258681981634784e-11,-2.736446361906567e-12,-5.402797183274038e-10,-5.617706489487164e-10,-5.5124696395254875e-11,1.0,-2.7364463565181162e-12,7.258681981655099e-11,2.736446361906567e-12,1.0,-7.42345648052896e-11,-7.258681981634784e-11,7.423456480548822e-11,1.0,14.772414513872898,-14.77241451439432,14.77241451492378,-14.772414514402357,14.768613557951692,-14.768613558541915,14.768613559135915,-14.768613558545358,3.4855217710736916e-12,-3.855279828837758e-12,1.7457938446816537,2.6145967194990126e-12,2.6548954345440888e-12,0.0,2.2204888401106906e-16,0.0,0.02694739005786775,1.0679976942584382e-10,0.0,0.0,0.9,1.1,0.9,0.1754544,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
