time_s,ardg_active,ardg_blend,ardg_correction_x_nm,ardg_correction_y_nm,ardg_residual_tau_x_nm,ardg_residual_tau_y_nm,ardg_translation_residual_n,ardg_torque_mode,ardg_translation_score,ardg_safety_valid
0.37,0.0,0.0,0.0,0.0,-7.16863201785023e-14,3.7764919142619854e-14,1.5228623774663933e-12,0.0,3.0457247549327864e-10,1.0
0.38,0.0,0.0,0.0,0.0,-1.1696137310702117e-13,3.4205448477582917e-15,1.738398731572409e-12,0.0,3.476797463144818e-10,1.0
0.39,0.0,0.0,0.0,0.0,-3.772932328466927e-14,-1.5420387443195756e-14,1.523622460133879e-12,0.0,3.0472449202677583e-10,1.0
0.4,0.0,0.0,0.0,0.0,-6.535717289884692e-14,-4.8874221427368477e-14,1.1080200150185252e-12,0.0,2.2160400300370505e-10,1.0
0.41000000000000003,0.0,0.0,0.0,0.0,-3.96179086639954e-14,-2.2365346043246076e-14,9.301851937812183e-13,0.0,1.8603703875624367e-10,1.0
0.42,0.0,0.0,0.0,0.0,-8.229225863499037e-15,1.0426290293311521e-14,7.860745687793765e-13,0.0,1.572149137558753e-10,1.0
0.43,0.0,0.0,0.0,0.0,-4.898249904162105e-15,-8.916854314203156e-15,3.7851485989168975e-13,0.0,7.570297197833795e-11,1.0
0.44,0.0,0.0,0.0,0.0,-1.7137131344094777e-14,1.541551608379959e-14,6.814615784596286e-13,0.0,1.3629231569192573e-10,1.0
0.45,0.0,0.0,0.0,0.0,1.5554816224999325e-14,-1.5577148586351517e-14,3.6108886727926064e-13,0.0,7.221777345585212e-11,1.0
0.46,0.0,0.0,0.0,0.0,-1.62652571762353e-14,-3.8789979020728515e-14,7.858536212966311e-13,0.0,1.5717072425932623e-10,1.0
0.47000000000000003,0.0,0.0,0.0,0.0,4.66488133942598e-14,-3.9085094044863643e-14,1.1868651089920276e-12,0.0,2.373730217984055e-10,1.0
0.48,0.0,0.0,0.0,0.0,3.6513289680619005e-14,-2.540580422719223e-14,8.760372581138753e-13,0.0,1.7520745162277507e-10,1.0
0.49,0.0,0.0,0.0,0.0,-1.0511076512048165e-15,-4.8111923556806524e-14,5.985279402874987e-13,0.0,1.1970558805749973e-10,1.0
0.5,0.0,0.0,0.0,0.0,3.4012582805929953e-15,2.1282583884996772e-14,1.0680560349401799e-12,0.0,2.1361120698803597e-10,1.0
0.51,0.0,0.0,0.0,0.0,-7.350904814504552e-14,-4.3309716236108695e-14,1.1188521463654424e-12,0.0,2.2377042927308846e-10,1.0
