time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12],controllerDiagnostics[13],controllerDiagnostics[14],controllerDiagnostics[15],controllerDiagnostics[16],quadChassisTest17_1.perRotorDisturbance
0.1,0.0,0.0,0.030000000000000006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,4.830220344673089e-15,1.5047396494643717e-15,0.003683508508152826,1.4333303887953697e-13,7.402284920849115e-14,0.07816902149290535,-4.443404183400533e-14,1.3195666701639197e-13,7.633734673826784e-12,-4.534521371820518e-14,-2.283149630305916e-13,3.102084771969131e-10,1.0,7.633734673826777e-12,-1.319566670167312e-13,-7.633734673826784e-12,1.0,-4.443404183299801e-14,1.3195666701639197e-13,4.443404183400533e-14,1.0,14.625191721074788,-14.625191721074989,14.625191721074671,-14.62519172107447,14.630524275938825,-14.630524275939226,14.630524275939345,-14.63052427593895,-7.26002864704062e-14,-3.6993043678887103e-14,1.7111698630255425,9.947195811985552e-16,-1.5820464486356507e-15,0.0,1.0398547080573075e-18,0.0,0.02631649149184718,1.8647441936691532e-13,1.0,1.0,0.0,0.0010107359578927146,3600.0,97406.0,0.0
0.11,0.0,0.0,0.033,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,6.3666589622098615e-15,2.2738034941467268e-15,0.004499249750902829,1.6911331949620493e-13,7.258617175971234e-14,0.08494779862727085,-4.3625685949719754e-14,1.2831542480300865e-13,1.0667768985580909e-11,3.8098609310064776e-13,-6.521604295892283e-13,2.744083692589652e-10,1.0,1.0667768985580904e-11,-1.2831542480347404e-13,-1.066776898558091e-11,1.0,-4.362568594835091e-14,1.2831542480300865e-13,4.3625685949719754e-14,1.0,14.61699689024836,-14.6169968902483,14.616996890248227,-14.616996890248288,14.622256704069235,-14.622256704069173,14.62225670406901,-14.62225670406888,-8.599607047744246e-14,-3.667881460404237e-14,1.7092527847162264,-2.9685767327538103e-16,-3.6567633114580817e-16,0.0,2.400129155749515e-18,0.0,0.028500750249097172,1.90115228952158e-13,1.0,1.0,1.0,0.0008797801905831989,3600.0,97406.0,0.0
0.12,0.0,0.0,0.036,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,8.144730713164131e-15,2.9559581582593997e-15,0.0053821884408431905,1.8428138167256834e-13,5.054801724067666e-14,0.09160889038682563,-4.353152567756833e-14,1.214239468910637e-13,1.3201594617565285e-11,-1.246663613197562e-12,-4.576257732824335e-13,1.5754958591435707e-10,1.0,1.320159461756528e-11,-1.2142394689163838e-13,-1.3201594617565287e-11,1.0,-4.353152567596534e-14,1.214239468910637e-13,4.353152567756833e-14,1.0,14.608878543495095,-14.608878543496003,14.608878543495816,-14.608878543494907,14.614089386776643,-14.614089386776609,14.614089386776447,-14.614089386776769,-9.43197059611256e-14,-2.623682205383839e-14,1.707354658388815,4.505670934764902e-15,-9.23795369094798e-16,0.0,2.3808610352524847e-18,0.0,0.030617811559156806,1.8622648691221524e-13,0.9997617550187142,1.0,1.0,0.00021761110569322925,3600.0,97406.0,0.0
0.13,0.0,0.0,0.039,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0084666247136625e-14,3.4949757778950736e-15,0.0063311548995480735,2.1251818473908622e-13,5.3805347574139415e-14,0.09815366470411062,-5.446262937109845e-14,1.1694987255711204e-13,1.4967071677740664e-11,-7.750931857657666e-13,-2.310128982384091e-13,2.5767678950749207e-10,1.0,1.4967071677740657e-11,-1.169498725579272e-13,-1.4967071677740664e-11,1.0,-5.446262936934805e-14,1.1694987255711204e-13,5.446262937109845e-14,1.0,14.600836679622251,-14.600836679622908,14.600836679622573,-14.600836679621917,14.606001035076831,-14.606001035078007,14.606001035077796,-14.606001035076543,-1.0912196711798769e-13,-2.8103815116595304e-14,1.7054754539600578,3.24751528962472e-15,-1.6590926966198511e-15,0.0,3.6904170867865096e-18,0.0,0.032668845100451926,1.9434369646462637e-13,0.9997429371443269,1.0,1.0,0.00010950928934243351,3600.0,97406.0,0.0
0.14,0.0,0.0,0.042,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.2239011270892197e-14,4.111911152465205e-15,0.00734499191716981,2.0606711450153325e-13,6.207278542062513e-14,0.10458330805413935,-5.921244559008207e-14,1.1622791663768534e-13,1.7670937355533927e-11,-2.4286601503026307e-13,5.609865005818362e-13,3.224033001709416e-10,1.0,1.767093735553392e-11,-1.1622791663873169e-13,-1.7670937355533927e-11,1.0,-5.92124455880282e-14,1.1622791663768534e-13,5.921244559008207e-14,1.0,14.592871612451678,-14.592871612452031,14.592871612451221,-14.592871612450868,14.59798913978323,-14.597989139783964,14.597989139783746,-14.597989139782978,-1.0705399838318736e-13,-3.2462515452088634e-14,1.7036152151799309,1.7460758106225725e-15,-4.010833399813442e-15,0.0,2.514708155805725e-18,0.0,0.034655008082830195,1.9542485788868798e-13,0.9997370993886706,1.0,1.0,6.443706284886941e-05,3600.0,97406.0,0.0
0.15,0.0,0.0,0.045,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.4401400522304923e-14,4.8154112479499995e-15,0.008422553960974985,2.245799878218495e-13,8.31491450925947e-14,0.11089897618658824,-5.992032840435224e-14,1.204152383296703e-13,2.0904125587041605e-11,9.397483536830343e-14,4.831547677608285e-13,3.1600122201551805e-10,1.0,2.09041255870416e-11,-1.2041523833092288e-13,-2.0904125587041605e-11,1.0,-5.992032840183506e-14,1.204152383296703e-13,5.992032840435224e-14,1.0,14.584983688789752,-14.584983688789919,14.58498368878913,-14.584983688788963,14.590053552125157,-14.590053552125351,14.590053552124319,-14.590053552124168,-1.1720920105526297e-13,-4.313458261929452e-14,1.7017739936180323,8.265486025382254e-16,-3.91023371315524e-15,0.0,2.220871158733963e-16,0.0,0.03657744603902501,2.0760822687166261e-13,0.9997346064019049,1.0,1.0,3.7007225516765486e-05,3600.0,97406.0,0.0
0.16,0.0,0.0,0.048,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.6823509118283262e-14,5.720849797362622e-15,0.009562707052269592,2.7841831472083896e-13,1.0263696272218606e-13,0.11710182472890013,-5.785814566603772e-14,1.2020493100276377e-13,2.3776703246424253e-11,3.3670249790159167e-13,-1.508571482658426e-12,1.678829975164179e-10,1.0,2.3776703246424246e-11,-1.2020493100413945e-13,-2.3776703246424253e-11,1.0,-5.785814566317964e-14,1.2020493100276377e-13,5.785814566603772e-14,1.0,14.577173230956006,-14.577173230956037,14.577173230956411,-14.577173230956381,14.582194596876555,-14.582194596876636,14.582194596875599,-14.582194596875578,-1.4478651766320826e-13,-5.313124361680972e-14,1.6999518352424503,1.4835765657659782e-16,1.8558279581114193e-15,0.0,5.0639791480013295e-18,0.0,0.038437292947730406,2.2387569687645228e-13,0.9997334815001631,1.0,1.0,1.6440125802471903e-05,3600.0,97406.0,0.0
0.17,0.0,0.0,0.051000000000000004,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.9695124456807024e-14,6.773087214250698e-15,0.010764328790409653,2.867036711600541e-13,9.955123992451865e-14,0.1231930137624306,-5.489832262547495e-14,1.051921165451695e-13,2.5512599367827688e-11,-1.8571134199212366e-13,-6.703284257778427e-13,1.960459144356677e-10,1.0,2.551259936782768e-11,-1.0519211654657009e-13,-2.5512599367827688e-11,1.0,-5.489832262279122e-14,1.051921165451695e-13,5.489832262547495e-14,1.0,14.569440528002806,-14.569440528003144,14.56944052800304,-14.569440528002703,14.574412713716436,-14.574412713716491,14.574412713717086,-14.574412713717196,-1.5029437354305636e-13,-5.215308137851044e-14,1.6981487783921128,1.6700646684327134e-15,-5.070750623278947e-16,0.0,4.369419317516303e-18,0.0,0.04023567120959035,2.1177249276727237e-13,0.9997330697880209,1.0,1.0,-7.624734669860307e-07,3600.0,97406.0,0.0
0.18,0.0,0.0,0.054000000000000006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.260195906320555e-14,7.830772873437492e-15,0.012026308398326259,2.9912888965730463e-13,1.18880769410746e-13,0.1291737076343433,-5.6482345495135675e-14,9.898014935624997e-14,2.767350006723419e-11,-2.3913051596850114e-13,-8.039209394717264e-13,3.0787787054374113e-10,1.0,2.7673500067234184e-11,-9.898014935781302e-14,-2.767350006723419e-11,1.0,-5.648234549239655e-14,9.898014935624997e-14,5.6482345495135675e-14,1.0,14.56178583586731,-14.5617858358677,14.561785835867683,-14.561785835867292,14.566708287100301,-14.566708287100848,14.566708287100864,-14.566708287100365,-1.578463813224979e-13,-6.214926948435821e-14,1.69636485383737,1.927939593016435e-15,-8.462629995378087e-17,0.0,2.220609456365117e-16,0.0,0.041973691601673746,2.1341663006236565e-13,0.9997330860267641,1.0,1.0,-1.6031043658429885e-05,3600.0,97406.0,0.0
0.19,0.0,0.0,0.05700000000000001,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.5645419025284255e-14,9.032121437390906e-15,0.013347546761022205,3.1326626813024074e-13,1.1962273032272108e-13,0.13504507604885166,-5.713336587505755e-14,9.011162315414535e-14,3.088337317943153e-11,4.166238972302532e-13,-1.1907558256475377e-12,3.5364075525921305e-10,1.0,3.0883373179431524e-11,-9.011162315590982e-14,-3.0883373179431524e-11,1.0,-5.71333658722746e-14,9.011162315414535e-14,5.713336587505755e-14,1.0,14.554209375127552,-14.554209375127549,14.554209375127778,-14.554209375127781,14.559081634469175,-14.55908163446943,14.559081634469456,-14.559081634468878,-1.6630554328821812e-13,-6.312006207939532e-14,1.694600084280432,-2.2917018498197897e-17,1.1250156240111876e-15,0.0,2.221055990971824e-16,0.0,0.043652453238977804,2.1058469464753378e-13,0.999733383060467,1.0,1.0,-2.9967205461190348e-05,3600.0,97406.0,0.0
0.2,0.0,0.0,0.06000000000000001,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.882625641346528e-14,1.0272011560428168e-14,0.01472695646200402,3.229355419437963e-13,1.284251628781192e-13,0.1408082869857995,-5.048525256409876e-14,7.646573450161143e-14,3.4400177130850794e-11,1.1242536734657953e-12,-1.8050459605168912e-12,3.4722642401596004e-10,1.0,3.440017713085079e-11,-7.646573450334814e-14,-3.440017713085079e-11,1.0,-5.048525256146832e-14,7.646573450161143e-14,5.048525256409876e-14,1.0,14.546711344222475,-14.546711344222032,14.54671134422266,-14.546711344223102,14.551533279142973,-14.551533279142959,14.551533279143136,-14.551533279143396,-1.726471853743978e-13,-6.805570791910977e-14,1.6928544874570681,-2.1938300255806367e-15,3.0952674253137154e-15,0.0,2.220836158999914e-16,0.0,0.045273043537995994,2.0017266547044455e-13,0.9997338744668531,1.0,1.0,-4.316371625323263e-05,3600.0,97406.0,0.0
0.21,0.0,0.0,0.063,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.2100742690953355e-14,1.1581568778617944e-14,0.016163461801439596,3.3026161926946056e-13,1.392717667950922e-13,0.14646451441644104,-3.7901943500101373e-14,5.844102127196289e-14,3.802636594891889e-11,1.9061343212263093e-12,-1.6522319028817943e-12,3.9712558505998727e-10,1.0,3.802636594891889e-11,-5.844102127340417e-14,-3.802636594891889e-11,1.0,-3.790194349787907e-14,5.844102127196289e-14,3.7901943500101373e-14,1.0,14.539291904735162,-14.539291904734217,14.53929190473479,-14.539291904735734,14.544063248399505,-14.544063248398848,14.544063248399794,-14.544063248400207,-1.7788926922474595e-13,-7.402715104338107e-14,1.691128072728736,-4.656617921709184e-15,2.8294962204441743e-15,0.0,4.175653769704047e-18,0.0,0.0468365381985604,1.8288233255801128e-13,0.9997345093083767,1.0,1.0,-5.567943280046525e-05,3600.0,97406.0,0.0
0.22,0.0,0.0,0.066,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.54015948659421e-14,1.2993128920308172e-14,0.01765599881414337,3.2880140264185026e-13,1.4612652001387186e-13,0.15201493249398398,-1.8582662775601474e-14,4.352907629679873e-14,4.208892163689753e-11,2.1202539965923263e-12,-1.179592358225132e-12,4.259564896091794e-10,1.0,4.208892163689753e-11,-4.352907629758085e-14,-4.208892163689753e-11,1.0,-1.858266277376938e-14,4.352907629679873e-14,1.8582662775601474e-14,1.0,14.531951192256821,-14.531951192255702,14.531951192256027,-14.531951192257145,14.536671714840121,-14.53667171483913,14.536671714839704,-14.536671714840866,-1.7884406081135884e-13,-7.809629442097704e-14,1.6894208436329832,-5.518240705565893e-15,1.5967039219019233e-15,0.0,4.776527003715265e-18,0.0,0.04834400118585663,1.628425428376247e-13,0.999735251725505,1.0,1.0,-6.768941533669582e-05,3600.0,97406.0,0.0
0.23,0.0,0.0,0.069,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.872401934265012e-14,1.437051586379467e-14,0.019203515279437273,3.399251016357906e-13,1.2451372104598004e-13,0.15746071595739386,2.2140881943190298e-16,3.188956949864646e-14,4.631715214620008e-11,1.7117534831614739e-12,-1.3142723195874926e-12,4.0676940516645585e-10,1.0,4.631715214620008e-11,-3.188956949863621e-14,-4.631715214620008e-11,1.0,2.21408820908937e-16,3.188956949864646e-14,-2.2140881943190298e-16,1.0,14.524689315527501,-14.524689315526565,14.52468931552699,-14.524689315527926,14.52935888252985,-14.529358882528395,14.52935888252887,-14.529358882529953,-1.8596921319378155e-13,-6.821413923377836e-14,1.6877327977007306,-4.612709732388366e-15,2.0957984523241342e-15,0.0,2.6029183519776025e-18,0.0,0.049796484720562736,1.4765497555148105e-13,0.999736077191187,1.0,1.0,-7.930812047250045e-05,3600.0,97406.0,0.0
0.24,0.0,0.0,0.072,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,4.207465381532143e-14,1.5529843464692067e-14,0.020804970726583136,3.258367627482626e-13,1.118288900765528e-13,0.1628030389762464,1.3603514113698481e-14,2.130922059081851e-14,5.024236588436033e-11,9.63353645808163e-13,-5.342544925793426e-13,3.3520686856138106e-10,1.0,5.024236588436033e-11,-2.1309220590135034e-14,-5.024236588436033e-11,1.0,1.3603514114769108e-14,2.130922059081851e-14,-1.3603514113698481e-14,1.0,14.517506358542384,-14.517506358541858,14.517506358541846,-14.51750635854237,14.522124863059593,-14.522124863058714,14.522124863059107,-14.522124863059885,-1.8076809629646674e-13,-6.259166570536109e-14,1.6860639269624857,-2.5843082799037786e-15,-6.802634942205773e-17,0.0,1.3091712436340274e-18,0.0,0.05119502927341686,1.3065658800416898e-13,0.9997369682582661,1.0,1.0,-9.065049653130202e-05,3600.0,97406.0,0.0
0.25,0.0,0.0,0.075,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,4.542469121093394e-14,1.6710987405480095e-14,0.022459336434483293,3.3514800564390163e-13,1.3205733391323346e-13,0.16804307816846567,2.7119414109162964e-14,1.3856529670485827e-14,5.344469714575765e-11,2.4156358917513897e-12,-2.433687865302192e-13,2.761241319206664e-10,1.0,5.344469714575765e-11,-1.3856529669036437e-14,-5.344469714575765e-11,1.0,2.711941410990352e-14,1.3856529670485827e-14,-2.7119414109162964e-14,1.0,14.510402374758995,-14.510402374757568,14.510402374757385,-14.510402374758813,14.514969726638013,-14.514969726637867,14.514969726637473,-14.514969726638155,-1.870200719182866e-13,-7.309028890096781e-14,1.684414216619105,-7.0353626138906465e-15,-8.934151410540415e-16,0.0,4.4727648469090875e-18,0.0,0.052540663565516704,1.2594197443001616e-13,0.9997379124968448,1.0,1.0,-0.00010163796596396445,3600.0,97406.0,0.0
