time_s,reference_1,reference_2,reference_3,reference_4,reference_5,reference_6,reference_7,reference_8,reference_9,reference_10,reference_11,position_x_m,position_y_m,position_z_m,velocity_x_mps,velocity_y_mps,velocity_z_mps,angle_roll_rad,angle_pitch_rad,angle_yaw_rad,body_rate_x_radps,body_rate_y_radps,body_rate_z_radps,rotation_11,rotation_12,rotation_13,rotation_21,rotation_22,rotation_23,rotation_31,rotation_32,rotation_33,motor_command_1,motor_command_2,motor_command_3,motor_command_4,rotor_speed_1_radps,rotor_speed_2_radps,rotor_speed_3_radps,rotor_speed_4_radps,controller_diagnostic_1,controller_diagnostic_2,controller_diagnostic_3,controller_diagnostic_4,controller_diagnostic_5,controller_diagnostic_6,controller_diagnostic_7,controller_diagnostic_8,controller_diagnostic_9,controller_diagnostic_10,controller_diagnostic_11,controller_diagnostic_12,controller_diagnostic_13,controller_diagnostic_14,controller_diagnostic_15,controller_diagnostic_16,event_code,external_force_world_x_n,external_force_world_y_n,external_force_world_z_n,external_torque_body_x_nm,external_torque_body_y_nm,external_torque_body_z_nm,position_error_x_m,position_error_y_m,position_error_z_m
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.71701389582819,-14.71701389582819,14.71701389582819,-14.71701389582819,0.0,0.0,0.0,0.0,0.0,0.0,1.7327239840800002,-0.0,-0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.7368458129334697e-16,2.046824415315907e-16,1.6197004924572506e-06,3.908494873532704e-14,2.3159932876646472e-14,0.00017873482998028144,1.1544140167345253e-14,-2.802270193281372e-14,5.1662155510259935e-14,1.2393082782975173e-12,-3.668827696266536e-12,4.382716335632409e-11,1.0,5.1662155510259613e-14,2.802270193281432e-14,-5.166215551025994e-14,1.0,1.1544140167343804e-14,-2.802270193281372e-14,-1.1544140167345253e-14,1.0,14.722910992009478,-14.722910992008721,14.722910992010968,-14.722910992011725,5.410714257040179,-5.410714257040156,5.410714257040148,-5.410714257040155,-1.931991621504969e-14,-1.1439619005591945e-14,1.7341128646292434,-3.782240082678828e-15,1.1225943978500255e-14,0.0,3.730643675137974e-18,0.0,0.0029983802995075426,1.7591608611115787e-14,1.0,1.0,0.0,-0.22595851818093848,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7368458129334697e-16,2.046824415315907e-16,-0.0029983802995075426
0.02,0.0,0.0,0.006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,7.726588456640351e-16,4.474610079917768e-16,3.784663999229862e-06,3.979548711970862e-14,2.4930075843007854e-14,0.0002649720059135369,2.22661796775888e-14,-5.91945385707288e-14,1.1001256930338906e-12,7.078546796760893e-13,-1.2256076273378924e-12,1.2399922635786704e-10,1.0,1.1001256930338892e-12,5.919453857075329e-14,-1.1001256930338904e-12,1.0,2.2266179677523677e-14,-5.91945385707288e-14,-2.22661796775888e-14,1.0,14.728977500309156,-14.728977500308694,14.728977500309552,-14.728977500310016,11.767950351375937,-11.767950351375886,11.767950351375893,-11.767950351375845,-1.9869498960726727e-14,-1.2428844907519028e-14,1.7355422256369537,-2.3199266780498167e-15,4.297520306221625e-15,0.0,6.317625461173933e-18,0.0,0.005996215336000771,5.007825700822252e-14,1.0,1.0,0.0,-0.22951450899189474,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.726588456640351e-16,4.474610079917768e-16,-0.005996215336000771
0.03,0.0,0.0,0.009,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.1290306351861779e-15,6.478735299069215e-16,4.0683584929183895e-05,2.9646712220781074e-14,1.8641860527234062e-14,0.014675264031538938,1.8371249682682866e-14,-7.954965712408738e-14,1.5138209847255973e-12,-6.675078810893e-13,-2.8858574586405996e-12,2.6142376068294204e-11,1.0,1.513820984725596e-12,7.95496571241152e-14,-1.5138209847255975e-12,1.0,1.8371249682562442e-14,-7.954965712408738e-14,-1.8371249682682866e-14,1.0,14.708180160745297,-14.708180160745664,14.708180160747583,-14.708180160747215,16.26435563520188,-16.26435563520123,16.264355635202413,-16.264355635202985,-1.5082225345506057e-14,-9.452317621694067e-15,1.7306445091278013,1.834699921890554e-15,9.578425483921164e-15,0.0,2.258237251643778e-18,0.0,0.008959316415070815,7.200161273543219e-14,1.0,1.0,0.0,0.09287836290654504,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1290306351861779e-15,6.478735299069215e-16,-0.008959316415070815
0.04,0.0,0.0,0.012,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.2790184311552713e-15,8.209916408753319e-16,0.00028804303010967,-2.2429971914090883e-15,1.924546346999589e-14,0.03159507402720835,1.125046647528549e-14,-1.0467548707244657e-13,1.6314968875473386e-12,-6.219278286849094e-13,-2.0033884932740235e-12,-7.0000334476531044e-12,1.0,1.6314968875473374e-12,1.0467548707246493e-13,-1.6314968875473386e-12,1.0,1.1250466475114711e-14,-1.0467548707244657e-13,-1.125046647528549e-14,1.0,14.682209804694425,-14.682209804694784,14.682209804696264,-14.682209804695903,15.025693331070382,-15.025693331070958,15.025693331073153,-15.025693331072565,4.5097069330811225e-16,-9.835323853945496e-15,1.7245382779927367,1.7936685480927876e-15,7.374346341075217e-15,0.0,3.760629694864205e-18,0.0,0.01171195696989033,1.0508351106970809e-13,1.0,1.0,0.0,0.22378833833638825,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2790184311552713e-15,8.209916408753319e-16,-0.01171195696989033
0.05,0.0,0.0,0.015000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0984918875047656e-15,1.0386410672268516e-15,0.0006593814024024467,-3.343955112253135e-14,2.3416438597349144e-14,0.04173148245588637,5.95532948677845e-15,-1.2071815987309603e-13,1.6126783340432294e-12,-5.961290054888286e-13,-1.174443664432969e-12,2.3718676734471555e-11,1.0,1.6126783340432286e-12,1.2071815987310562e-13,-1.6126783340432294e-12,1.0,5.95532948658377e-15,-1.2071815987309603e-13,-5.95532948677845e-15,1.0,14.668672433163325,-14.668672433163687,14.668672433164733,-14.668672433164371,14.72587066662092,-14.725870666621367,14.725870666622834,-14.725870666622402,1.581205731612693e-14,-1.1986975238323651e-14,1.7213596076117303,1.801495405221431e-15,5.2120824125653974e-15,0.0,3.5592257482000155e-18,0.0,0.014340618597597556,1.2990786871709264e-13,1.0,1.0,0.0,0.10490551197571019,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0984918875047656e-15,1.0386410672268516e-15,-0.014340618597597556
0.06,0.0,0.0,0.018,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,8.122730519966921e-16,1.0940412806869325e-15,0.0011173825901456434,-1.1594431938077513e-13,8.397409204936815e-15,0.049703905589217716,-7.182873193519898e-15,-1.3650642384091975e-13,1.910756832811089e-12,-1.094366024485201e-12,3.530008518028461e-12,1.7173673673714846e-10,1.0,1.91075683281109e-12,1.3650642384090602e-13,-1.910756832811089e-12,1.0,-7.18287319378073e-15,-1.3650642384091975e-13,7.182873193519898e-15,1.0,14.659006633182862,-14.659006633183548,14.659006633181862,-14.659006633181175,14.675729095867784,-14.675729095868125,14.675729095869068,-14.67572909586865,5.6340435925646957e-14,-4.66363077750528e-15,1.719091803773476,3.4117424188124106e-15,-8.389388203119995e-15,0.0,5.2185172818299174e-18,0.0,0.016882617409854354,1.6956879035675984e-13,1.0,1.0,0.0,0.03512039796163756,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.122730519966921e-16,1.0940412806869325e-15,-0.016882617409854354
0.07,0.0,0.0,0.021,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.545555067741788e-16,1.0997088183628108e-15,0.0016515554368119753,2.9977332120629483e-15,-3.156599270492066e-15,0.05708333463081018,-2.1765416525905984e-14,-1.0317818735123805e-13,3.590438399259434e-12,-1.2474969795268313e-12,-1.7482990085510068e-12,1.5372558245738858e-10,1.0,3.5904383992594363e-12,1.0317818735115989e-13,-3.590438399259434e-12,1.0,-2.176541652627644e-14,-1.0317818735123805e-13,2.1765416525905984e-14,1.0,14.650289859560564,-14.65028985956137,14.650289859562694,-14.650289859561887,14.659480685695716,-14.65948068569649,14.659480685694092,-14.659480685693332,-1.2879715187750077e-15,9.888437921450463e-16,1.7170479437533943,4.017954684533719e-15,6.5764620559786175e-15,0.0,5.5598108200593294e-18,0.0,0.019348444563188027,1.0459687916986099e-13,1.0,1.0,0.0,0.010454653725870885,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.545555067741788e-16,1.0997088183628108e-15,-0.019348444563188027
0.08,0.0,0.0,0.024,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-4.489538176915366e-16,3.6834643017896095e-16,0.002258392714569177,-6.085874287261232e-14,-1.4308073047603759e-13,0.06424718334829273,-6.751912377814831e-14,-1.1754044149663894e-13,5.312142914467126e-12,-8.563849451384257e-12,4.923586373970358e-13,2.344409663666141e-10,1.0,5.312142914467134e-12,1.1754044149628028e-13,-5.312142914467126e-12,1.0,-6.751912377877271e-14,-1.1754044149663894e-13,6.751912377814831e-14,1.0,14.641821457604904,-14.641821457610142,14.641821457610199,-14.64182145760496,14.648273149601687,-14.64827314960255,14.648273149604423,-14.648273149603542,3.001560646861962e-14,6.984742822175927e-14,1.7150634847716553,2.6039860837383738e-14,2.7846495239142285e-16,0.0,1.884101268951974e-18,0.0,0.021741607285430824,1.3767394190351587e-13,1.0,1.0,0.0,0.0033737984486082273,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.489538176915366e-16,3.6834643017896095e-16,-0.021741607285430824
0.09,0.0,0.0,0.027000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-6.672646730864477e-16,-9.890566132875912e-16,0.002936150426702657,2.9631884660747945e-13,-1.5529855472875066e-13,0.07127043161411098,-1.5275658037565719e-13,-1.312921344696821e-13,7.650200161395907e-12,-9.768826645914382e-12,-1.4873310567838818e-11,2.2536263816134527e-10,1.0,7.650200161395927e-12,1.3129213446851347e-13,-7.650200161395907e-12,1.0,-1.5275658037666158e-13,-1.312921344696821e-13,1.5275658037565719e-13,1.0,14.633464431307669,-14.63346443131385,14.633464431322956,-14.633464431316773,14.63902383489037,-14.639023834896806,14.639023834896719,-14.63902383489031,-1.447017083141685e-13,7.651424237027448e-14,1.713106250100563,3.07116829904195e-14,4.522865266377344e-14,0.0,4.0298251366146635e-18,0.0,0.024063849573297345,1.1779876599717158e-13,1.0,1.0,0.0,0.0015019771224406748,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.672646730864477e-16,-9.890566132875912e-16,-0.024063849573297345
0.1,0.0,0.0,0.030000000000000006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.5797447824985988e-15,-2.6982003222177174e-15,0.003683508510177553,9.724645928605899e-14,-2.425675015152932e-13,0.07816902151680634,-2.580613209493913e-13,-2.5279026677819835e-13,9.92536195786007e-12,-1.2463208520383543e-11,-6.866326617835691e-12,2.3603483308370143e-10,1.0,9.925361957860135e-12,2.5279026677563704e-13,-9.92536195786007e-12,1.0,-2.580613209519003e-13,-2.5279026677819835e-13,2.580613209493913e-13,1.0,14.62519172101912,-14.625191721027143,14.62519172103188,-14.625191721023857,14.630524275880287,-14.630524275887064,14.630524275898408,-14.630524275891736,-4.839824183642738e-14,1.2009423877395704e-13,1.7111698630140226,3.983204977810888e-14,2.3517565017415515e-14,0.0,3.765033637984627e-18,0.0,0.026316491489822454,2.927484067796359e-13,1.0,1.0,0.0,0.0010107359609657148,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5797447824985988e-15,-2.6982003222177174e-15,-0.026316491489822454
0.11,0.0,0.0,0.033,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.888368312412157e-15,-4.262219865333516e-15,0.004499249753163071,-2.697408496619782e-14,8.286618506063079e-14,0.08494779865046767,-3.5260748364640944e-13,-3.0012289872007406e-13,1.2265499474356782e-11,8.360880986791268e-14,-3.1312630929665934e-12,2.415908655577051e-10,1.0,1.2265499474356889e-11,3.0012289871574913e-13,-1.2265499474356782e-11,1.0,-3.5260748365009056e-13,-3.0012289872007406e-13,3.5260748364640944e-13,1.0,14.616996890198054,-14.616996890198987,14.616996890201685,-14.616996890200754,14.622256704013736,-14.622256704022336,14.622256704026787,-14.622256704018099,1.2247897043783355e-14,-3.8404745965577666e-14,1.7092527847049013,4.625164397138935e-15,1.338854033385954e-14,0.0,2.220914700006555e-16,0.0,0.02850075024683693,4.848797968140829e-13,1.0,1.0,1.0,0.0008797801911953037,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.888368312412157e-15,-4.262219865333516e-15,-0.02850075024683693
0.12,0.0,0.0,0.036,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,9.148261494108696e-16,-2.816666853201621e-15,0.005382188443331845,-2.1439514792089393e-13,2.741024831520457e-13,0.09160889040930875,-3.316896688728145e-13,-3.0758832250936023e-13,1.4852628376367047e-11,7.685622131106118e-12,3.903336030817295e-12,3.25378894456947e-10,1.0,1.485262837636715e-11,3.075883225044338e-13,-1.4852628376367047e-11,1.0,-3.3168966887738297e-13,-3.0758832250936023e-13,3.316896688728145e-13,1.0,14.608878543450356,-14.60887854344678,14.608878543445384,-14.60887854344896,14.614089386727871,-14.614089386727096,14.614089386729042,-14.614089386729807,1.0447729819836711e-13,-1.3274032680828756e-13,1.7073546583776924,-1.7734200174897378e-14,-6.91585741427509e-15,0.0,2.5600328523371827e-18,0.0,0.03061781155666815,5.510326851514564e-13,0.9997617550185488,1.0,1.0,0.0002176111041596571,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.148261494108696e-16,-2.816666853201621e-15,-0.03061781155666815
0.13,0.0,0.0,0.039,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-1.5297737936119654e-15,-5.61003630885256e-17,0.006331154902258224,-2.2306230988917182e-13,3.140435732331542e-13,0.09815366472596193,-2.610858929034074e-13,-2.6251667519457675e-13,1.7936505712776943e-11,7.940881775218762e-12,2.8693687803365246e-12,2.418448383640588e-10,1.0,1.793650571277701e-11,2.6251667518989376e-13,-1.793650571277694e-11,1.0,-2.6108589290811603e-13,-2.6251667519457675e-13,2.610858929034074e-13,1.0,14.600836679577911,-14.600836679574025,14.600836679573145,-14.60083667957703,14.60600103503406,-14.606001035028598,14.606001035026058,-14.606001035031202,1.0995605816094412e-13,-1.536865493581384e-13,1.705475453949105,-1.9257051793311733e-14,-4.357248650399881e-15,0.0,3.479093842240222e-18,0.0,0.032668845097741775,4.798571989776359e-13,0.9997429371442941,1.0,1.0,0.00010950929108258619,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5297737936119654e-15,-5.61003630885256e-17,-0.032668845097741775
0.14,0.0,0.0,0.042,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.920964954172486e-15,3.1319224471521886e-15,0.007344991920094982,-3.3913904027635257e-13,3.5336482231725645e-13,0.10458330807525429,-1.8487507185888977e-13,-2.33780165611949e-13,2.0555261398523136e-11,8.612850574574722e-12,6.003143949163692e-12,3.656047761926271e-10,1.0,2.0555261398523178e-11,2.3378016560814885e-13,-2.0555261398523133e-11,1.0,-1.8487507186369518e-13,-2.33780165611949e-13,1.8487507185888977e-13,1.0,14.592871612409091,-14.592871612404629,14.592871612401867,-14.592871612406327,14.59798913973963,-14.597989139735223,14.597989139733945,-14.597989139738495,1.6798157176330568e-13,-1.7454557960576807e-13,1.7036152151691974,-2.2103247949777095e-14,-1.368845069029845e-14,0.0,1.5861062110352204e-18,0.0,0.03465500807990502,4.393605657908469e-13,0.9997370993885449,1.0,1.0,6.443705934239609e-05,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.920964954172486e-15,3.1319224471521886e-15,-0.03465500807990502
0.15,0.0,0.0,0.045,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-7.447243480170495e-15,6.770774863739886e-15,0.0084225539641079,-4.611933075654494e-13,4.363329761091826e-13,0.11089897620702856,-9.645579904047434e-14,-1.7105742293981518e-13,2.4281964989012995e-11,1.2146997455990458e-11,1.1428283721186305e-11,4.023960815331236e-10,1.0,2.428196498901301e-11,1.7105742293747304e-13,-2.4281964989012992e-11,1.0,-9.645579904462794e-14,-1.7105742293981518e-13,9.645579904047434e-14,1.0,14.58498368875073,-14.584983688743959,14.584983688737836,-14.584983688744607,14.590053552082985,-14.590053552078405,14.590053552075185,-14.590053552079723,2.295070216447247e-13,-2.1699648574759924e-13,1.7017739936074943,-3.3529411895716926e-14,-3.030788050582565e-14,0.0,6.311312126921074e-18,0.0,0.036577446035892094,3.7914257407035033e-13,0.9997346064019149,1.0,1.0,3.70072240579664e-05,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.447243480170495e-15,6.770774863739886e-15,-0.036577446035892094
0.16,0.0,0.0,0.048,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-1.1866001883869807e-14,1.089766624316854e-14,0.009562707055603555,-3.894855291542533e-13,3.7580805941811566e-13,0.11710182474864393,1.3889183152124608e-14,-6.997496101288928e-14,2.8603416499976436e-11,9.362672640360787e-12,6.778105267473712e-12,5.664011080874663e-10,1.0,2.8603416499976436e-11,6.997496101328656e-14,-2.8603416499976436e-11,1.0,1.3889183150123084e-14,-6.997496101288928e-14,-1.3889183152124608e-14,1.0,14.577173230916442,-14.577173230911022,14.577173230907398,-14.57717323091282,14.58219459683844,-14.582194596831052,14.58219459682403,-14.582194596831458,1.9664315651948068e-13,-1.8945867435688394e-13,1.6999518352321206,-2.6819734625983415e-14,-1.792085691918175e-14,0.0,4.1388981961284254e-18,0.0,0.03843729294439645,2.097240550733631e-13,0.9997334815002173,1.0,1.0,1.6440123225833836e-05,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1866001883869807e-14,1.089766624316854e-14,-0.03843729294439645
0.17,0.0,0.0,0.051000000000000004,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-1.5878126309593584e-14,1.4510782707041203e-14,0.010764328793937954,-5.464723833051545e-13,3.991390806297126e-13,0.12319301378159532,9.91472757900745e-14,6.4387867851347e-16,3.452198925012699e-11,8.899885775163766e-12,1.2590928132195284e-11,6.966386168769156e-10,1.0,3.452198925012699e-11,-6.438786750907088e-16,-3.452198925012699e-11,1.0,9.914727579009674e-14,6.4387867851347e-16,-9.91472757900745e-14,1.0,14.569440527965579,-14.569440527960234,14.569440527953018,-14.569440527958363,14.574412713677154,-14.574412713671782,14.574412713668409,-14.574412713673802,2.7551279542703786e-13,-2.027059732361063e-13,1.6981487783819433,-2.643677757709369e-14,-3.567199548940716e-14,0.0,2.2210352167554304e-16,0.0,0.04023567120606205,1.6285943034144469e-13,0.9997330697881397,1.0,1.0,-7.624707656534646e-07,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5878126309593584e-14,1.4510782707041203e-14,-0.04023567120606205
0.18,0.0,0.0,0.054000000000000006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-2.074881844998659e-14,1.855056840893559e-14,0.012026308402043055,-3.9967624289434307e-13,5.193399322605186e-13,0.1291737076528882,1.9225292485563233e-13,1.0280778086232733e-13,4.148564090321676e-11,1.422665377240202e-11,6.871746117816069e-12,7.032134319567387e-10,1.0,4.148564090321678e-11,-1.0280778085435161e-13,-4.1485640903216755e-11,1.0,1.9225292485989738e-13,1.0280778086232733e-13,-1.9225292485563233e-13,1.0,14.561785835831051,-14.561785835822318,14.561785835818197,-14.56178583582693,14.566708287063891,-14.566708287058535,14.566708287050593,-14.566708287055764,2.06124007479834e-13,-2.635839562557755e-13,1.6963648538273812,-4.3159287995453603e-14,-2.037211935920112e-14,0.0,4.8076045135921264e-18,0.0,0.041973691597956955,4.134290934271995e-14,0.9997330860268254,1.0,1.0,-1.6031042811520835e-05,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.074881844998659e-14,1.855056840893559e-14,-0.041973691597956955
0.19,0.0,0.0,0.05700000000000001,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-2.486943831947424e-14,2.3067198940527103e-14,0.013347546764921506,-4.98033420657375e-13,3.354217988325317e-13,0.1350450760668234,3.1068220578119125e-13,1.7942710232945046e-13,4.850253351719483e-11,7.507300410936723e-12,1.1589908194713758e-11,7.004533059262802e-10,1.0,4.850253351719489e-11,-1.7942710231438157e-13,-4.8502533517194835e-11,1.0,3.106822057898939e-13,1.7942710232945046e-13,-3.1068220578119125e-13,1.0,14.55420937509158,-14.554209375086478,14.554209375079365,-14.554209375084469,14.559081634433207,-14.55908163442372,14.559081634420025,-14.559081634429669,2.563510510832619e-13,-1.7584598515023745e-13,1.6946000842706068,-2.52117803562143e-14,-3.513569866668227e-14,0.0,2.9771444974911084e-18,0.0,0.043652453235078506,2.0882011068130703e-13,0.9997333830605126,1.0,1.0,-2.996720323384262e-05,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.486943831947424e-14,2.3067198940527103e-14,-0.043652453235078506
0.2,0.0,0.0,0.06000000000000001,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-2.9210025701290615e-14,2.5683363793446343e-14,0.014726956466080056,-3.1488174848179104e-13,1.937574237960351e-13,0.14080828700316633,3.6195103089110997e-13,2.736157713526409e-13,5.5439338354404426e-11,2.917841259990475e-12,5.082383609979558e-12,6.780840200195946e-10,1.0,5.543933835440452e-11,-2.736157713325746e-13,-5.543933835440442e-11,1.0,3.61951030906279e-13,2.736157713526409e-13,-3.6195103089110997e-13,1.0,14.546711344184176,-14.546711344181618,14.546711344178073,-14.54671134418063,14.55153327910704,-14.551533279102738,14.551533279095207,-14.551533279099502,1.6889919969546297e-13,-1.0782873495939488e-13,1.6928544874474225,-1.263083399304982e-14,-1.7507121993442427e-14,0.0,3.803088621396707e-18,0.0,0.045273043533919956,3.4522100072144446e-13,0.9997338744668622,1.0,1.0,-4.316371606042926e-05,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9210025701290615e-14,2.5683363793446343e-14,-0.045273043533919956
0.21,0.0,0.0,0.063,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.200563759190494e-14,2.694825233237184e-14,0.016163461805686376,-2.6471509654182853e-13,3.3314032915842014e-14,0.14646451443322256,3.7179992713449903e-13,3.1727007030944983e-13,6.217249589553819e-11,-1.8059760958985398e-12,4.771736117460089e-12,6.678754412649142e-10,1.0,6.21724958955383e-11,-3.172700702863341e-13,-6.217249589553817e-11,1.0,3.7179992715422454e-13,3.1727007030944983e-13,-3.7179992713449903e-13,1.0,14.539291904695935,-14.5392919046961,14.53929190469259,-14.539291904692426,14.544063248360684,-14.544063248359118,14.544063248356155,-14.544063248357807,1.4575810653579678e-13,-2.993626264309657e-14,1.691128072719265,8.146545710628172e-16,-1.7319250972460454e-14,0.0,4.734878617362006e-18,0.0,0.046836538194313625,4.228279055514445e-13,0.9997345093083829,1.0,1.0,-5.567943256475028e-05,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.200563759190494e-14,2.694825233237184e-14,-0.046836538194313625
0.22,0.0,0.0,0.066,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.416658038178721e-14,2.6885919167700547e-14,0.017655998818555008,-1.434394088478921e-13,-3.4159275233957737e-14,0.15201493251017825,3.4347402402129493e-13,3.522471119781118e-13,6.886019562137088e-11,-3.687394233561035e-12,1.310759831132594e-12,6.620126440699286e-10,1.0,6.886019562137099e-11,-3.522471119544601e-13,-6.886019562137086e-11,1.0,3.4347402404555075e-13,3.522471119781118e-13,-3.4347402402129493e-13,1.0,14.531951192216583,-14.531951192217916,14.531951192216328,-14.531951192214995,14.5366717148005,-14.5366717148017,14.536671714798356,-14.536671714797379,8.749026337963377e-14,3.1214282301960168e-15,1.68942084362369,6.573001171716593e-15,-7.838259207762867e-15,0.0,5.4662091678186125e-18,0.0,0.048344001181444995,4.577370910802029e-13,0.9997352517255081,1.0,1.0,-6.768941575252143e-05,3600.0,97406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.416658038178721e-14,2.6885919167700547e-14,-0.048344001181444995
