time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12],controllerDiagnostics[13],controllerDiagnostics[14],controllerDiagnostics[15],controllerDiagnostics[16],scenarioDiagnostics[1],scenarioDiagnostics[2],scenarioDiagnostics[3],scenarioDiagnostics[4],scenarioDiagnostics[5],scenarioDiagnostics[6],scenarioDiagnostics[7],scenarioDiagnostics[8],scenarioDiagnostics[9],scenarioDiagnostics[10],scenarioDiagnostics[11],scenarioDiagnostics[12],scenarioDiagnostics[13],scenarioDiagnostics[14],scenarioDiagnostics[15],scenarioDiagnostics[16]
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.71701389582819,-14.71701389582819,14.71701389582819,-14.71701389582819,0.0,0.0,0.0,0.0,0.0,0.0,1.7327239840800002,-0.0,-0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3600.0,914.0,0.9,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.7559777915467703e-16,2.1679978415333243e-16,1.4535995943401726e-06,1.7699224181385616e-14,2.4655079772551264e-14,0.00016046671416399417,1.0495952028759508e-14,-8.308086388933904e-15,5.017099558462325e-13,1.480959851634973e-12,-5.688570020854737e-13,9.976068497664392e-11,1.0,5.017099558462324e-13,8.30808638893917e-15,-5.017099558462324e-13,1.0,1.049595202875534e-14,-8.308086388933904e-15,-1.0495952028759508e-14,1.0,14.722945499528798,-14.7229454995279,14.72294549952825,-14.722945499529146,5.410713116890144,-5.410713116890149,5.410713116890126,-5.410713116890109,-8.752055029652863e-15,-1.2177577413345374e-14,1.7341209934566975,-4.4880365847629316e-15,1.7489655313017143e-15,0.0,2.220706333236229e-16,0.0,0.00299854640040566,4.764546768968555e-15,1.0,1.0,0.0,-0.22637353188801804,3600.0,914.0,0.9,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.4476454873466117e-16,4.638085167415042e-16,3.398082571221977e-06,1.486471432878867e-14,2.4057137841969872e-14,0.00023807250931506138,2.2929403869237012e-14,-2.1973688041460335e-14,1.3312537454974988e-12,6.281749535041335e-13,-1.5325678072743381e-12,1.4135596193590692e-10,1.0,1.3312537454974984e-12,2.197368804149086e-14,-1.3312537454974988e-12,1.0,2.292940386920776e-14,-2.1973688041460335e-14,-2.2929403869237012e-14,1.0,14.729028586031735,-14.729028586031315,14.72902858603228,-14.7290285860327,11.767947871412483,-11.76794787141246,11.767947871412488,-11.767947871412435,-7.450209481127477e-15,-1.2009836235247918e-14,1.7355542647051843,-2.0926486034215635e-15,4.827556298595555e-15,0.0,3.917394621502369e-18,0.0,0.005996601917428778,2.3852088259480747e-14,1.0,1.0,0.0,-0.22980667267885305,3600.0,914.0,0.9,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.0,0.0,0.009,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,5.39023188320945e-16,6.289277713608188e-16,1.0451474217513638e-05,1.8692116487332782e-14,1.2326359202181237e-14,0.0030016551908062647,3.9628219008158566e-14,-3.178259090891492e-14,2.6996437919333385e-12,1.1910653233342303e-12,-6.990409377650018e-13,9.400189713769296e-11,1.0,2.6996437919333373e-12,3.17825909090219e-14,-2.699643791933339e-12,1.0,3.9628219008072763e-14,-3.178259090891492e-14,-3.9628219008158566e-14,1.0,14.730078922795663,-14.730078922794855,14.730078922795343,-14.730078922796151,16.264422976537755,-16.264422976537208,16.264422976538484,-16.264422976539056,-9.421861460662049e-15,-6.351486365579626e-15,1.7358018005742744,-4.040794412162403e-15,2.4397330246180337e-15,0.0,2.220522324485498e-16,0.0,0.008989548525782485,4.459084603786721e-14,1.0,1.0,0.0,-0.17143453973963343,3600.0,914.0,0.9,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.012,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.0198799199175876e-14,6.9775686000600865e-16,3.633066706194728e-05,-5.158834375333957e-11,-1.2331122800285176e-14,0.0021672651264724877,5.162066433593755e-14,1.2906452721463116e-12,3.975215638211179e-12,5.417531819582389e-13,2.2176549539860907e-09,1.5310109290770556e-10,1.0,3.975215638211245e-12,-1.2906452721461064e-12,-3.975215638211179e-12,1.0,5.162066434106814e-14,1.2906452721463116e-12,-5.162066433593755e-14,1.0,14.737813236054397,-14.73781323605393,14.73781323475846,-14.737813234758928,15.053248186647439,-15.05324818664653,15.053248186646886,-15.053248186647796,2.5266223420949165e-11,5.68279986217179e-15,1.737625111693767,-2.338843910638135e-15,-6.480714614694925e-12,0.0,4.2820045063964295e-18,0.0,0.011963669332938054,1.3250132718980222e-11,1.0,1.0,0.0,-0.24132431412714817,3600.0,914.0,0.9,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.015000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-5.032849981401983e-13,-3.074306201277483e-15,4.1594771297768935e-05,-3.9837007153970145e-11,-5.88597092996268e-13,0.0002781814330244776,-9.878822748552739e-14,2.182991748967953e-11,5.6121300739268825e-12,-2.426403830033022e-11,1.7700282636763774e-09,2.043932781065673e-10,1.0,5.612130073924726e-12,-2.1829917489680086e-11,-5.6121300739268825e-12,1.0,-9.878822736301504e-14,2.182991748967953e-11,9.878822748552739e-14,1.0,14.747555434119223,-14.747555434133588,14.747555433045617,-14.747555433031252,14.792005604669658,-14.792005604669196,14.792005603038158,-14.792005603038508,1.9753576328528997e-11,2.896555898926755e-13,1.739923130132691,7.191217276070735e-14,-5.446283007125681e-12,0.0,4.381673790395415e-19,0.0,0.014958405228702234,1.0477004508339525e-11,1.0,1.0,0.0,-0.2820720249156159,3600.0,914.0,0.9,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.018,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-8.39682102386573e-13,-8.208320304399798e-15,4.4369158941470765e-05,-2.7877988511551326e-11,-3.8923425871534687e-13,0.0002762932335779673,-3.12366722409539e-13,3.7431800038935507e-11,7.587335844007251e-12,-1.6473397125704623e-11,1.3781806152615889e-09,1.8792095496944705e-10,1.0,7.587335843995559e-12,-3.743180003893787e-11,-7.587335844007252e-12,1.0,-3.123667221255314e-13,3.7431800038935507e-11,3.12366722409539e-13,1.0,14.75377500086677,-14.75377500087716,14.753774999975384,-14.753774999964996,14.763637460498934,-14.763637460517186,14.763637459376046,-14.763637459357808,1.4070139703467009e-11,1.9467016405201705e-13,1.7413910141043998,5.202768829912051e-14,-4.516117483473854e-12,0.0,4.174508196109002e-18,0.0,0.01795563084105853,2.9352657442270335e-11,1.0,1.0,0.0,-0.2505746143502419,3600.0,914.0,0.9,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.0,0.0,0.021,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-1.0604325600774515e-12,-1.2112325763767676e-14,4.712544692303899e-05,-1.6903085132254565e-11,-6.345837811099569e-13,0.0002749509440896005,-4.827971813046272e-13,4.954244039209297e-11,9.485970153632219e-12,-2.7460016955038964e-11,1.0779986976500113e-09,1.8540747185761848e-10,1.0,9.4859701536083e-12,-4.954244039209755e-11,-9.48597015363222e-12,1.0,-4.82797180834669e-13,4.954244039209297e-11,4.827971813046272e-13,1.0,14.75999096602556,-14.759990966042785,14.75999096528186,-14.759990965264636,14.76061869611177,-14.760618696122311,14.76061869527324,-14.760618695262679,8.809905604979458e-12,3.1673599775039396e-13,1.7428586664494332,8.629387728405322e-14,-3.8123346450163075e-12,0.0,4.632762363517594e-18,0.0,0.020952874553076963,4.448859961961606e-11,1.0,1.0,0.0,-0.2459027152900321,3600.0,914.0,0.9,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.024,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-1.1750521664757065e-12,-1.8224103309438664e-14,4.986890317126345e-05,-6.364300794581073e-12,-8.93974900290477e-13,0.00027374014590808967,-7.57301853794984e-13,5.900845747235502e-11,1.1461078848429938e-11,-4.0007696604765686e-11,8.358083478660603e-10,2.53558268136725e-10,1.0,1.146107884838525e-11,-5.90084574723637e-11,-1.1461078848429938e-11,1.0,-7.573018531186834e-13,5.900845747235502e-11,7.57301853794984e-13,1.0,14.766204095940695,-14.766204095965941,14.766204095318148,-14.766204095292903,14.763393347889716,-14.763393347908577,14.763393347201262,-14.763393347182427,3.709459247395735e-12,4.46791432152883e-13,1.7443262671502648,1.2653819612804622e-13,-3.2468893768150085e-12,0.0,4.118612540718963e-18,0.0,0.023950131096828736,5.688407950598407e-11,1.0,1.0,0.0,-0.24686450102666402,3600.0,914.0,0.9,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.0,0.0,0.027000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-1.1861045413984244e-12,-2.5452775505363595e-14,5.26006897053974e-05,4.030172829177531e-12,-4.950777311879754e-13,0.00027258890111843105,-1.1006125626238806e-12,6.628839192964059e-11,1.4011870854356218e-11,-2.6384335084892194e-11,6.298409309524724e-10,2.507795593229299e-10,1.0,1.401187085428326e-11,-6.628839192965602e-11,-1.4011870854356217e-11,1.0,-1.100612561695056e-12,6.628839192964059e-11,1.1006125626238806e-12,1.0,14.772414525862704,-14.772414525880965,14.772414525330248,-14.772414525311987,14.768613575448072,-14.76861357547593,14.768613574870535,-14.768613574842698,-1.3727341643255999e-12,2.5519937322378014e-13,1.74579384732843,9.156063430362273e-14,-2.7614939103097457e-12,0.0,4.929515515335822e-18,0.0,0.026947399310294606,6.708149150505287e-11,1.0,1.0,0.0,-0.24895122415408963,3600.0,914.0,0.9,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
