time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12],controllerDiagnostics[13],controllerDiagnostics[14],controllerDiagnostics[15],controllerDiagnostics[16]
0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.401837887401731,-14.401837887401731,14.401837887401731,-14.401837887401731,0.0,0.0,0.0,0.0,0.0,0.0,1.6593034762799999,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3600.0,914.0
0.01,0.0,0.0,0.0013333333333333335,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,3.591728510025616e-16,1.7435632972683552e-16,1.6197004924572508e-06,3.648900578861753e-14,1.7442800001358554e-14,0.00017873482998028068,4.800665569411988e-16,-1.073944032204981e-15,-1.8650651694544647e-12,-4.868020706319255e-13,7.880571012422519e-13,-3.5068414317455144e-10,1.0,-1.8650651694544647e-12,1.0739440322040856e-15,1.8650651694544647e-12,1.0,4.800665569432017e-16,-1.073944032204981e-15,-4.800665569411988e-16,1.0,14.404324755994578,-14.40432475599489,14.40432475599438,-14.40432475599407,5.410714257040042,-5.410714257040137,5.410714257040038,-5.410714257040214,-1.8041940059975377e-14,-8.625915165527759e-15,1.6598765734092435,1.521722717440216e-15,-2.4915128392903545e-15,0.0,3.5672223578775116e-18,0.0,0.0013317136328408763,1.0871922616172849e-14,1.0,1.0,0.0,-0.10168297528543284,3600.0,914.0
0.02,0.0,0.0,0.002666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,7.104870613844729e-16,3.496261061426604e-16,3.7846639992298766e-06,3.652569232538612e-14,1.856907644818701e-14,0.0002649720059135386,-4.222418241617219e-15,2.1951164311247116e-15,-5.51941007011748e-12,1.2900159525102072e-13,-1.130374083271317e-12,-4.3174969271003156e-10,1.0,-5.51941007011748e-12,-2.1951164311014063e-15,5.51941007011748e-12,1.0,-4.222418241629335e-15,2.1951164311247116e-15,4.222418241617219e-15,1.0,14.406986807608678,-14.406986807608625,14.406986807609284,-14.406986807609337,11.767950351375799,-11.76795035137592,11.767950351375775,-11.76795035137599,-1.823758673201997e-14,-9.265842706652082e-15,1.6604901509969539,-2.595709399370934e-16,3.219803421419833e-15,0.0,2.613667259331787e-18,0.0,0.002662882002667437,1.6424387629516764e-14,1.0,1.0,0.0,-0.1040225932997274,3600.0,914.0
0.03,0.0,0.0,0.004,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.0698867513054077e-15,4.935479958651291e-16,3.80153061847859e-05,3.556928794116178e-14,1.3395327325365189e-14,0.012991670858992343,2.6739539053768097e-15,1.8647276820132115e-15,-8.96823297845615e-12,9.154283763852936e-13,4.911269487119157e-13,-3.0530545859991e-10,1.0,-8.96823297845615e-12,-1.864727682037192e-15,8.96823297845615e-12,1.0,2.6739539053600867e-15,1.8647276820132115e-15,-2.6739539053768097e-15,1.0,14.385407618070742,-14.385407618070182,14.385407618069847,-14.385407618070406,15.829467424571517,-15.82946742457138,15.829467424572375,-15.829467424572384,-1.7951234659418853e-14,-6.80624109114414e-15,1.6555196187042789,-2.7276003894036783e-15,-1.638584725212952e-15,0.0,3.021890834861616e-18,0.0,0.0039619846938152145,1.2789011824311752e-14,1.0,1.0,0.0,0.19190529860895228,3600.0,914.0
0.04,0.0,0.0,0.005333333333333334,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.4297004716991646e-15,6.005323075238205e-16,0.00023690549190893284,4.0326038273552126e-14,6.442822003010722e-15,0.024180358325890654,1.2473546882987172e-14,4.430812502146281e-15,-1.3004548392971332e-11,1.011231135465773e-12,-1.7331397162042372e-13,-5.070551437163644e-10,1.0,-1.3004548392971332e-11,-4.4308125023084944e-15,1.3004548392971332e-11,1.0,1.247354688292955e-14,4.430812502146281e-15,-1.2473546882987172e-14,1.0,14.366393162334566,-14.366393162333916,14.366393162333978,-14.366393162334626,14.702762000266109,-14.702762000265404,14.702762000264833,-14.702762000265517,-2.046151013374413e-14,-3.4573090866248124e-15,1.6511460199581192,-3.1686290171189736e-15,3.012413475884673e-16,0.0,2.220960757774573e-16,0.0,0.005096427841424401,1.9767518208712687e-14,1.0,1.0,0.0,0.22463304946763626,3600.0,914.0
0.05,0.0,0.0,0.006666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.8176680950314426e-15,6.085328860923262e-16,0.0005098262295231375,3.002026767662147e-14,-7.369939134734831e-15,0.029546051034470635,1.9106949944177028e-14,2.935890009506914e-15,-1.8057079181963137e-11,-2.750318229878616e-13,1.828068654206115e-14,-4.933831229348036e-10,1.0,-1.8057079181963137e-11,-2.9358900098519293e-15,1.8057079181963137e-11,1.0,1.9106949944124017e-14,2.935890009506914e-15,-1.9106949944177028e-14,1.0,14.358365805630106,-14.35836580563022,14.358365805630175,-14.358365805630063,14.412053362331207,-14.412053362330472,14.412053362330553,-14.412053362331278,-1.5613372547623405e-14,3.2995772473361954e-15,1.649301348866311,5.506974382372121e-16,-2.1607518953654612e-16,0.0,2.2207906243686783e-16,0.0,0.00615684043714353,2.4481656150131557e-14,1.0,1.0,0.0,0.10013037497372557,3600.0,914.0
0.06,0.0,0.0,0.008,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,2.1226914195009346e-15,4.923866177199324e-16,0.0008235845310286554,1.0049891280729139e-14,1.541620987671306e-14,0.033056690723087076,1.4737211853809893e-14,2.9268881941091513e-15,-2.3073665481903285e-11,7.870368978200044e-13,9.792179529627372e-13,-4.6373505003467796e-10,1.0,-2.3073665481903285e-11,-2.926888194449193e-15,2.3073665481903285e-11,1.0,1.473721185374236e-14,2.9268881941091513e-15,-1.4737211853809893e-14,1.0,14.353805604344275,-14.353805604343766,14.353805604343146,-14.353805604343655,14.365966744719504,-14.365966744719774,14.365966744719849,-14.365966744719424,-5.992747816572017e-15,-7.794815170156448e-15,1.6482538826183113,-2.491215692171254e-15,-3.02296901321895e-15,0.0,3.95979587309486e-18,0.0,0.007176415468971345,1.196790240011821e-14,1.0,1.0,0.0,0.033095070761829784,3600.0,914.0
0.07,0.0,0.0,0.009333333333333334,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,2.733390000848038e-15,6.777014352072773e-16,0.0011694356237907143,1.893434775924028e-15,-9.871385685964554e-14,0.03608577859380116,2.501726407726037e-14,-8.629261329357478e-15,-2.769026318423611e-11,-4.016999429800008e-12,1.3345556001941477e-12,-4.6222021666192053e-10,1.0,-2.769026318423611e-11,8.629261328664745e-15,2.769026318423611e-11,1.0,2.5017264077499318e-14,-8.629261329357478e-15,-2.501726407726037e-14,1.0,14.350099488261161,-14.35009948826349,14.350099488262687,-14.350099488260359,14.355542684807695,-14.355542684807144,14.355542684806304,-14.355542684806979,-2.3092892489432244e-15,4.797470494158884e-14,1.6474028425841212,1.1347195437182438e-14,-3.9097094872454305e-15,0.0,3.0556499290759303e-18,0.0,0.008163897709542619,5.461898317067363e-14,1.0,1.0,0.0,0.009517518833666326,3600.0,914.0
0.08,0.0,0.0,0.010666666666666668,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,3.0993962505611295e-15,6.486820777436083e-16,0.0015448406042432878,2.0906246055554996e-13,4.0128656119392375e-13,0.03897854723051435,2.6001815001458453e-14,-1.0567498497123676e-14,-3.2291929372894676e-11,1.7139666982657994e-11,-7.736441735784392e-12,-4.5959891542270353e-10,1.0,-3.2291929372894676e-11,1.0567498496284028e-14,3.2291929372894676e-11,1.0,2.6001815001799696e-14,-1.0567498497123676e-14,-2.6001815001458453e-14,1.0,14.346591008720232,-14.346591008709924,14.34659100871455,-14.346591008724857,14.34975268005825,-14.349752680061366,14.349752680060261,-14.349752680057335,-1.038974438047681e-13,-1.9674584810649318e-13,1.6465973885712855,-5.020370249678141e-14,2.252642520011717e-14,0.0,1.7532023292131574e-18,0.0,0.00912182606242338,1.0723261077091006e-13,1.0,1.0,0.0,0.0027375752467258866,3600.0,914.0
0.09,0.0,0.0,0.011999999999999999,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,4.700032569923203e-15,3.695390474342817e-15,0.0019488298594612606,-8.529782296897731e-15,-3.5754020982824435e-14,0.04180479320655809,1.5993200510346987e-13,-6.627658589415048e-14,-3.685840933278205e-11,4.1914143726073446e-13,2.453496064391606e-12,-4.503425261049723e-10,1.0,-3.6858409332782065e-11,6.627658588825564e-14,3.685840933278205e-11,1.0,1.5993200510591274e-13,-6.627658589415048e-14,-1.5993200510346987e-13,1.0,14.343148399921597,-14.343148399920887,14.343148399919555,-14.343148399920267,14.345535146814989,-14.34553514680172,14.345535146808393,-14.345535146821524,1.7978636251291386e-15,1.563144677644739e-14,1.6458072481771535,-3.460010977396365e-15,-6.4846915048730295e-15,0.0,3.781781353815149e-18,0.0,0.010051170140538739,1.8233216094772753e-13,1.0,1.0,0.0,0.0009586087646201826,3600.0,914.0
0.1,0.0,0.0,0.013333333333333334,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,4.188164210892573e-15,2.327154209636369e-15,0.002380812418399755,-3.11596297659588e-13,-6.140647310418929e-13,0.04457849668425803,1.2665419313850264e-13,-2.5422490962267707e-14,-4.1444089689259816e-11,-2.186105926070633e-11,1.4742797732365947e-11,-5.085373002937213e-10,1.0,-4.1444089689259816e-11,2.542249095701864e-14,4.1444089689259816e-11,1.0,1.2665419313955625e-13,-2.5422490962267707e-14,-1.2665419313850264e-13,1.0,14.339746127809438,-14.339746127822087,14.339746127813312,-14.339746127800664,14.34194182564107,-14.341941825642284,14.341941825639442,-14.34194182563899,1.5039874236588622e-13,2.993892544660385e-13,1.6450265520806506,6.157071735313781e-14,-4.270935850958932e-14,0.0,5.96202925738152e-19,0.0,0.010952520914933579,3.3002873351681045e-13,1.0,1.0,0.0,0.000499827043112921,3600.0,914.0
