time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12],controllerDiagnostics[13],controllerDiagnostics[14],controllerDiagnostics[15],controllerDiagnostics[16],scenarioDiagnostics[1],scenarioDiagnostics[2],scenarioDiagnostics[3],scenarioDiagnostics[4],scenarioDiagnostics[5],scenarioDiagnostics[6],scenarioDiagnostics[7],scenarioDiagnostics[8],scenarioDiagnostics[9],scenarioDiagnostics[10],scenarioDiagnostics[11],scenarioDiagnostics[12],scenarioDiagnostics[13],scenarioDiagnostics[14],scenarioDiagnostics[15],scenarioDiagnostics[16]
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.71701389582819,-14.71701389582819,14.71701389582819,-14.71701389582819,0.0,0.0,0.0,0.0,0.0,0.0,1.7327239840800002,-0.0,-0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3600.0,914.0,1.1,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.0939265073024758e-16,1.6748763953794348e-16,1.4664342333976295e-06,2.2952864888252136e-14,1.7048997162779698e-14,0.0001651249397971533,1.001869503322595e-14,-9.6543672159528e-15,-4.727850732252858e-13,1.6960376112514627e-12,-1.0509561123392238e-12,-8.598479079532095e-11,1.0,-4.727850732252859e-13,9.654367215948063e-15,4.727850732252859e-13,1.0,1.0018695033230516e-14,-9.6543672159528e-15,-1.001869503322595e-14,1.0,14.722936761728379,-14.722936761727349,14.722936761727986,-14.722936761729018,5.410713116889917,-5.410713116890042,5.410713116889964,-5.410713116890003,-1.1340647783097812e-14,-8.429686384235426e-15,1.7341189351187773,-5.155161862821003e-15,3.193358784544204e-15,0.0,3.4158618333414154e-18,0.0,0.0029985335657666022,6.02511933132077e-15,1.0,1.0,0.0,-0.2262677066618222,3600.0,914.0,1.1,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,4.3860793397392134e-16,3.35433505832313e-16,3.5337475468482027e-06,2.38368489305973e-14,1.7224798484362535e-14,0.0002601230299003684,2.2132338936306375e-14,-1.862652876736228e-14,-1.1917155470001374e-12,1.96616682927149e-12,-6.245564704200919e-13,-4.9941905127183277e-11,1.0,-1.1917155470001378e-12,1.8626528767335907e-14,1.1917155470001374e-12,1.0,2.213233893632857e-14,-1.862652876736228e-14,-2.2132338936306375e-14,1.0,14.728987085585802,-14.728987085584578,14.728987085584983,-14.728987085586207,11.767947871412423,-11.767947871412519,11.767947871412458,-11.767947871412494,-1.188926531543376e-14,-8.600680487224145e-15,1.73554448453873,-6.121797972288546e-15,2.026758400731581e-15,0.0,2.220884682060542e-16,0.0,0.005996466252453152,2.0825849502807386e-14,1.0,1.0,0.0,-0.22938730811632624,3600.0,914.0,1.1,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.0,0.0,0.009,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,7.099731554779e-16,4.954197989376554e-16,4.042006274755649e-05,2.4855282797571837e-14,1.1903248591881527e-14,0.014674789812551582,3.3210339580975736e-14,-3.341660704532354e-14,-2.7978300487414306e-12,5.055333095178069e-13,-1.0837096143494464e-12,-2.67738800301235e-10,1.0,-2.797830048741432e-12,3.341660704523062e-14,2.797830048741431e-12,1.0,3.3210339581069225e-14,-3.341660704532354e-14,-3.3210339580975736e-14,1.0,14.708181596556942,-14.708181596556562,14.708181596557282,-14.708181596557662,16.26436904602794,-16.2643690460263,16.26436904602683,-16.264369046028467,-1.2525010847310243e-14,-6.076859967143283e-15,1.7306448470184104,-1.902687092097187e-15,3.591461224988623e-15,0.0,2.220701535755017e-16,0.0,0.008959579937252443,3.9590315297899435e-14,1.0,1.0,0.0,0.09300099254272093,3600.0,914.0,1.1,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.012,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,9.081746109387653e-16,5.34604643150902e-16,0.00028777542665181353,1.44230868928729e-14,-1.2773999886129053e-16,0.03159467375288704,3.9806901030185926e-14,-4.894136188211548e-14,-5.070421273751066e-12,1.0370568364384203e-12,-2.1679927276272584e-12,-1.695591009311981e-10,1.0,-5.070421273751068e-12,4.894136188191364e-14,5.070421273751066e-12,1.0,3.980690103043408e-14,-4.894136188211548e-14,-3.9806901030185926e-14,1.0,14.68221111288503,-14.682211112884303,14.682211112885723,-14.682211112886451,15.02569242524027,-15.025692425240113,15.025692425240923,-15.025692425241063,-7.51901084129767e-15,-2.0787049068014816e-16,1.7245385853066788,-3.627093243214242e-15,7.083535716768008e-15,0.0,2.22056760623754e-16,0.0,0.011712224573348187,5.96867167503659e-14,1.0,1.0,0.0,0.22381478512836428,3600.0,914.0,1.1,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.015000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,9.56465012386537e-16,4.627734138188492e-16,0.0006591099082675259,-6.735526293423075e-15,-1.4718269996956832e-14,0.04173110430412032,4.8401541269239604e-14,-6.800142015424544e-14,-6.637160465401376e-12,7.683787682353811e-13,-1.6896649766307352e-12,-9.426614631955349e-11,1.0,-6.637160465401379e-12,6.800142015392419e-14,6.637160465401376e-12,1.0,4.8401541269690946e-14,-6.800142015424544e-14,-4.8401541269239604e-14,1.0,14.668673709151745,-14.668673709151145,14.668673709152344,-14.668673709152944,14.72587125718333,-14.725871257182591,14.725871257184226,-14.725871257184918,2.813072059761841e-15,6.970088196270166e-15,1.7213599070845471,-2.986995621283729e-15,5.974258185756405e-15,0.0,4.4681858992323306e-18,0.0,0.014340890091732478,8.717912220961894e-14,1.0,1.0,0.0,0.1049108941869785,3600.0,914.0,1.1,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.018,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,9.238246675066643e-16,3.127147926419212e-16,0.0011171073877208149,1.1413489945742696e-14,-3.1326153936338624e-14,0.04970354412795172,5.71775786974652e-14,-8.816424255446723e-14,-7.59338032151651e-12,3.53290046599261e-13,-2.7347032242097855e-12,-1.2466258487688807e-10,1.0,-7.593380321516515e-12,8.816424255403306e-14,7.593380321516508e-12,1.0,5.717757869813465e-14,-8.816424255446723e-14,-5.71775786974652e-14,1.0,14.65900788640156,-14.659007886401174,14.659007886403042,-14.65900788640343,14.675730343847858,-14.675730343847322,14.675730343848477,-14.675730343849105,-6.053818842222303e-15,1.5175047519503538e-14,1.719092097708839,-1.917934363071209e-15,9.304465053169868e-15,0.0,4.713587435344666e-18,0.0,0.016882892612279182,1.0733611905654132e-13,1.0,1.0,0.0,0.03512143882571429,3600.0,914.0,1.1,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.0,0.0,0.021,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.038412414810423e-15,-2.51336195835763e-16,0.0016512767055560707,1.329429147714628e-13,-6.519046120385656e-15,0.057082990578468426,5.041053019696784e-14,-1.1756584815446862e-13,-8.83324944308382e-12,7.499376119188855e-13,-8.40832688980903e-12,-1.4345025052748613e-10,1.0,-8.833249443083827e-12,1.1756584815402333e-13,8.83324944308382e-12,1.0,5.0410530198006336e-14,-1.1756584815446862e-13,-5.041053019696784e-14,1.0,14.65029108817651,-14.650291088175921,14.6502910881812,-14.65029108818179,14.659481950580947,-14.659481950580648,14.659481950582895,-14.659481950583064,-6.559678957751666e-14,3.3180001024089527e-15,1.7170482317469824,-2.9302707471968657e-15,2.6256694697156294e-14,0.0,4.502758449804038e-18,0.0,0.01934872329444393,9.506947955225179e-14,1.0,1.0,0.0,0.01045484973286139,3600.0,914.0,1.1,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.024,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.7872922225862923e-15,-5.665793223722427e-16,0.002258110631314163,1.8002933736388612e-13,-8.31049895390328e-14,0.06424685687072877,4.739524611220479e-14,-2.2294590229117562e-13,-1.0433337560245334e-11,-2.638954551456871e-12,-1.1318533770507204e-11,-2.0529001190634385e-10,1.0,-1.0433337560245345e-11,2.2294590229068115e-13,1.0433337560245335e-11,1.0,4.7395246114530855e-14,-2.2294590229117562e-13,-4.739524611220479e-14,1.0,14.641822660886668,-14.641822660888074,14.641822660895354,-14.641822660893945,14.648274369981952,-14.648274369981348,14.648274369987165,-14.64827436998805,-8.952874172579301e-14,4.096397128185963e-14,1.715063766663852,6.990222932126766e-15,3.6175279749661714e-14,0.0,4.991636137251356e-18,0.0,0.02174188936868584,1.8502575219555443e-13,1.0,1.0,0.0,0.003373837849699322,3600.0,914.0,1.1,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.0,0.0,0.027000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.942503206813179e-15,-1.4953116145391673e-15,0.0029358651656112116,-7.755640488581301e-14,-2.555717239537809e-13,0.07127012241257326,1.8589069982744078e-14,-3.1464934781842943e-13,-1.2462043553489896e-11,-9.465604196089411e-12,-1.792188667313711e-12,-1.92287670436375e-10,1.0,-1.2462043553489903e-11,3.146493478181978e-13,1.2462043553489896e-11,1.0,1.8589069986665253e-14,-3.1464934781842943e-13,-1.8589069982744078e-14,1.0,14.633465609421,-14.633465609426475,14.633465609428438,-14.633465609422961,14.63902502706455,-14.639025027066396,14.639025027074307,-14.639025027072606,3.596747570775463e-14,1.2585101227556894e-13,1.7131065259377276,2.72001275775242e-14,9.739948625163455e-15,0.0,5.5967262682997545e-18,0.0,0.02406413483438879,3.480389943770243e-13,1.0,1.0,0.0,0.0015019870116536997,3600.0,914.0,1.1,1.1,1.1,0.1754544,0.000116116,0.000116116,0.000116116,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
