time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12],controllerDiagnostics[13],controllerDiagnostics[14],controllerDiagnostics[15],controllerDiagnostics[16],scenarioDiagnostics[1],scenarioDiagnostics[2],scenarioDiagnostics[3],scenarioDiagnostics[4],scenarioDiagnostics[5],scenarioDiagnostics[6],scenarioDiagnostics[7],scenarioDiagnostics[8],scenarioDiagnostics[9],scenarioDiagnostics[10],scenarioDiagnostics[11],scenarioDiagnostics[12],scenarioDiagnostics[13],scenarioDiagnostics[14],scenarioDiagnostics[15],scenarioDiagnostics[16]
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.71701389582819,-14.71701389582819,14.71701389582819,-14.71701389582819,0.0,0.0,0.0,0.0,0.0,0.0,1.7327239840800002,-0.0,-0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3600.0,914.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.3507365971866037e-16,4.895706661572203e-16,1.7858607465388055e-06,-3.332808169904183e-14,4.870700406841141e-14,0.00019700470396438667,2.404700555959963e-14,1.0558751503059364e-14,-3.034703187084001e-13,2.5052452739916048e-12,4.968110347232773e-13,-6.36139037014657e-11,1.0,-3.0347031870839984e-13,-1.0558751503066662e-14,3.0347031870840015e-13,1.0,2.4047005559596424e-14,1.0558751503059364e-14,-2.404700555959963e-14,1.0,14.722876481000744,-14.722876480999213,14.722876480998913,-14.722876481000444,5.410715397111301,-5.410715397111369,5.410715397111367,-5.410715397111359,1.6482573354658118e-14,-2.408823766619858e-14,1.7341047349982233,-7.647765477569397e-15,-1.5041325645350006e-15,0.0,2.8128755600929423e-18,0.0,0.002998214139253461,1.0210652625845574e-14,1.0,1.0,0.0,-0.22554346453193222,3600.0,914.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.006,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-6.607295225094593e-16,9.83442430827973e-16,4.17133281198428e-06,-3.3116135190254725e-14,4.57476399890346e-14,0.0002918753704789359,4.77633022772429e-14,1.4206012742351973e-14,-1.2024653711896258e-12,7.480607082506623e-13,1.5866997106551908e-13,-1.729328105095937e-10,1.0,-1.2024653711896252e-12,-1.4206012742409405e-14,1.202465371189626e-12,1.0,4.7763302277225824e-14,1.4206012742351973e-14,-4.77633022772429e-14,1.0,14.728926406997978,-14.72892640699744,14.728926406997331,-14.72892640699787,11.767952831340546,-11.767952831340633,11.767952831340585,-11.767952831340667,1.6543543971145002e-14,-2.2889510862658298e-14,1.7355301848220226,-2.6936510260643707e-15,-5.367685564258905e-16,0.0,4.026126278680562e-18,0.0,0.005995828667188016,3.488899607589209e-14,1.0,1.0,0.0,-0.22922228586851215,3600.0,914.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.0,0.0,0.009,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-2.9402240932116734e-13,1.4267126921511667e-15,9.633352718514259e-05,-4.204397793977121e-11,4.317499183206917e-14,0.032222827262836234,5.836694632815669e-14,1.2674813572302818e-11,-3.1755727206067855e-12,3.74611127809122e-13,1.8336919487019128e-09,-1.537042989194435e-10,1.0,-3.1755727206060456e-12,-1.2674813572303002e-11,3.1755727206067855e-12,1.0,5.836694628790688e-14,1.2674813572302818e-11,-5.836694632815669e-14,1.0,14.675179574109958,-14.675179574109613,14.675179573003598,-14.675179573003943,16.264291735676252,-16.264291735675542,16.26429173567538,-16.264291735676082,2.0727980404578913e-11,-2.1854476403945972e-14,1.7228871641291048,-1.7177013058711668e-15,-5.5094459889601065e-12,0.0,7.444645730479995e-19,0.0,0.008903666472814856,6.454756995954268e-13,1.0,1.0,0.0,0.49046154828798605,3600.0,914.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.012,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-6.560617984085712e-13,1.7896864307117943e-15,0.0006486209638883132,-2.6029889346016226e-11,3.1455606912920505e-14,0.0741524000057816,5.776153973780071e-14,2.9113219332443036e-11,-4.9878615598629246e-12,-5.51198323489436e-13,1.2847840341224795e-09,-2.2100569960003547e-10,1.0,-4.987861559861243e-12,-2.911321933244332e-11,4.9878615598629246e-12,1.0,5.7761539592588e-14,2.9113219332443036e-11,-5.776153973780071e-14,1.0,14.601431021848448,-14.601431021848656,14.601431021014731,-14.601431021014525,14.984161873661407,-14.984161873661117,14.98416187226872,-14.984161872269011,1.3072677981083807e-11,-1.6301775392006428e-14,1.705614302988998,1.0269452496079246e-15,-4.133185475297427e-12,0.0,4.386768521510838e-18,0.0,0.011351379036111687,2.1448775161149218e-11,1.0,1.0,0.0,0.8889867898230015,3600.0,914.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.015000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-8.320043398009452e-13,2.098152217927268e-15,0.0015610505807654614,-1.0119003301403851e-11,4.1093342682921104e-14,0.10694869489304971,5.3563978876602166e-14,3.933007320567252e-11,-7.262294153071876e-12,-1.3807458672464382e-13,8.065758384835726e-10,-2.6494750325115464e-10,1.0,-7.2622941530697696e-12,-3.9330073205672907e-11,7.262294153071876e-12,1.0,5.35639785909756e-14,3.933007320567252e-11,-5.3563978876602166e-14,1.0,14.543849999628694,-14.543849999628671,14.54384999904332,-14.543849999043346,14.630000661657673,-14.630000661658057,14.630000660803312,-14.630000660802956,5.3737649865084624e-12,-2.1175176010916414e-14,1.692188582425488,-1.194326617038986e-16,-2.88973527578922e-12,0.0,3.8326043799435955e-18,0.0,0.013438949419234542,3.6154466407739334e-11,1.0,1.0,0.0,0.7919075070050725,3600.0,914.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.018,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-8.630063700741204e-13,2.412901917107094e-15,0.0027793856757287365,2.972514368659452e-12,-1.373185910472315e-14,0.13631019343398956,4.945759567708609e-14,4.5570174394935006e-11,-1.0020284639216999e-11,-2.2485906648094065e-12,4.873537765185834e-10,-3.258383634790726e-10,1.0,-1.0020284639214745e-11,-4.55701743949355e-11,1.0020284639217e-11,1.0,4.9457595220459974e-14,4.5570174394935006e-11,-4.945759567708609e-14,1.0,14.491921186008248,-14.491921186009481,14.491921185590229,-14.491921185588998,14.535233064384395,-14.535233064384322,14.535233063874987,-14.535233063875063,-1.0184604640007614e-12,5.5009224556469604e-15,1.6801262372433345,6.060259790216341e-15,-2.062353948467173e-12,0.0,4.281441426723902e-18,0.0,0.015220614324271263,4.617638540970935e-11,1.0,1.0,0.0,0.7141336105810423,3600.0,914.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.0,0.0,0.021,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-7.746399112964016e-13,2.0799529752629988e-15,0.004283230231189819,1.4197362800194406e-11,-5.067223217569943e-14,0.16420799361376634,1.848524225881232e-14,4.922529631688259e-11,-1.309195902384898e-11,-4.177173348692609e-12,2.67384389156036e-10,-3.124224847066222e-10,1.0,-1.3091959023848071e-11,-4.922529631688284e-11,1.3091959023848982e-11,1.0,1.8485241614356758e-14,4.922529631688259e-11,-1.848524225881232e-14,1.0,14.441991451264894,-14.441991451267365,14.441991450962773,-14.441991450960302,14.477337667784525,-14.477337667786097,14.477337667432705,-14.47733766743115,-6.5573821024883795e-12,2.3750529604004156e-14,1.6685689365923604,1.2106168971392166e-14,-1.4931712884660901e-12,0.0,4.408519591366635e-18,0.0,0.01671676976881018,5.3155250146832144e-11,1.0,1.0,0.0,0.6842524688888023,3600.0,914.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.024,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-5.814520389772047e-13,1.697091991738495e-15,0.006061081138633405,2.4095425484925828e-11,-3.760159690151754e-15,0.19112980744108193,-2.187304716363702e-14,5.106225689307448e-11,-1.6154274027386275e-11,-4.2225336378389e-12,1.1579873126261696e-10,-2.8335512996284373e-10,1.0,-1.6154274027387393e-11,-5.106225689307413e-11,1.6154274027386275e-11,1.0,-2.1873047988510714e-14,5.106225689307448e-11,2.187304716363702e-14,1.0,14.393173132362557,-14.393173132365208,14.393173132139768,-14.393173132137118,14.425363707258548,-14.425363707261461,14.425363707002488,-14.425363706999608,-1.1499899026656634e-11,9.821206634403573e-16,1.6573074625196542,1.2944246730616598e-14,-1.1014112981185117e-12,0.0,2.9089107100747683e-18,0.0,0.017938918861366594,5.800116577545445e-11,1.0,1.0,0.0,0.6747848110239238,3600.0,914.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.0,0.0,0.027000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-2.941009995331955e-13,1.8540778352313358e-15,0.00810377965179179,3.313669277461627e-11,2.8996787136038054e-14,0.21718548857295097,-6.64744200535762e-14,5.1602405950522e-11,-1.8816856800381703e-11,-7.216715083448213e-12,-3.4397080641725e-13,-1.9587507931508618e-10,1.0,-1.8816856800385134e-11,-5.1602405950520745e-11,1.8816856800381703e-11,1.0,-6.647442102457127e-14,5.1602405950522e-11,6.64744200535762e-14,1.0,14.345286268090737,-14.345286268095386,14.34528626793177,-14.345286267927124,14.376083740413566,-14.37608374041635,14.376083740222455,-14.376083740219624,-1.607066664958019e-11,-1.513082500087963e-14,1.646297904889538,2.2633793356906248e-14,-7.967014678287942e-13,0.0,4.2407098572599755e-18,0.0,0.018896220348208214,6.136415282256081e-11,1.0,1.0,0.0,0.6715544597484039,3600.0,914.0,1.1,0.9,0.9,0.1435536,9.5004e-05,9.5004e-05,9.5004e-05,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
