formal_algorithm,case_id,paired_physical_pass,performance_pass,v8_tracking_rmse_m,formal_tracking_rmse_m,formal_v8_rmse_ratio,formal_tracking_peak_m,formal_steady_abs_error_m,v8_recovery_s,formal_recovery_s,formal_v8_recovery_ratio,failed_performance_gates,v8_raw_sha256,formal_raw_sha256,source_file_sha256
RA-GCA-CGHTE,D_C01,true,false,0.667211829641887,0.3170590230915121,0.47519994251553876,1.3030015884117014,0.008354377315866744,0.9800000000000004,1.6999999999999993,1.734693877551019,required_parameter_peak_error;required_final_disturbance_recovery_pair,326A5D0BB96EA47CC480B1C3B65F94BD112ED693AFF4728985874E1BFB2F1DAB,94D8598CDB82D6FA65F91C8B2A01AD0A5D4E0319629DE536008B43A1E3289233,42A6B590873BEB2C7C273690A1CE7159234E510CE3F2CD7CFA5FA88727239146
RA-GCA-CGHTE,D_C02,true,false,0.5148775007130736,0.21798389284711475,0.4233703988720045,1.1641508808461434,0.0006274102263477807,0.9199999999999982,1.6099999999999994,1.7500000000000029,required_parameter_peak_error;required_final_disturbance_recovery_pair,ECB87806D2ACDE850DE5DF569D8D941D145B10D32ACE6EF0212A7282D100A292,0F3E5F94D2A2D943E2FBEC3681F931CCE1FAA9FD1583D048937E41EDC98BE063,42A6B590873BEB2C7C273690A1CE7159234E510CE3F2CD7CFA5FA88727239146
RA-GCA-CGHTE,D_C03,true,false,0.20957135083163067,0.20957135073140623,0.9999999995217645,1.1028903359236895,0.0009898335606423902,1.6099999999999994,1.6099999999999994,1.0,required_parameter_peak_error,B00D729D7E14638480E921F5B7490CB6FA2484456DC9B3EA4961427078A53B62,95D67389BE987541E55A9721B12E22DF38E41EF4FA6356305611561C26F29253,42A6B590873BEB2C7C273690A1CE7159234E510CE3F2CD7CFA5FA88727239146
RA-GCA-CGHTE,D_C04,true,false,0.23067680998101409,0.23067680998101409,1.0,1.344355933511838,0.0012513123098304689,1.7199999999999989,1.7199999999999989,1.0,required_parameter_peak_error,B714A6102E6C2D36B82F89B01C9A8EDA5B8FD5C4E9E306CAA57B48ACD58FDDBE,1EA43D459D3D61194F1DA7693BE1D13E893F2EF4D33CA999EB4FE54254920574,42A6B590873BEB2C7C273690A1CE7159234E510CE3F2CD7CFA5FA88727239146
RA-GCA-CGHTE,D_C05,true,false,0.6296801553477167,0.24552298145097934,0.3899169750957114,1.3009872689062156,0.0015552446900788028,0.9800000000000004,1.6900000000000013,1.7244897959183678,required_parameter_peak_error;required_final_disturbance_recovery_pair,4171362D069355C315336A8C94376CA034598FAC01FED0B88759138EB619BECA,64477361A8418D74C472A9516BEECCFEB9B552FA00BF9108894A74585034D498,42A6B590873BEB2C7C273690A1CE7159234E510CE3F2CD7CFA5FA88727239146
RA-GCA-CGHTE,D_C06,true,false,0.5178968774041905,0.228872436684673,0.44192665889748245,1.1394675560198366,0.0025603052476417315,0.9299999999999997,1.6099999999999994,1.7311827956989247,required_parameter_peak_error;required_final_disturbance_recovery_pair,410B3C9799BC76092302A0800C28AE9EC540BA042EE3CFB50CF1F20BF2F3B760,F5E84BE3D93DE3EE48A6072CE1AFF351F56FAA40E796CD65B21755D86C930A20,42A6B590873BEB2C7C273690A1CE7159234E510CE3F2CD7CFA5FA88727239146
