time_s,reference_x_m,reference_y_m,reference_z_m,reference_vx_mps,reference_vy_mps,reference_vz_mps,position_x_m,position_y_m,position_z_m,velocity_x_mps,velocity_y_mps,velocity_z_mps,angle_roll_rad,angle_pitch_rad,angle_yaw_rad,body_rate_x_radps,body_rate_y_radps,body_rate_z_radps,rotation_11,rotation_12,rotation_13,rotation_21,rotation_22,rotation_23,rotation_31,rotation_32,rotation_33,motor_command_1,motor_command_2,motor_command_3,motor_command_4,motor_speed_1,motor_speed_2,motor_speed_3,motor_speed_4,per_rotor_disturbance_n
7.61,0.0,0.0,1.5,0.0,0.0,0.0,6.248280966056779e-12,-6.358099649136885e-12,1.4941484100681475,3.107505074305914e-12,-3.0416950107548315e-13,0.007510673799896607,-1.0557174454526453e-12,-1.162635256858041e-12,-3.046245935808472e-08,1.1278988805318806e-12,-8.561833650806864e-13,-1.3103672919986744e-08,0.9999999999999996,-3.0462459358084716e-08,1.16263528901779e-12,3.0462459358084716e-08,0.9999999999999996,-1.0557174100359154e-12,-1.162635256858041e-12,1.0557174454526453e-12,1.0,14.140795873671529,-14.140796089041887,14.14079587367433,-14.140796089043146,14.140795361219688,-14.14079557658945,14.140795361222521,-14.140795576591536,0.0
7.62,0.0,0.0,1.5,0.0,0.0,0.0,6.2807999455172954e-12,-6.360820605455422e-12,1.4942232612043598,3.005169561966828e-12,-1.9387328568740215e-13,0.007457282113655845,-1.0429397326375668e-12,-1.1651944566300709e-12,-3.06035361429703e-08,1.0859984423379344e-12,-7.194617816299439e-13,-1.3084479202716175e-08,0.9999999999999996,-3.060353614297029e-08,1.165194488547714e-12,3.060353614297029e-08,0.9999999999999996,-1.0429396969784956e-12,-1.1651944566300709e-12,1.0429397326375668e-12,1.0,14.140757507559028,-14.140757723926896,14.140757507561993,-14.140757723928127,14.140757005163762,-14.140757221530993,14.140757005166769,-14.140757221533113,0.0
7.63,0.0,0.0,1.5,0.0,0.0,0.0,6.312298885213654e-12,-6.362455321806882e-12,1.4942975708971593,2.9024941720724576e-12,-8.456229904642528e-14,0.007403384222426403,-1.0301189983199631e-12,-1.1670323321153477e-12,-3.074444668237466e-08,1.0553530369344224e-12,-5.900300894064116e-13,-1.3064138175632276e-08,0.9999999999999996,-3.0744446682374656e-08,1.1670323637857859e-12,3.0744446682374656e-08,0.9999999999999996,-1.0301189624401995e-12,-1.1670323321153477e-12,1.0301189983199631e-12,1.0,14.14072112317719,-14.140721340541376,14.140721123180287,-14.140721340542578,14.14072063076136,-14.140720848124884,14.140720630764502,-14.14072084812702,0.0
7.640000000000001,0.0,0.0,1.5,0.0,0.0,0.0,6.3427597735877864e-12,-6.363005788434312e-12,1.4943713347200394,2.7996809251697778e-12,2.3793673337186155e-14,0.007349004108255796,-1.0172785018214677e-12,-1.1680462768786317e-12,-3.088508178344328e-08,1.037789296251676e-12,-4.700395337791224e-13,-1.3043174615948706e-08,0.9999999999999996,-3.0885081783443276e-08,1.168046308297361e-12,3.0885081783443276e-08,0.9999999999999996,-1.0172784657462624e-12,-1.1680462768786317e-12,1.0172785018214677e-12,1.0,14.140686690172966,-14.140686908531501,14.140686690176151,-14.140686908532675,14.14068620765347,-14.140686426011332,14.140686207656714,-14.14068642601347,0.0
7.65,0.0,0.0,1.5,0.0,0.0,0.0,6.372164185147892e-12,-6.362473274233418e-12,1.494444548674151,2.696949742938899e-12,1.3122716223204118e-13,0.007294164520605112,-1.004443190225315e-12,-1.168127943380797e-12,-3.102532753736871e-08,1.0352435781179274e-12,-3.6180480761858146e-13,-1.302215936328823e-08,0.9999999999999996,-3.10253275373687e-08,1.1681279745439755e-12,3.10253275373687e-08,0.9999999999999996,-1.0044431539837625e-12,-1.168127943380797e-12,1.004443190225315e-12,1.0,14.140654180163347,-14.140654399513451,14.140654180166573,-14.140654399514599,14.140653707450076,-14.140653926799517,14.140653707453374,-14.140653926801635,0.0
7.66,0.0,0.0,1.5,0.0,0.0,0.0,6.400493284684654e-12,-6.360858306549721e-12,1.4945172091879857,2.5945389442910597e-12,2.3777306375236473e-13,0.007238886951741238,-9.916397451137577e-13,-1.1671631130028574e-12,-3.1165065277356226e-08,1.0497645650930924e-12,-2.6780877016144936e-13,-1.3001710495221108e-08,0.9999999999999996,-3.116506527735622e-08,1.1671631439073744e-12,3.116506527735622e-08,0.9999999999999996,-9.916397087390428e-13,-1.1671631130028574e-12,9.916397451137577e-13,1.0,14.140623566818718,-14.140623787156775,14.14062356682193,-14.140623787157896,14.14062310381511,-14.140623324152536,14.140623103818406,-14.140623324154607,0.0
7.67,0.0,0.0,1.5,0.0,0.0,0.0,6.427727831487405e-12,-6.358160650975703e-12,1.4945893131170482,2.4927057414666995e-12,3.43468688424649e-13,0.007183191612129134,-9.788966293055002e-13,-1.1650315660699942e-12,-3.1304171536589276e-08,1.0835158633025676e-12,-1.9070716587534091e-13,-1.298249450280351e-08,0.9999999999999996,-3.130417153658927e-08,1.1650315967135418e-12,3.130417153658927e-08,0.9999999999999996,-9.788965928351518e-13,-1.1650315660699942e-12,9.788966293055002e-13,1.0,14.140594825949464,-14.140595047270976,14.140594825952599,-14.140595047272072,14.140594372551407,-14.140594593872347,14.140594372554649,-14.140594593874344,0.0
7.68,0.0,0.0,1.5,0.0,0.0,0.0,6.453848183560341e-12,-6.354379291147961e-12,1.494660857743539,2.391726736133491e-12,4.483538102543529e-13,0.007127097405824087,-9.662441335931243e-13,-1.1616069518755795e-12,-3.1442518006195044e-08,1.1387786012710166e-12,-1.333333433235652e-13,-1.2965227466115926e-08,0.9999999999999996,-3.144251800619504e-08,1.1616069822567275e-12,3.144251800619504e-08,0.9999999999999996,-9.662440970692761e-13,-1.1616069518755795e-12,9.662441335931243e-13,1.0,14.140567935589692,-14.140568157889248,14.140567935592676,-14.140568157890325,14.140567491685657,-14.140567713984717,14.140567491688763,-14.140567713986615,0.0
7.69,0.0,0.0,1.5,0.0,0.0,0.0,6.478834301838713e-12,-6.349512408544357e-12,1.4947318407760295,2.2918984154843738e-12,5.524707157925999e-13,0.007070621905863948,-9.53714423480516e-13,-1.1567566587052032e-12,-3.1579971493210036e-08,1.2179540287561672e-12,-9.870297402988207e-14,-1.2950676229801576e-08,0.9999999999999996,-3.157997149321003e-08,1.156756688823477e-12,3.157997149321003e-08,0.9999999999999996,-9.537143869501732e-13,-1.1567566587052032e-12,9.53714423480516e-13,1.0,14.140542876082904,-14.140543099354153,14.140542876085659,-14.140543099355208,14.14054244155334,-14.140542664824205,14.140542441556239,-14.140542664825968,0.0
7.7,0.0,0.0,1.5,0.0,0.0,0.0,6.502665754405003e-12,-6.343557362281172e-12,1.4948022603491415,2.1935376483356325e-12,6.558642532028308e-13,0.007013781329661421,-9.41341585920298e-13,-1.1503416838607012e-12,-3.171639387854556e-08,1.3235661155825624e-12,-9.001877134327179e-14,-1.2939659578604796e-08,0.9999999999999996,-3.171639387854555e-08,1.150341713716661e-12,3.171639387854555e-08,0.9999999999999996,-9.413415494356078e-13,-1.1503416838607012e-12,9.41341585920298e-13,1.0,14.14051963016675,-14.140519854402353,14.140519630169184,-14.140519854403392,14.1405192048837,-14.140519429119067,14.140519204886303,-14.140519429120655,0.0
7.71,0.0,0.0,1.5,0.0,0.0,0.0,6.52532172070514e-12,-6.3365106689102515e-12,1.4948721150232254,2.096982181224878e-12,7.585818813275493e-13,0.006956590514396278,-9.291616760512527e-13,-1.1422165036841794e-12,-3.185164207495327e-08,1.4582641504753908e-12,-1.1067520930268083e-13,-1.2933049412909472e-08,0.9999999999999996,-3.185164207495326e-08,1.1422165332795038e-12,3.185164207495326e-08,0.9999999999999996,-9.29161639669781e-13,-1.1422165036841794e-12,9.291616760512527e-13,1.0,14.140498183057783,-14.140498408249384,14.140498183059794,-14.14049840825041,14.140497766884684,-14.140497992076233,14.14049776688689,-14.140497992077606,0.0
7.72,0.0,0.0,1.5,0.0,0.0,0.0,6.546780995764684e-12,-6.328367982216164e-12,1.494941403784036,2.0025911345091307e-12,8.606737187549728e-13,0.006899062892407634,-9.172127639357516e-13,-1.1322289435820382e-12,-3.198556798499079e-08,1.624825339894234e-12,-1.6426324150180322e-13,-1.2931771924277425e-08,0.9999999999999996,-3.198556798499079e-08,1.132228972919609e-12,3.198556798499079e-08,0.9999999999999996,-9.172127277207653e-13,-1.1322289435820382e-12,9.172127639357516e-13,1.0,14.140478522537181,-14.140478748675378,14.14047852253866,-14.140478748676395,14.14047811532789,-14.140478341466254,14.140478115329595,-14.140478341467368,0.0
7.73,0.0,0.0,1.5,0.0,0.0,0.0,6.5678490739149034e-12,-6.319386884245195e-12,1.4950100737272187,1.9049897245737493e-12,9.615377937194217e-13,0.0068414823735685505,-9.047670811541706e-13,-1.124261392756442e-12,-3.212163316690398e-08,1.739814616477742e-12,-1.7149874007092117e-13,-1.2915345324070634e-08,0.9999999999999996,-3.212163316690398e-08,1.1242614218190379e-12,3.212163316690398e-08,0.9999999999999996,-9.04767045041058e-13,-1.124261392756442e-12,9.047670811541706e-13,1.0,14.140459951222551,-14.140460178322572,14.140459951223704,-14.140460178323577,14.140459553042469,-14.140459780142814,14.140459553043875,-14.140459780143752,0.0
7.74,0.0,0.0,1.5,0.0,0.0,0.0,6.5884926320508405e-12,-6.3095576322906046e-12,1.4950781254070509,1.8046603771903388e-12,1.0612386867515906e-12,0.006783855771413253,-8.918774167956645e-13,-1.1180924671662562e-12,-3.2259629719999125e-08,1.8074589457892115e-12,-1.3752102804811968e-13,-1.2885102765200683e-08,0.9999999999999996,-3.2259629719999125e-08,1.1180924959378909e-12,3.2259629719999125e-08,0.9999999999999996,-8.918773807264151e-13,-1.1180924671662562e-12,8.918774167956645e-13,1.0,14.140442471726853,-14.14044269980245,14.140442471727875,-14.140442699803442,14.140442082627919,-14.140442310703925,14.140442082629214,-14.140442310704769,0.0
7.75,0.0,0.0,1.5,0.0,0.0,0.0,6.6082070961773424e-12,-6.2987199346054495e-12,1.4951455895867312,1.7053853006637193e-12,1.1602165805072673e-12,0.006726033616686689,-8.790359017617264e-13,-1.1111928931849634e-12,-3.239728665462531e-08,1.881278333543131e-12,-1.1497767622732555e-13,-1.28546549491735e-08,0.9999999999999996,-3.239728665462531e-08,1.1111929216633411e-12,3.239728665462531e-08,0.9999999999999996,-8.790358657620912e-13,-1.1111928931849634e-12,8.790359017617264e-13,1.0,14.14042648107204,-14.140426710120805,14.140426481072918,-14.140426710121787,14.140426100966735,-14.140426330016002,14.140426100967913,-14.14042633001675,0.0
7.76,0.0,0.0,1.5,0.0,0.0,0.0,6.627004620409476e-12,-6.286876867211799e-12,1.4952124647457634,1.6073715130081172e-12,1.2585051288170618e-12,0.006668034934934177,-8.66256772498936e-13,-1.1035529022068437e-12,-3.2534587742472584e-08,1.9609490059329552e-12,-1.0479176213277876e-13,-1.282425247962533e-08,0.9999999999999996,-3.2534587742472584e-08,1.1035529303901501e-12,3.2534587742472584e-08,0.9999999999999996,-8.662567365952968e-13,-1.1035529022068437e-12,8.66256772498936e-13,1.0,14.140411949159938,-14.140412179179346,14.140411949160658,-14.140412179180322,14.14041157795834,-14.140411807978348,14.140411577959389,-14.140411807978996,0.0
7.7700000000000005,0.0,0.0,1.5,0.0,0.0,0.0,6.64489897946615e-12,-6.274031172764275e-12,1.4952787496619586,1.5108360799803422e-12,1.356139319902139e-12,0.006609877876053997,-8.535546720769218e-13,-1.0951651189191028e-12,-3.2671520205585156e-08,2.0460809877204176e-12,-1.079071593215821e-13,-1.2794154643975615e-08,0.9999999999999996,-3.2671520205585156e-08,1.095165146806031e-12,3.2671520205585156e-08,0.9999999999999996,-8.535546362962121e-13,-1.0951651189191028e-12,8.535546720769218e-13,1.0,14.14039884723103,-14.140399078218467,14.140398847231582,-14.140399078219438,14.140398484841215,-14.140398715829356,14.140398484842123,-14.1403987158299,0.0
7.78,0.0,0.0,1.5,0.0,0.0,0.0,6.66190562209709e-12,-6.260185255984332e-12,1.495344443408,1.4160062687123273e-12,1.4531554864806662e-12,0.006551579705867994,-8.409446512361386e-13,-1.0860246717837975e-12,-3.280807488940018e-08,2.1362155637184106e-12,-1.2528831325331546e-13,-1.2764629311901567e-08,0.9999999999999996,-3.280807488940018e-08,1.086024699373572e-12,3.280807488940018e-08,0.9999999999999996,-8.409446156057595e-13,-1.0860246717837975e-12,8.409446512361386e-13,1.0,14.140387147908578,-14.14038737986137,14.140387147908953,-14.140387379862341,14.14038679423694,-14.14038702619054,14.1403867942377,-14.14038702619098,0.0
7.79,0.0,0.0,1.5,0.0,0.0,0.0,6.678041724509852e-12,-6.245341179094542e-12,1.4954095453480047,1.3231197013435846e-12,1.549591315874348e-12,0.006493156797692114,-8.284421694356333e-13,-1.0761293035197514e-12,-3.294424643578662e-08,2.2308227402739267e-12,-1.5792001715965514e-13,-1.2735952833812679e-08,0.9999999999999996,-3.294424643578662e-08,1.0761293308121537e-12,3.294424643578662e-08,0.9999999999999996,-8.284421339833639e-13,-1.0761293035197514e-12,8.284421694356333e-13,1.0,14.140376825244353,-14.14037705815978,14.140376825244543,-14.140377058160759,14.140376480194243,-14.14037671311059,14.140376480194849,-14.140376713110927,0.0
7.8,0.0,0.0,1.5,0.0,0.0,0.0,6.693326243796799e-12,-6.229500657252872e-12,1.4954740551340948,1.2324245086537456e-12,1.6454858601148709e-12,0.006434624623907014,-8.16063095900822e-13,-1.0654794815844822e-12,-3.308003345608392e-08,2.3292987067509314e-12,-2.068071879139914e-13,-1.27084099393253e-08,0.9999999999999996,-3.308003345608392e-08,1.0654795085798761e-12,3.308003345608392e-08,0.9999999999999996,-8.160630606547245e-13,-1.0654794815844822e-12,8.16063095900822e-13,1.0,14.140367854760026,-14.140368088635368,14.140367854760026,-14.140368088636357,14.140367518233033,-14.140367752109407,14.140367518233477,-14.140367752109638,0.0
7.8100000000000005,0.0,0.0,1.5,0.0,0.0,0.0,6.707779971362099e-12,-6.212665053986968e-12,1.495537972702958,1.14417948369505e-12,1.7408795460504043e-12,0.006375997747528618,-8.03823710671261e-13,-1.0540785086561204e-12,-3.321543870414085e-08,2.430963297013285e-12,-2.7297464190105307e-13,-1.2682293635737154e-08,0.9999999999999996,-3.321543870414085e-08,1.054078535355477e-12,3.321543870414085e-08,0.9999999999999996,-8.038236756595804e-13,-1.0540785086561204e-12,8.03823710671261e-13,1.0,14.14036021349335,-14.1403604483259,14.140360213493155,-14.14036044832691,14.14035988538844,-14.14036012022214,14.14035988538872,-14.140360120222267,0.0
7.82,0.0,0.0,1.5,0.0,0.0,0.0,6.721425586348711e-12,-6.194835376628444e-12,1.4956012982724154,1.058654235424887e-12,1.8358141854520466e-12,0.006317289813778724,-7.917407056484234e-13,-1.0419326331153364e-12,-3.3350469249354196e-08,2.535057450907606e-12,-3.574668708865019e-13,-1.2657905106501924e-08,0.9999999999999991,-3.3350469249354176e-08,1.0419326595202597e-12,3.3350469249354176e-08,0.9999999999999991,-7.917406708994805e-13,-1.0419326331153362e-12,7.917407056484232e-13,0.9999999999999998,14.140353880041243,-14.140354115828348,14.14035388004085,-14.14035411582938,14.140353560254859,-14.140353796043225,14.140353560254972,-14.140353796043255,0.0
7.83,0.0,0.0,1.5,0.0,0.0,0.0,6.734287709065385e-12,-6.176012271747148e-12,1.495664032337986,9.761293423382501e-13,1.9303329851203577e-12,0.006258513541655549,-7.798311856434661e-13,-1.0290511595272545e-12,-3.348513664970759e-08,2.640740675746231e-12,-4.61347817886588e-13,-1.2635553609703761e-08,0.9999999999999991,-3.348513664970757e-08,1.0290511856400077e-12,3.348513664970757e-08,0.9999999999999991,-7.798311511855468e-13,-1.0290511595272542e-12,7.798311856434659e-13,0.9999999999999998,14.140348834603936,-14.140349071343026,14.140348834603348,-14.14034907134409,14.140348523029981,-14.140348759770447,14.14034852302993,-14.140348759770383,0.0
7.84,0.0,0.0,1.5,0.0,0.0,0.0,6.746392954413649e-12,-6.156196020585459e-12,1.4957261756694515,8.968965061002782e-13,2.0244805569918085e-12,0.00619968071550432,-7.681126694250065e-13,-1.0154465591233818e-12,-3.361945712481028e-08,2.7470885077900793e-12,-5.857006530377451e-13,-1.2615556376531861e-08,0.9999999999999996,-3.361945712481028e-08,1.015446584946912e-12,3.361945712481028e-08,0.9999999999999996,-7.68112635286244e-13,-1.0154465591233818e-12,7.681126694250065e-13,1.0,14.14034505902939,-14.14034529671801,14.140345059028611,-14.140345296719113,14.140344755558845,-14.140344993248956,14.140344755558635,-14.140344993248805,0.0
7.8500000000000005,0.0,0.0,1.5,0.0,0.0,0.0,6.757769985314802e-12,-6.13538653449256e-12,1.4957877293074229,8.212587051787453e-13,2.1183029282452784e-12,0.006140802176587847,-7.566030907668931e-13,-1.0011345802835253e-12,-3.375345172893596e-08,2.8530899737315802e-12,-7.316275494662363e-13,-1.2598238509754984e-08,0.9999999999999991,-3.375345172893594e-08,1.0011346058214906e-12,3.375345172893594e-08,0.9999999999999991,-7.566030569751447e-13,-1.001134580283525e-12,7.566030907668929e-13,0.9999999999999998,14.140342536856986,-14.140342775492831,14.140342536856021,-14.140342775493982,14.140342241377871,-14.140342480015317,14.140342241377505,-14.140342480015084,0.0
7.86,0.0,0.0,1.5,0.0,0.0,0.0,6.768449566136902e-12,-6.1135833503587276e-12,1.4958486945599052,7.495303484765963e-13,2.2118475514085023e-12,0.006081887814657121,-7.453207994959828e-13,-9.861343590177207e-13,-3.3887146524061314e-08,2.9576450521775392e-12,-9.002494591577166e-13,-1.2583932882196031e-08,0.9999999999999996,-3.3887146524061314e-08,9.861343842745155e-13,3.3887146524061314e-08,0.9999999999999996,-7.453207660787029e-13,-9.861343590177207e-13,7.453207994959828e-13,1.0,14.140341253361397,-14.140341492942348,14.140341253360257,-14.140341492943556,14.140340965758895,-14.140341205341555,14.140340965758385,-14.140341205341253,0.0
7.87,0.0,0.0,1.5,0.0,0.0,0.0,6.778464616121763e-12,-6.090785626049603e-12,1.495909072998862,6.820374289644091e-13,2.305163314464602e-12,0.0060229465595218615,-7.342845625399073e-13,-9.70468529448146e-13,-3.402057275290513e-08,3.0595621351320985e-12,-1.0927058888269358e-12,-1.2572980035206554e-08,0.9999999999999996,-3.402057275290513e-08,9.70468554428927e-13,3.402057275290513e-08,0.9999999999999996,-7.342845295240116e-13,-9.70468529448146e-13,7.342845625399073e-13,1.0,14.140341195597378,-14.14034143612154,14.140341195596076,-14.140341436122814,14.140340915753217,-14.140341156279185,14.140340915752578,-14.140341156278827,0.0
7.88,0.0,0.0,1.5,0.0,0.0,0.0,6.787850262811944e-12,-6.0669921358404865e-12,1.4959688664567818,6.191176773129324e-13,2.39830055095854e-12,0.00596398637262111,-7.235135649748499e-13,-9.541633342910487e-13,-3.415376701196677e-08,3.1575554894796075e-12,-1.3101546757873137e-12,-1.2565728077141341e-08,0.9999999999999996,-3.415376701196677e-08,9.541633590017617e-13,3.415376701196677e-08,0.9999999999999996,-7.235135323865773e-13,-9.541633342910487e-13,7.235135649748499e-13,1.0,14.14034235244311,-14.140342593908843,14.140342352441662,-14.140342593910194,14.14034208023564,-14.140342321703272,14.140342080234886,-14.140342321702871,0.0
7.890000000000001,0.0,0.0,1.5,0.0,0.0,0.0,6.7966438954777445e-12,-6.042201265850605e-12,1.4960280770232428,5.611207155255768e-13,2.491311050103608e-12,0.005905014238593797,-7.130274110733175e-13,-9.372487353386649e-13,-3.4286771424565144e-08,3.2502427184675536e-12,-1.553771763820596e-12,-1.2562532581832935e-08,0.9999999999999996,-3.4286771424565144e-08,9.372487597860723e-13,3.4286771424565144e-08,0.9999999999999996,-7.13027378938084e-13,-9.372487353386649e-13,7.130274110733175e-13,1.0,14.140344714644671,-14.14034495705064,14.1403447146431,-14.140344957052081,14.140344449948502,-14.14034469235645,14.140344449947657,-14.140344692356024,0.0
7.9,0.0,0.0,1.5,0.0,0.0,0.0,6.804885218544185e-12,-6.016411009477412e-12,1.496086707041479,5.084082105709438e-13,2.5842480668878847e-12,0.005846036156849348,-7.028461253519152e-13,-9.197585239411477e-13,-3.4419633813877323e-08,3.3361422231894317e-12,-1.8247509790463984e-12,-1.2563756487066193e-08,0.9999999999999996,-3.4419633813877323e-08,9.197585481328533e-13,3.4419633813877323e-08,0.9999999999999996,-7.028460936941632e-13,-9.197585239411477e-13,7.028461253519152e-13,1.0,14.140348274859596,-14.140348518204801,14.140348274857926,-14.140348518206343,14.140348017545723,-14.140348260892985,14.140348017544813,-14.140348260892551,0.0
7.91,0.0,0.0,1.5,0.0,0.0,0.0,6.812616305018017e-12,-5.989618962830856e-12,1.4961447591049444,4.613540280152993e-13,2.6771663321807625e-12,0.00578705713313822,-6.929901536191153e-13,-9.017304314884796e-13,-3.455240787597748e-08,3.413670664067713e-12,-2.124303805791956e-12,-1.2569769993052832e-08,0.9999999999999996,-3.455240787597748e-08,9.017304554329576e-13,3.455240787597748e-08,0.9999999999999996,-6.929901224621571e-13,-9.017304314884796e-13,6.929901536191153e-13,1.0,14.140353027701426,-14.140353271985253,14.140353027699687,-14.140353271986909,14.140352777636851,-14.140353021922795,14.140352777635902,-14.140353021922376,0.0
7.92,0.0,0.0,1.5,0.0,0.0,0.0,6.819881649914699e-12,-5.961822320167658e-12,1.4962022360538785,4.2034438565510295e-13,2.7701220628393948e-12,0.005728081171122506,-6.834803640230333e-13,-8.832062398924012e-13,-3.468515335287547e-08,3.4811404223367172e-12,-2.4536591624616777e-12,-1.2580950460905966e-08,0.9999999999999996,-3.468515335287547e-08,8.832062635990219e-13,3.468515335287547e-08,0.9999999999999996,-6.834803333888891e-13,-8.832062398924012e-13,6.834803640230333e-13,1.0,14.140358969783824,-14.140359215006079,14.140358969782051,-14.140359215007864,14.140358726831083,-14.1403589720555,14.140358726830133,-14.14035897205512,0.0
7.930000000000001,0.0,0.0,1.5,0.0,0.0,0.0,6.8267282236853965e-12,-5.933017869325614e-12,1.4962591409718733,3.857780071495049e-13,2.863172971815199e-12,0.0056691112639465,-6.74338048099199e-13,-8.642318920683285e-13,-3.4817936205555806e-08,3.536757061525545e-12,-2.814063177406825e-12,-1.2597682311114673e-08,0.9999999999999996,-3.4817936205555806e-08,8.642319155473871e-13,3.4817936205555806e-08,0.9999999999999996,-6.743380180084278e-13,-8.642318920683285e-13,6.74338048099199e-13,1.0,14.140366099763757,-14.140366345924718,14.14036609976199,-14.140366345926648,14.14036586378132,-14.140366109944468,14.140365863780405,-14.140366109944155,0.0
7.94,0.0,0.0,1.5,0.0,0.0,0.0,6.833205525643967e-12,-5.903201987157857e-12,1.496315477182435,3.5806627565286434e-13,2.9563782782603007e-12,0.005610149385807293,-6.655849218183335e-13,-8.448576024172834e-13,-3.495082878701626e-08,3.578616788940974e-12,-3.2067789647950187e-12,-1.2620356922018515e-08,0.9999999999999996,-3.495082878701626e-08,8.448576256800276e-13,3.495082878701626e-08,0.9999999999999996,-6.655848922898597e-13,-8.448576024172834e-13,6.655849218183335e-13,1.0,14.140374418387136,-14.140374665487595,14.140374418385424,-14.140374665489684,14.1403741892282,-14.140374436330857,14.140374189227366,-14.140374436330637,0.0
7.95,0.0,0.0,1.5,0.0,0.0,0.0,6.8382823926177244e-12,-5.872759118620738e-12,1.4963711521761345,3.178174238956119e-13,3.046506094189755e-12,0.0055516969095031074,-6.55791117959177e-13,-8.255910726949734e-13,-3.5081407415948746e-08,3.674044794087525e-12,-3.5104908199402913e-12,-1.2632187221970673e-08,0.9999999999999996,-3.5081407415948746e-08,8.255910957010483e-13,3.5081407415948746e-08,0.9999999999999996,-6.557910889962799e-13,-8.255910726949734e-13,6.55791117959177e-13,1.0,14.140382663121112,-14.14038291114465,14.14038266311929,-14.140382911146853,14.140382440856108,-14.140382688881912,14.140382440855184,-14.140382688881703,0.0
7.96,0.0,0.0,1.5,0.0,0.0,0.0,6.842707378573322e-12,-5.841435974533765e-12,1.4964262312800989,2.781610755696592e-13,3.1357276626216504e-12,0.005493433214724448,-6.459092406824887e-13,-8.062011700363506e-13,-3.521136070581634e-08,3.7764969488497175e-12,-3.8050197042790054e-12,-1.2644585680517844e-08,0.9999999999999996,-3.521136070581634e-08,8.062011927796934e-13,3.521136070581634e-08,0.9999999999999996,-6.459092122950482e-13,-8.062011700363506e-13,6.459092406824887e-13,1.0,14.140391649536168,-14.140391898478356,14.140391649534214,-14.140391898480667,14.140391434087668,-14.140391683032194,14.140391434086636,-14.14039168303199,0.0
7.97,0.0,0.0,1.5,0.0,0.0,0.0,6.8466553702089844e-12,-5.809185539510961e-12,1.4964807289359143,2.416965981329133e-13,3.2244638740693794e-12,0.005435302895972677,-6.361197590264151e-13,-7.867024459335033e-13,-3.534105263619203e-08,3.876205992970742e-12,-4.104974099992641e-12,-1.2659827723964908e-08,0.9999999999999996,-3.534105263619203e-08,7.867024684146447e-13,3.534105263619203e-08,0.9999999999999996,-6.361197312235221e-13,-7.867024459335033e-13,6.361197590264151e-13,1.0,14.140401522141747,-14.14040177200074,14.14040152213967,-14.140401772003164,14.14040131340335,-14.140401563264753,14.14040131340222,-14.140401563264557,0.0
7.98,0.0,0.0,1.5,0.0,0.0,0.0,6.850160307183874e-12,-5.776011900267784e-12,1.4965346470679828,2.084080969041439e-13,3.3127004077138753e-12,0.005377315875292138,-6.26410965471025e-13,-7.67174268546098e-13,-3.547052230750399e-08,3.972483043365357e-12,-4.408716592800774e-12,-1.267791574406032e-08,0.9999999999999996,-3.547052230750399e-08,7.671742907652216e-13,3.547052230750399e-08,0.9999999999999996,-6.264109382589525e-13,-7.67174268546098e-13,6.26410965471025e-13,1.0,14.140412259859229,-14.14041251063346,14.140412259857046,-14.140412510635999,14.140412057723617,-14.140412308500315,14.140412057722395,-14.140412308500148,0.0
7.99,0.0,0.0,1.5,0.0,0.0,0.0,6.8532575402030344e-12,-5.741919206391162e-12,1.4965879877006245,1.7826776972370793e-13,3.4004202897792077e-12,0.005319481653438252,-6.167697257460876e-13,-7.477014092340202e-13,-3.559981287776031e-08,4.0646058219441e-12,-4.714468892497132e-12,-1.2698836610991529e-08,0.9999999999999996,-3.559981287776031e-08,7.477014311909065e-13,3.559981287776031e-08,0.9999999999999996,-6.167696991280569e-13,-7.477014092340202e-13,6.167697257460876e-13,1.0,14.140423842299533,-14.140424093987741,14.140423842297254,-14.1404240939904,14.140423646659288,-14.140423898350019,14.140423646657986,-14.140423898349889,0.0
8.0,0.0,0.0,1.5,0.0,0.0,0.0,6.8559838524045836e-12,-5.706911677264198e-12,1.4966407529517987,1.5123547447720906e-13,3.4876038062511824e-12,0.005261809316249465,-6.071814369318963e-13,-7.283741664410616e-13,-3.572897166156702e-08,4.151818168033572e-12,-5.020307982735187e-12,-1.2722561063559274e-08,0.9999999999999996,-3.572897166156702e-08,7.283741881350295e-13,3.572897166156702e-08,0.9999999999999996,-6.07181410907836e-13,-7.283741664410616e-13,6.071814369318963e-13,1.0,14.140436249771048,-14.140436502372308,14.140436249768689,-14.140436502375087,14.140436060518175,-14.140436313122,14.140436060516807,-14.14043631312192,0.0
8.01,0.0,0.0,1.5,0.0,0.0,0.0,-2.581172021333413e-08,-5.684138695859399e-12,1.4966930818041455,9.4174736785642e-05,-4.255585840963178e-12,0.00520445281939312,1.7412251116277973e-11,0.000518254087118662,-3.585623841865902e-08,-1.89286012029417e-10,0.099778596711943,-1.2717019639399071e-08,0.9999998657063531,-3.585622939468912e-08,-0.0005182540639192517,3.5856233603394017e-08,0.9999999999999996,-1.1703901610496676e-12,0.0005182540639192515,-1.741224877792328e-11,0.9999998657063538,14.18364737576613,-14.183647626254304,14.097253716423872,-14.097253972942909,14.170421172887163,-14.170421424289474,14.110480517396153,-14.11048077299232,0.01
