time_s,reference_x_m,reference_y_m,reference_z_m,reference_vx_mps,reference_vy_mps,reference_vz_mps,position_x_m,position_y_m,position_z_m,velocity_x_mps,velocity_y_mps,velocity_z_mps,angle_roll_rad,angle_pitch_rad,angle_yaw_rad,body_rate_x_radps,body_rate_y_radps,body_rate_z_radps,rotation_11,rotation_12,rotation_13,rotation_21,rotation_22,rotation_23,rotation_31,rotation_32,rotation_33,motor_command_1,motor_command_2,motor_command_3,motor_command_4,motor_speed_1,motor_speed_2,motor_speed_3,motor_speed_4,per_rotor_disturbance_n
0.1,0.0,0.0,0.030000000000000006,0.0,0.0,0.3,2.523166490904963e-15,1.8239985793011725e-15,1.537105648550273e-05,3.2228813158984715e-14,2.927946275691897e-14,0.00015058712074612145,5.220063813048171e-14,-1.6065889374307906e-13,2.2893303093313726e-11,-6.169983523120221e-14,-1.6346512382064987e-12,5.798194368027674e-10,1.0,2.2893303093313717e-11,1.606588937442741e-13,-2.2893303093313723e-11,1.0,5.22006381268037e-14,-1.6065889374307906e-13,-5.220063813048171e-14,1.0,1.4482546477818268,-1.4482546476201046,1.4482546477907594,-1.4482546476287703,1.4482731100319983,-1.448273109872128,1.4482731100422244,-1.4482731098812038,0.0
0.11,0.0,0.0,0.033,0.0,0.0,0.3,2.893116451964802e-15,2.045695144770828e-15,1.687206916618331e-05,3.904221560149423e-14,2.1442887653793797e-14,0.00014994143332458228,7.394654672133694e-14,-1.1777953763686572e-13,3.0584890616363e-11,2.3730829465286537e-12,4.686802621637388e-12,7.85682688667429e-10,1.0,3.0584890616362995e-11,1.1777953763912739e-13,-3.058489061636301e-11,1.0,7.394654671773466e-14,-1.1777953763686572e-13,-7.394654672133694e-14,1.0,1.4742171561714579,-1.4742171559517536,1.4742171561677366,-1.4742171559549704,1.4742001336438246,-1.474200133427152,1.4742001336416002,-1.4742001334309423,0.0
0.12,0.0,0.0,0.036,0.0,0.0,0.3,3.417551019449045e-15,2.2408630785348973e-15,1.8366425012173e-05,5.288682320668215e-14,2.0872343286892023e-14,0.00014930103069872003,9.887229366474933e-14,-7.590739417579421e-14,3.838592255168619e-11,2.512067912445216e-12,4.19852478528603e-12,7.837970875918734e-10,1.0,3.8385922551686185e-11,7.59073941795895e-14,-3.83859225516862e-11,1.0,9.887229366183554e-14,-7.590739417579421e-14,-9.887229366474933e-14,1.0,1.5003458869053186,-1.50034588662831,1.500345886895182,-1.5003458866294137,1.5003128408664759,-1.5003128405903956,1.5003128408559143,-1.5003128405912138,0.0
0.13,0.0,0.0,0.039,0.0,0.0,0.3,4.111166762699231e-15,2.3903699795176993e-15,1.9855937249357835e-05,7.071037992307444e-14,1.7513125391798287e-14,0.0001486648102655707,1.2583286257921526e-13,-3.8085812777003766e-14,4.6141649638401114e-11,2.7576826056144027e-12,3.809592015797114e-12,7.845365798541159e-10,1.0,4.614164963840111e-11,3.8085812782809896e-14,-4.614164963840111e-11,1.0,1.258328625774579e-13,-3.8085812777003766e-14,-1.2583286257921526e-13,1.0,1.5266034405504862,-1.5266034402169786,1.526603440536455,-1.5266034402175197,1.5265619806272397,-1.5265619802937622,1.5265619806123674,-1.5265619802938593,0.0
0.14,0.0,0.0,0.042,0.0,0.0,0.3,4.14584588868614e-15,3.0317036301155694e-15,2.1339400941985254e-05,3.271916185168546e-14,5.087911494726633e-14,0.00014803350817693477,1.4769803412502429e-13,2.6532710353415863e-14,5.4876568392217134e-11,2.2721086112510874e-12,4.892013782679459e-12,8.281287113437369e-10,1.0,5.487656839221714e-11,-2.6532710345310703e-14,-5.487656839221714e-11,1.0,1.4769803412648033e-13,2.6532710353415863e-14,-1.4769803412502429e-13,1.0,1.5530272201583628,-1.5530272197630066,1.5530272201408746,-1.5530272197602764,1.5529827582217264,-1.5529827578263828,1.552982758203725,-1.5529827578234865,0.0
0.15,0.0,0.0,0.045,0.0,0.0,0.3,4.5116330033057395e-15,3.555643570586146e-15,2.281657596523183e-05,3.8166403519313654e-14,5.5939503425102274e-14,0.0001474072640394873,1.7233437096740004e-13,7.483096506420965e-14,6.322625727333536e-11,2.4416262827396623e-12,4.6600901512309525e-12,8.327048080838752e-10,1.0,6.322625727333537e-11,-7.48309650533136e-14,-6.322625727333537e-11,1.0,1.7233437097213133e-13,7.483096506420965e-14,-1.7233437096740004e-13,1.0,1.5796292156358036,-1.579629215180785,1.5796292156165397,-1.5796292151775388,1.5795836120495035,-1.5795836115945197,1.57958361203013,-1.5795836115910942,0.0
0.16,0.0,0.0,0.048,0.0,0.0,0.3,4.7601105585898605e-15,4.241661794768432e-15,2.428759234421781e-05,3.421625098290991e-14,6.708335143825295e-14,0.00014678601469961198,1.960124820621472e-13,1.262224134860383e-13,7.169572993712115e-11,2.5241195599394613e-12,4.724569348184626e-12,8.400319278536712e-10,1.0,7.169572993712118e-11,-1.2622241347198508e-13,-7.169572993712115e-11,1.0,1.9601248207119681e-13,1.262224134860383e-13,-1.960124820621472e-13,1.0,1.6064074613528037,-1.6064074608375294,1.606407461332033,-1.6064074608335295,1.606362016306292,-1.6063620157911656,1.6063620162857184,-1.606362015787023,0.0
0.17,0.0,0.0,0.051000000000000004,0.0,0.0,0.3,4.8126119245531785e-15,5.135879137010766e-15,2.57524989137368e-05,1.1915466873594929e-14,8.993896478688732e-14,0.0001461697519564294,2.1899094065826158e-13,1.8449679593731163e-13,8.03567351948549e-11,2.4086094652562024e-12,5.382314318133301e-12,8.582681085926545e-10,1.0,8.035673519485493e-11,-1.8449679591971425e-13,-8.035673519485488e-11,1.0,2.1899094067308711e-13,1.8449679593731163e-13,-2.1899094065826158e-13,1.0,1.633363363810037,-1.633363363233366,1.6333633637873575,-1.6333633632277844,1.6333184191710406,-1.6333184185946288,1.6333184191486547,-1.6333184185890428,0.0
0.18,0.0,0.0,0.054000000000000006,0.0,0.0,0.3,4.9119377239915355e-15,6.078467619885192e-15,2.7211236374240684e-05,5.6755488919416406e-15,1.0171872895170767e-13,0.00014555854440020266,2.456809272016908e-13,2.4003677308524416e-13,8.895252690879596e-11,2.617765072819924e-12,5.577847465015233e-12,8.635333883350005e-10,1.0,8.895252690879603e-11,-2.400367730633902e-13,-8.895252690879598e-11,1.0,2.456809272230427e-13,2.4003677308524416e-13,-2.456809272016908e-13,1.0,1.6605019368439446,-1.66050193620574,1.660501936819088,-1.6605019361995041,1.660457019452168,-1.660457018814205,1.6604570194276111,-1.6604570188079653,0.0
0.19,0.0,0.0,0.05700000000000001,0.0,0.0,0.3,4.9720625097160275e-15,7.125505825964716e-15,2.8663832443675284e-05,3.2382936838759814e-15,1.1053853450661472e-13,0.00014495236750583482,2.7457830077976036e-13,2.9625923330483256e-13,9.757453350794021e-11,2.963742903368505e-12,5.685861588526602e-12,8.644019960803775e-10,1.0,9.757453350794029e-11,-2.962592332780407e-13,-9.757453350794021e-11,1.0,2.7457830080866776e-13,2.9625923330483256e-13,-2.7457830077976036e-13,1.0,1.687821351541884,-1.6878213508416557,1.6878213515145453,-1.6878213508350697,1.6877762946847106,-1.687776293984628,1.6877762946575545,-1.687776293977989,0.0
0.2,0.0,0.0,0.06000000000000001,0.0,0.0,0.3,4.955798816214316e-15,8.29178634201722e-15,3.0110409974617095e-05,-1.5018236530348577e-15,1.2038064207959237e-13,0.00014435120870169807,3.0616777129505054e-13,3.548693555642717e-13,1.0626837018983234e-10,3.3294214513855584e-12,5.874888547556808e-12,8.664463015681708e-10,1.0,1.0626837018983245e-10,-3.5486935553173577e-13,-1.0626837018983234e-10,1.0,3.061677713327619e-13,3.548693555642717e-13,-3.0616777129505054e-13,1.0,1.7153203236829693,-1.715320322920085,1.7153203236529178,-1.7153203229131675,1.7152752363023565,-1.7152752355395495,1.7152752362723944,-1.7152752355325556,0.0
0.21,0.0,0.0,0.063,0.0,0.0,0.3,4.857894652830341e-15,9.579398327021769e-15,3.155098631755169e-05,-9.407087205542254e-15,1.3180746686404014e-13,0.00014375506621229974,3.4051779439095596e-13,4.161079625140375e-13,1.1504047919483417e-10,3.698259631210151e-12,6.1687301187514334e-12,8.704532913111781e-10,1.0,1.1504047919483431e-10,-4.1610796247486416e-13,-1.1504047919483418e-10,1.0,3.405177944388252e-13,4.161079625140375e-13,-3.4051779439095596e-13,1.0,1.7429986718965074,-1.742998671070315,1.7429986718635238,-1.7429986710630436,1.7429537018651522,-1.7429537010390115,1.7429537018322097,-1.7429537010316762,0.0
0.22,0.0,0.0,0.066,0.0,0.0,0.3,4.688892730453484e-15,1.0988722011687405e-14,3.298566345436733e-05,-1.9874740144554517e-14,1.4495337541695116e-13,0.0001431639201729469,3.7742384345290814e-13,4.754757209467405e-13,1.2432144096040296e-10,4.026986434443631e-12,6.3969893774303364e-12,8.910628312923045e-10,1.0,1.2432144096040314e-10,-4.754757208998186e-13,-1.2432144096040298e-10,1.0,3.7742384351201994e-13,4.754757209467405e-13,-3.7742384345290814e-13,1.0,1.7708565324860701,-1.7708565315929603,1.7708565324503756,-1.7708565315855802,1.770811777850582,-1.7708117769575873,1.7708117778149413,-1.7708117769501888,0.0
