case_id,formal_tracking_rmse_m,formal_tracking_peak_m,formal_recovery_s
D_C01,0.3170590230915121,1.3030015884117014,1.6999999999999993
D_C02,0.2179838928471147,1.1641508808461434,1.6099999999999994
D_C03,0.2095713507314062,1.1028903359236897,1.6099999999999994
D_C04,0.230676809981014,1.344355933511838,1.7199999999999989
D_C05,0.2455229814509793,1.3009872689062156,1.6900000000000013
D_C06,0.228872436684673,1.1394675560198366,1.6099999999999994
