case_id,controller,time_s,position_error_m
Scene03,RA-GCA-CGHTE,12.8,0.016974149424784275
Scene03,RA-GCA-CGHTE,12.9,0.016428724458109705
Scene03,RA-GCA-CGHTE,13.0,0.015138068945531241
Scene03,RA-GCA-CGHTE,13.1,0.013408730055020777
Scene03,RA-GCA-CGHTE,13.2,0.011524567008116337
Scene03,RA-GCA-CGHTE,13.3,0.009723515645286847
Scene03,RA-GCA-CGHTE,13.4,0.008178945110759908
Scene03,RA-GCA-CGHTE,13.5,0.006981089485557314
Scene03,RA-GCA-CGHTE,13.6,0.0061249636256459575
Scene03,RA-GCA-CGHTE,13.7,0.0055254162717515345
Scene03,RA-GCA-CGHTE,13.8,0.005065961858144997
Scene03,RA-GCA-CGHTE,13.9,0.004650091300628185
Scene03,RA-GCA-CGHTE,14.0,0.004223798414234221
Scene03,RA-GCA-CGHTE,14.1,0.003771445153795801
Scene03,RA-GCA-CGHTE,14.2,0.0033017757724518905
Scene03,RA-GCA-CGHTE,14.3,0.002834702676428055
Scene03,RA-GCA-CGHTE,14.4,0.002391139519047737
Scene03,RA-GCA-CGHTE,14.5,0.0019913744775214015
Scene03,RA-GCA-CGHTE,14.6,0.0016473477220539897
Scene03,RA-GCA-CGHTE,14.7,0.0013663075977662757
Scene03,RA-GCA-CGHTE,14.8,0.0011512262445753216
Scene03,RA-GCA-CGHTE,14.9,0.0010021651392156587
Scene03,RA-GCA-CGHTE,15.0,0.000916215911332192
Scene03,RA-GCA-CGHTE,15.1,0.0008859142579555412
Scene03,RA-GCA-CGHTE,15.2,0.0008987152880889638
Scene03,RA-GCA-CGHTE,15.3,0.0009395364130742361
Scene03,RA-GCA-CGHTE,15.4,0.0009943566018824983
Scene03,RA-GCA-CGHTE,15.5,0.0010522457999165805
Scene03,RA-GCA-CGHTE,15.6,0.0011056658613900433
Scene03,RA-GCA-CGHTE,15.7,0.0011500036096586078
Scene03,RA-GCA-CGHTE,15.8,0.0011829668670217013
Scene03,RA-GCA-CGHTE,15.9,0.0012040079591766283
Scene03,RA-GCA-CGHTE,16.0,0.0012138089820766169
Scene03,RA-GCA-CGHTE,16.1,0.001213704888767678
Scene03,RA-GCA-CGHTE,16.2,0.0012057490909177905
Scene03,RA-GCA-CGHTE,16.3,0.0011921717899704687
Scene03,RA-GCA-CGHTE,16.4,0.0011747846940792842
Scene03,RA-GCA-CGHTE,16.5,0.00115531918722267
Scene03,RA-GCA-CGHTE,16.6,0.0011351779663135218
Scene03,RA-GCA-CGHTE,16.7,0.001115400885751745
Scene03,RA-GCA-CGHTE,16.8,0.0010951392292107593
Scene03,RA-GCA-CGHTE,16.9,0.0010761018236891135
Scene03,RA-GCA-CGHTE,17.0,0.0010602824314262134
Scene03,RA-GCA-CGHTE,17.1,0.0010459651959315679
Scene03,RA-GCA-CGHTE,17.2,0.001032963160263245
Scene03,RA-GCA-CGHTE,17.3,0.001020956580924223
Scene03,RA-GCA-CGHTE,17.400000000000002,0.00100959577572616
Scene03,RA-GCA-CGHTE,17.5,0.0009985552683952441
Scene03,RA-GCA-CGHTE,17.6,0.0009875759267847053
Scene03,RA-GCA-CGHTE,17.7,0.0009763947599522372
Scene03,RA-GCA-CGHTE,17.8,0.0009648356265094873
Scene03,RA-GCA-CGHTE,17.900000000000002,0.0009498902310799363
Scene03,RA-GCA-CGHTE,18.0,0.0009343582941224008
Scene03,RA-GCA-CGHTE,18.1,0.000918285315283115
Scene03,RA-GCA-CGHTE,18.2,0.0009047228460839798
Scene03,RA-GCA-CGHTE,18.3,0.0008908633965064843
Scene03,RA-GCA-CGHTE,18.4,0.0008767899246441642
Scene03,RA-GCA-CGHTE,18.5,0.000862555900826784
Scene03,RA-GCA-CGHTE,18.6,0.0008481910226862112
Scene03,RA-GCA-CGHTE,18.7,0.0008337070252370656
Scene03,RA-GCA-CGHTE,18.8,0.0008191033393090006
Scene03,RA-GCA-CGHTE,18.9,0.0008043720742003547
Scene03,RA-GCA-CGHTE,19.0,0.0007895021895802351
Scene03,RA-GCA-CGHTE,19.1,0.000774482612843213
Scene03,RA-GCA-CGHTE,19.2,0.0007593044769295324
Scene03,RA-GCA-CGHTE,19.3,0.0007439623635638728
Scene03,RA-GCA-CGHTE,19.4,0.0007284548548894668
Scene03,RA-GCA-CGHTE,19.5,0.0007127844524209363
