time_s,uav1_actual_x_m,uav1_actual_y_m,uav1_actual_z_m,uav2_actual_x_m,uav2_actual_y_m,uav2_actual_z_m,uav3_actual_x_m,uav3_actual_y_m,uav3_actual_z_m,uav1_commanded_x_m,uav1_commanded_y_m,uav1_commanded_z_m,uav2_commanded_x_m,uav2_commanded_y_m,uav2_commanded_z_m,uav3_commanded_x_m,uav3_commanded_y_m,uav3_commanded_z_m,formation_error_follower2_m,formation_error_follower3_m,formation_error_max_m,centroid_commanded_error_m,member1_commanded_error_m,member2_commanded_error_m,member3_commanded_error_m,minimum_pairwise_distance_m
0.1,-6.204698075417151e-15,-1.647766173233068e-15,0.004899599875248793,-1.0000000000000115,-1.237453274833489e-14,0.0012784916270792842,1.0000000000000002,1.3969195316511258e-15,0.0012784916270813483,0.0,0.0,0.03,-0.9999999999999973,4.2974732816411835e-15,0.0008062642735884632,1.0000000000000027,4.2974732816411835e-15,0.0008062642735884632,0.003621108248169509,0.0036211082481674445,0.003621108248169509,0.0080519818059225,0.025100400124751204,0.000472227353490821,0.0004722273534928851,1.0000065561909859
0.11,-1.1083755829326934e-14,-4.713209911679286e-15,0.006024517353617356,-1.0000000000000144,-1.3366858523643013e-14,0.0014469787495022903,1.0000000000000002,9.984915460450874e-16,0.0014469787495048783,0.0,0.0,0.033,-0.9999999999999978,4.220966503458575e-15,0.0014065236201652794,1.0000000000000022,4.220966503458575e-15,0.0014065236201652794,0.004577538604115066,0.004577538604112478,0.004577538604115066,0.00896485746256868,0.026975482646382644,4.045512933701094e-5,4.045512933959893e-5,1.000010476874957
0.12,-1.5818207314946163e-14,-8.056717269683457e-15,0.007243345627777435,-1.0000000000000144,-1.3632821675972325e-14,0.0016282810830554994,1.0000000000000002,-3.7627686877352417e-16,0.0016282810830585365,0.0,0.0,0.036,-0.9999999999999988,3.909910054215487e-15,0.002121468116386759,1.0000000000000013,3.909910054215487e-15,0.002121468116386759,0.005615064544721935,0.005615064544718899,0.005615064544721935,0.00991434281296068,0.02875665437222256,0.0004931870333312594,0.0004931870333282223,1.000015764350662
0.13,-2.0890122805516192e-14,-1.2513165680786647e-14,0.008552928071702699,-1.0000000000000147,-1.2975803194083632e-14,0.0018279239507338738,1.0000000000000002,-2.7114899745861393e-15,0.0018279239507373209,0.0,0.0,0.039,-0.9999999999999998,3.089301120709212e-15,0.0029446176803475613,1.0000000000000002,3.089301120709212e-15,0.0029446176803475613,0.006725004120968825,0.006725004120965378,0.006725004120968825,0.010893486462507075,0.0304470719282973,0.0011166937296136876,0.0011166937296102405,1.0000226125845428
0.14,-2.573415773724343e-14,-1.8243837115031132e-14,0.00995019877368921,-1.000000000000016,-1.216203480152378e-14,0.0020502368948678257,1.0000000000000002,-5.211055165459605e-15,0.0020502368948711854,0.0,0.0,0.042,-1.0000000000000018,1.0084799451650042e-15,0.0038718454179341518,0.9999999999999982,1.0084799451650042e-15,0.0038718454179341518,0.007899961878821384,0.007899961878818026,0.007899961878821384,0.011897672757480028,0.03204980122631079,0.001821608523066326,0.0018216085230629664,1.0000312042119823
0.15,-3.0205119173499657e-14,-2.432005132107093e-14,0.011432179762008703,-1.000000000000019,-1.1164095808716715e-14,0.002299166021787046,0.9999999999999993,-8.109667990651308e-15,0.0022991660217900655,0.0,0.0,0.045,-1.0000000000000062,-1.647766173233068e-15,0.004899599875248793,0.9999999999999938,-1.647766173233068e-15,0.004899599875248793,0.009133013740221657,0.009133013740218639,0.009133013740221657,0.012922895981637258,0.03356782023799129,0.0026004338534617467,0.0026004338534587274,1.0000417051003208
0.16,-3.3834842368183894e-14,-2.937081150360535e-14,0.012995978685226624,-1.0000000000000215,-9.380708758795566e-15,0.002578396469922744,0.9999999999999963,-1.2659530014898865e-14,0.0025783964699258783,0.0,0.0,0.048,-1.000000000000011,-4.713209911679286e-15,0.006024517353617356,0.9999999999999889,-4.713209911679286e-15,0.006024517353617356,0.01041758221530388,0.010417582215300746,0.01041758221530388,0.013965421027386488,0.03500402131477338,0.003446120883694612,0.0034461208836914776,1.0000542615374368
0.17,-3.8822076629802676e-14,-3.5158378816992985e-14,0.014638786602436105,-1.0000000000000249,-7.053505491117303e-15,0.002891357744455532,0.9999999999999931,-1.864217985699998e-14,0.0028913577444587657,0.0,0.0,0.051000000000000004,-1.0000000000000158,-8.056717269683457e-15,0.007243345627777435,0.9999999999999842,-8.056717269683457e-15,0.007243345627777435,0.011747428857980573,0.01174742885797734,0.011747428857980573,0.015021729721401488,0.0363612133975639,0.004351987883321903,0.00435198788331867,1.0000689986619649
0.18,-4.373653144852596e-14,-4.110727221664262e-14,0.016357875841367702,-1.0000000000000249,-4.56046866985017e-15,0.003241224787147737,0.9999999999999891,-2.622849781251934e-14,0.003241224787151857,0.0,0.0,0.054,-1.0000000000000209,-1.2513165680786647e-14,0.008552928071702699,0.9999999999999791,-1.2513165680786647e-14,0.008552928071702699,0.013116651054219965,0.013116651054215845,0.013116651054219965,0.016088510242579367,0.0376421241586323,0.005311703284554962,0.005311703284550842,1.0000860195677372
0.19,-4.9561105999792235e-14,-4.7261407730171286e-14,0.018150597885286224,-1.0000000000000249,-1.6973021203958386e-15,0.0036309250693852303,0.999999999999986,-3.4636470358105095e-14,0.003630925069390215,0.0,0.0,0.056999999999999995,-1.0000000000000258,-1.8243837115031132e-14,0.00995019877368921,0.9999999999999742,-1.8243837115031132e-14,0.00995019877368921,0.014519672815900993,0.014519672815896008,0.014519672815900993,0.017162649841105583,0.03884940211471377,0.00631927370430398,0.006319273704298995,1.00010540489422
0.2,-5.6490480827871474e-14,-5.361091437716604e-14,0.020014381314507657,-1.0000000000000249,7.267058352933342e-16,0.004063148660380582,0.9999999999999832,-4.4363064895103534e-14,0.004063148660386979,0.0,0.0,0.06,-1.0000000000000302,-2.432005132107093e-14,0.011432179762008703,0.9999999999999698,-2.432005132107093e-14,0.011432179762008703,0.015951232654127075,0.015951232654120677,0.015951232654127075,0.018241226962914067,0.039985618685492344,0.0073690311016281216,0.007369031101621724,1.0001272128200105
0.21,-6.407522584495345e-14,-6.049861962286528e-14,0.0219467297922166,-1.0000000000000249,2.386546481297171e-15,0.004540359066189771,0.9999999999999801,-5.5244014257338244e-14,0.0045403590661980174,0.0,0.0,0.063,-1.0000000000000338,-2.937081150360535e-14,0.012995978685226624,0.9999999999999661,-2.937081150360535e-14,0.012995978685226624,0.017406370726026826,0.017406370726018583,0.017406370726026826,0.019321503148616283,0.041053270207783404,0.008455619619036852,0.008455619619028607,1.0001514793978827
0.22,-7.101385801060423e-14,-6.672444571907137e-14,0.02394522009060583,-1.0000000000000235,3.4930743467111168e-15,0.0050648039826677324,0.9999999999999769,-6.785992507423307e-14,0.005064803982678237,0.0,0.0,0.066,-1.0000000000000389,-3.5158378816992985e-14,0.014638786602436105,0.9999999999999611,-3.5158378816992985e-14,0.014638786602436105,0.0188804161079381,0.018880416107927595,0.0188804161079381,0.02040091504964013,0.04205477990939417,0.009573982619768374,0.009573982619757868,1.0001782191751196
0.23,-7.611654251650788e-14,-7.193141235489738e-14,0.026007500170674026,-1.00000000000002,5.841595423250397e-15,0.005638525717514628,0.9999999999999746,-7.934507759018907e-14,0.005638525717527614,0.0,0.0,0.069,-1.0000000000000437,-4.110727221664262e-14,0.016357875841367702,0.9999999999999563,-4.110727221664262e-14,0.016357875841367702,0.020368974453159397,0.020368974453146414,0.020368974453159397,0.021477066692339716,0.04299249982932598,0.010719350123853074,0.010719350123840088,1.000207426047298
0.24,-8.004803621574973e-14,-7.677118445866589e-14,0.028131287289932052,-1.000000000000017,7.643621104950788e-15,0.006263371237972552,0.9999999999999746,-8.842277756774646e-14,0.00626337123798679,0.0,0.0,0.072,-1.0000000000000495,-4.7261407730171286e-14,0.018150597885286224,0.9999999999999505,-4.7261407730171286e-14,0.018150597885286224,0.0218679160519595,0.02186791605194526,0.0218679160519595,0.02254772200156035,0.04386871271006794,0.011887226647313672,0.011887226647299434,1.0002390742979048
