axis,time_s,reference_m,response_m,raw_sha256
X,15.89,1.0,0.941967967041821,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,15.9,1.0,0.942119188591937,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,15.91,1.0,0.942277466450969,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,15.92,1.0,0.942442706963729,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,15.93,1.0,0.942614816433868,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,15.94,1.0,0.942793701143364,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,15.95,1.0,0.942979267372019,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,15.96,1.0,0.943171421416951,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,15.97,1.0,0.943370069612087,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,15.98,1.0,0.94357511834766,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,15.99,1.0,0.943786474089695,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.0,1.0,0.94400404339951,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.01,1.0,0.944227732953204,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.02,1.0,0.944457449561154,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.03,1.0,0.944693100187505,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.04,1.0,0.944934591969666,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.05,1.0,0.945181832237804,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.06,1.0,0.945434728534331,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.07,1.0,0.945693188633407,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.08,1.0,0.945957120560426,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.09,1.0,0.946226432611512,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.1,1.0,0.946501033373011,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.11,1.0,0.946780831740987,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.12,1.0,0.947065735298251,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.13,1.0,0.947355394009839,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.14,1.0,0.947649942749478,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.15,1.0,0.947949289321794,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.16,1.0,0.94825334184328,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.17,1.0,0.948562008760217,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.18,1.0,0.9488751988666,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.19,1.0,0.949192821322064,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.2,1.0,0.949514785669805,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.21,1.0,0.949841001854504,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.22,1.0,0.950171380240253,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.23,1.0,0.950505831628478,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.24,1.0,0.950844267275863,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.25,1.0,0.951186598912273,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.26,1.0,0.951532738758679,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.27,1.0,0.951882599545084,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.28,1.0,0.952236094528442,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.29,1.0,0.952593137510587,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.3,1.0,0.952953642856154,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.31,1.0,0.953317525510505,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.32,1.0,0.953684701017648,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.33,1.0,0.954055085538171,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.34,1.0,0.954428595867154,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.35,1.0,0.954805149452102,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.36,1.0,0.955184664410866,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.37,1.0,0.955567059549566,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.38,1.0,0.955952254380515,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.39,1.0,0.956340169140145,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.4,1.0,0.956730724806928,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.41,1.0,0.957123843119305,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.42,1.0,0.957519446593604,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.43,1.0,0.957917458541968,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.44,1.0,0.958317683189222,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.45,1.0,0.958719543449753,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.46,1.0,0.959123489279037,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.47,1.0,0.959529440846196,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.48,1.0,0.959937318970716,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.49,1.0,0.960347045136663,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.5,1.0,0.960758541506899,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.51,1.0,0.961171730937301,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.52,1.0,0.961586536990979,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.53,1.0,0.962002883952491,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.54,1.0,0.962420696842063,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.55,1.0,0.962839901429801,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.56,1.0,0.963260424249915,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.57,1.0,0.963682192614931,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.58,1.0,0.964105134629909,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.59,1.0,0.964529179206664,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.6,1.0,0.964954256077979,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.61,1.0,0.965380295811821,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.62,1.0,0.965807229825565,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.63,1.0,0.966234990400204,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.64,1.0,0.96666351069457,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.65,1.0,0.967092724759549,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.66,1.0,0.967522567552302,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.67,1.0,0.967952974950478,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.68,1.0,0.968383883766432,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.69,1.0,0.968815231761444,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.7,1.0,0.969246957659936,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.71,1.0,0.969679001163686,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.72,1.0,0.970111302966051,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.73,1.0,0.970543804766177,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.74,1.0,0.970976449283222,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.75,1.0,0.971409180270571,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.76,1.0,0.971841942530053,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.77,1.0,0.972274157935257,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.78,1.0,0.9727056582676,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.79,1.0,0.973136884711793,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.8,1.0,0.973567777080966,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.81,1.0,0.97399827598382,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.82,1.0,0.97442832283393,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.83,1.0,0.974857859859051,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.84,1.0,0.97528683011042,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.85,1.0,0.975715177472063,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.86,1.0,0.976142846670099,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.87,1.0,0.976569783282039,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.88,1.0,0.976995933746098,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.89,1.0,0.97742124537049,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.9,1.0,0.977845666342743,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.91,1.0,0.978269145738992,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.92,1.0,0.978691633533291,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.93,1.0,0.979113080606912,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.94,1.0,0.979533438757655,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.95,1.0,0.979952660709145,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.96,1.0,0.980370700120141,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.97,1.0,0.980787511593839,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.98,1.0,0.981203050687175,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,16.99,1.0,0.98161727392013,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.0,1.0,0.982030138785035,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.01,1.0,0.982441603755872,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.02,1.0,0.982851628297583,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.03,1.0,0.983260172875369,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.04,1.0,0.983667198963996,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.05,1.0,0.984072669057102,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.06,1.0,0.984476546676496,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.07,1.0,0.984878796381466,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.08,1.0,0.985279383778081,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.09,1.0,0.985678275528497,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.1,1.0,0.986075439360257,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.11,1.0,0.986470209186964,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.12,1.0,0.986862541185639,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.13,1.0,0.987252899729844,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.14,1.0,0.987641247331781,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.15,1.0,0.988027547294345,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.16,1.0,0.988411763715715,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.17,1.0,0.988793861493957,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.18,1.0,0.989173806331615,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.19,1.0,0.989551564740316,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.2,1.0,0.989927104045359,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.21,1.0,0.990300392390318,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.22,1.0,0.990671398741635,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.23,1.0,0.99104009289322,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.24,1.0,0.99140644547105,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.25,1.0,0.99177042793776,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.26,1.0,0.992132012597245,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.27,1.0,0.992491172599256,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.28,1.0,0.992847881943998,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.29,1.0,0.993202115486724,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.3,1.0,0.993553848942336,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.31,1.0,0.99390305888998,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.32,1.0,0.994249722777644,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.33,1.0,0.994593818926755,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.34,1.0,0.994935326536776,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.35,1.0,0.995274225689804,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.36,1.0,0.995610497355163,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.37,1.0,0.995944123394009,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.38,1.0,0.996275086563921,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.39,1.0,0.996603370523499,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.4,1.0,0.996928959836963,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.41,1.0,0.997251839978749,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.42,1.0,0.997571997338107,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.43,1.0,0.997889419223696,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.44,1.0,0.998204093868185,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.45,1.0,0.998516010432847,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.46,1.0,0.998825159012155,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.47,1.0,0.999130840384985,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.48,1.0,0.999433185759157,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.49,1.0,0.999732596504434,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.5,1.0,1.00002905810516,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.51,1.0,1.00032255673241,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.52,1.0,1.00061307924479,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.53,1.0,1.00090061318924,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.54,1.0,1.00118514680186,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.55,1.0,1.00146666900872,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.56,1.0,1.00174516942666,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.57,1.0,1.00202063836411,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.58,1.0,1.00229306682189,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.59,1.0,1.00256244649404,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.6,1.0,1.00282876976859,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.61,1.0,1.00309202972844,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.62,1.0,1.00335222015211,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.63,1.0,1.00360933551455,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.64,1.0,1.00386337098801,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.65,1.0,1.00411432244277,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.66,1.0,1.00436218644804,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.67,1.0,1.00460696027269,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.68,1.0,1.00484864188609,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.69,1.0,1.00508722995896,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.7,1.0,1.0053227238641,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.71,1.0,1.00555512367727,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.72,1.0,1.00578443017799,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.73,1.0,1.00601064485031,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.74,1.0,1.00623376988367,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.75,1.0,1.00645380817367,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.76,1.0,1.00667076332292,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.77,1.0,1.00688463964181,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.78,1.0,1.00709544214936,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.79,1.0,1.00730317657399,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.8,1.0,1.00750784935437,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.81,1.0,1.00770946764021,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.82,1.0,1.00790803929307,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.83,1.0,1.00810357288719,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.84,1.0,1.00829592688222,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.85,1.0,1.00848429708785,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.86,1.0,1.00866953340465,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.87,1.0,1.00885164009366,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.88,1.0,1.00903062191025,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.89,1.0,1.00920648410192,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.9,1.0,1.00937923240606,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.91,1.0,1.00954887304778,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.92,1.0,1.00971541273767,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.93,1.0,1.00987885866967,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.94,1.0,1.01003921851877,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.95,1.0,1.01019650043888,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.96,1.0,1.01035071306061,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.97,1.0,1.01050186548905,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.98,1.0,1.01064996730156,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,17.99,1.0,1.01079502854561,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.0,1.0,1.01093705973653,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.01,1.0,1.01107607185534,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.02,1.0,1.01121207634654,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.03,1.0,1.01134508511587,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.04,1.0,1.01147511052817,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.05,1.0,1.01160216540513,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.06,1.0,1.0117262630231,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.07,1.0,1.01184741711089,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.08,1.0,1.01196564184757,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.09,1.0,1.01208095186026,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.1,1.0,1.01219336222193,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.11,1.0,1.01230288844918,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.12,1.0,1.01240954650007,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.13,1.0,1.0125133527719,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.14,1.0,1.01261432409899,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.15,1.0,1.01271247775052,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.16,1.0,1.01280783142827,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.17,1.0,1.01290040326446,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.18,1.0,1.01299021181954,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.19,1.0,1.01307727607997,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.2,1.0,1.01316161545604,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.21,1.0,1.01324324977964,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.22,1.0,1.01332219930207,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.23,1.0,1.01339838808447,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.24,1.0,1.01347119424972,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.25,1.0,1.01354128833727,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.26,1.0,1.01360868730587,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.27,1.0,1.01367340837559,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
X,18.28,1.0,1.01373546902367,E47015E640592CD88AC831E732742867DF5AD3A7918D63F24C64D5ED574C725F
