time_s,pp_cbf_off_minimum_distance_m,pp_cbf_on_minimum_distance_m,project_evaluation_distance_m,pp_cbf_off_cumulative_exposure_s,pp_cbf_on_cumulative_exposure_s
11.88,1.280624847189186,1.280624847189186,0.6,0.0,0.0
11.89,1.28062484719146,1.28062484719146,0.6,0.0,0.0
11.9,1.2806248471937618,1.2806248471937618,0.6,0.0,0.0
11.91,1.2806248471961832,1.2806248471961832,0.6,0.0,0.0
11.92,1.2806248471988566,1.2806248471988566,0.6,0.0,0.0
11.93,1.2806248472017001,1.2806248472017001,0.6,0.0,0.0
11.94,1.280624847204649,1.280624847204649,0.6,0.0,0.0
11.950000000000001,1.280624847207667,1.280624847207667,0.6,0.0,0.0
11.96,1.2806248472106496,1.2806248472106496,0.6,0.0,0.0
11.97,1.2806248472136224,1.2806248472136224,0.6,0.0,0.0
11.98,1.2806248472168502,1.2806248472168502,0.6,0.0,0.0
11.99,1.2806248472201498,1.2806248472201498,0.6,0.0,0.0
12.0,1.280624847223454,1.280624847223454,0.6,0.0,0.0
12.01,1.2806248472268662,1.2806248472268662,0.6,0.0,0.0
12.02,1.2806248472302422,1.2806248472302422,0.6,0.0,0.0
12.030000000000001,1.2806248472336588,1.2806248472336588,0.6,0.0,0.0
12.040000000000001,1.2806248472372794,1.2806248472372794,0.6,0.0,0.0
12.05,1.2806248472410124,1.2806248472410124,0.6,0.0,0.0
12.06,1.2806248472447526,1.2806248472447526,0.6,0.0,0.0
12.07,1.2806248472484385,1.2806248472484385,0.6,0.0,0.0
12.08,1.280624847252105,1.280624847252105,0.6,0.0,0.0
12.09,1.280624847255745,1.280624847255745,0.6,0.0,0.0
12.1,1.2806248472594466,1.2806248472594466,0.6,0.0,0.0
12.11,1.2806248472632253,1.2806248472632253,0.6,0.0,0.0
12.120000000000001,1.28062484726696,1.28062484726696,0.6,0.0,0.0
12.13,1.2806248472707011,1.2806248472707011,0.6,0.0,0.0
12.14,1.2806248472745176,1.2806248472745176,0.6,0.0,0.0
12.15,1.28062484727839,1.28062484727839,0.6,0.0,0.0
12.16,1.2806248472822441,1.2806248472822441,0.6,0.0,0.0
12.17,1.280624847286177,1.280624847286177,0.6,0.0,0.0
12.18,1.2806248472900237,1.2806248472900237,0.6,0.0,0.0
12.19,1.280624847293895,1.280624847293895,0.6,0.0,0.0
12.200000000000001,1.2806248472977804,1.2806248472977804,0.6,0.0,0.0
12.21,1.2806248473016164,1.2806248473016164,0.6,0.0,0.0
12.22,1.2806248473054607,1.2806248473054607,0.6,0.0,0.0
12.23,1.2806248473093493,1.2806248473093493,0.6,0.0,0.0
12.24,1.2806248473132689,1.2806248473132689,0.6,0.0,0.0
12.25,1.2806248473170927,1.2806248473170927,0.6,0.0,0.0
12.26,1.280624847320868,1.280624847320868,0.6,0.0,0.0
12.27,1.2806248473246093,1.2806248473246093,0.6,0.0,0.0
12.280000000000001,1.2806248473282968,1.2806248473282968,0.6,0.0,0.0
12.290000000000001,1.2806248473319937,1.2806248473319937,0.6,0.0,0.0
12.3,1.2806248473356872,1.2806248473356872,0.6,0.0,0.0
12.31,1.2806248473393407,1.2806248473393407,0.6,0.0,0.0
12.32,1.2806248473430049,1.2806248473430049,0.6,0.0,0.0
12.33,1.2806248473466615,1.2806248473466615,0.6,0.0,0.0
12.34,1.2806248473503405,1.2806248473503405,0.6,0.0,0.0
12.35,1.2806248473540462,1.2806248473540462,0.6,0.0,0.0
12.36,1.2806248473577149,1.2806248473577149,0.6,0.0,0.0
12.370000000000001,1.28062484736136,1.28062484736136,0.6,0.0,0.0
12.38,1.2806248473650068,1.2806248473650068,0.6,0.0,0.0
12.39,1.2806248473685964,1.2806248473685964,0.6,0.0,0.0
12.4,1.2806248473720865,1.2806248473720865,0.6,0.0,0.0
12.41,1.2806248473755428,1.2806248473755428,0.6,0.0,0.0
12.42,1.2806248473789634,1.2806248473789634,0.6,0.0,0.0
12.43,1.2806248473822968,1.2806248473822968,0.6,0.0,0.0
12.44,1.2806248473855983,1.2806248473855983,0.6,0.0,0.0
12.450000000000001,1.2806248473888613,1.2806248473888613,0.6,0.0,0.0
12.46,1.280624847392168,1.280624847392168,0.6,0.0,0.0
12.47,1.2806248473954036,1.2806248473954036,0.6,0.0,0.0
12.48,1.2806248473985675,1.2806248473985675,0.6,0.0,0.0
12.49,1.2806248474017166,1.2806248474017166,0.6,0.0,0.0
12.5,1.2806248474047706,1.2806248474047706,0.6,0.0,0.0
12.51,1.280624847407745,1.280624847407745,0.6,0.0,0.0
12.52,1.2806248474107558,1.2806248474107558,0.6,0.0,0.0
12.530000000000001,1.280624847413694,1.280624847413694,0.6,0.0,0.0
12.540000000000001,1.28062484741659,1.28062484741659,0.6,0.0,0.0
12.55,1.2806248474193604,1.2806248474193604,0.6,0.0,0.0
12.56,1.2806248474219744,1.2806248474219744,0.6,0.0,0.0
12.57,1.2806248474245168,1.2806248474245168,0.6,0.0,0.0
12.58,1.2806248474270483,1.2806248474270483,0.6,0.0,0.0
12.59,1.28062484742953,1.28062484742953,0.6,0.0,0.0
12.6,1.2806248474319182,1.2806248474319182,0.6,0.0,0.0
12.61,1.280624847434181,1.280624847434181,0.6,0.0,0.0
12.620000000000001,1.2806248474363564,1.2806248474363564,0.6,0.0,0.0
12.63,1.2806248474384772,1.2806248474384772,0.6,0.0,0.0
12.64,1.2806248474405446,1.2806248474405446,0.6,0.0,0.0
12.65,1.2806248474424626,1.2806248474424626,0.6,0.0,0.0
12.66,1.2806248474442758,1.2806248474442758,0.6,0.0,0.0
12.67,1.280624847446004,1.280624847446004,0.6,0.0,0.0
12.68,1.2806248474476358,1.2806248474476358,0.6,0.0,0.0
12.69,1.2806248474492,1.2806248474492,0.6,0.0,0.0
12.700000000000001,1.280624847450721,1.280624847450721,0.6,0.0,0.0
12.71,1.2806248474521786,1.2806248474521786,0.6,0.0,0.0
12.72,1.2806248474535906,1.2806248474535906,0.6,0.0,0.0
12.73,1.280624847454945,1.280624847454945,0.6,0.0,0.0
12.74,1.280624847456216,1.280624847456216,0.6,0.0,0.0
12.75,1.2806248474574085,1.2806248474574085,0.6,0.0,0.0
12.76,1.2806248474585329,1.2806248474585329,0.6,0.0,0.0
12.77,1.2806248474595985,1.2806248474595985,0.6,0.0,0.0
12.780000000000001,1.280624847460688,1.280624847460688,0.6,0.0,0.0
12.790000000000001,1.2806248474617123,1.2806248474617123,0.6,0.0,0.0
12.8,1.2806248474627175,1.2806248474627175,0.6,0.0,0.0
12.81,1.2806248474637238,1.2806248474637238,0.6,0.0,0.0
12.82,1.2806248474647481,1.2806248474647481,0.6,0.0,0.0
12.83,1.2806248474658282,1.2806248474658282,0.6,0.0,0.0
12.84,1.2806248474669863,1.2806248474669863,0.6,0.0,0.0
12.85,1.280624847468135,1.280624847468135,0.6,0.0,0.0
12.86,1.2806248474692303,1.2806248474692303,0.6,0.0,0.0
12.870000000000001,1.2806248474703652,1.2806248474703652,0.6,0.0,0.0
12.88,1.2806248474714952,1.2806248474714952,0.6,0.0,0.0
12.89,1.2806248474725854,1.2806248474725854,0.6,0.0,0.0
12.9,1.2806248474736448,1.2806248474736448,0.6,0.0,0.0
12.91,1.280624847474648,1.280624847474648,0.6,0.0,0.0
12.92,1.2806248474756057,1.2806248474756057,0.6,0.0,0.0
12.93,1.280624847476522,1.280624847476522,0.6,0.0,0.0
12.94,1.2806248474773616,1.2806248474773616,0.6,0.0,0.0
12.950000000000001,1.2806248474781634,1.2806248474781634,0.6,0.0,0.0
12.96,1.2806248474789277,1.2806248474789277,0.6,0.0,0.0
12.97,1.2806248474796678,1.2806248474796678,0.6,0.0,0.0
12.98,1.2806248474803819,1.2806248474803819,0.6,0.0,0.0
12.99,1.2806248474810564,1.2806248474810564,0.6,0.0,0.0
13.0,1.2806248474816964,1.2806248474816964,0.6,0.0,0.0
13.01,1.2806248474823418,1.2806248474823418,0.6,0.0,0.0
13.02,1.2806248474829474,1.2806248474829474,0.6,0.0,0.0
13.030000000000001,1.2806248474834965,1.2806248474834965,0.6,0.0,0.0
13.040000000000001,1.2806248474839976,1.2806248474839976,0.6,0.0,0.0
13.05,1.280624847484458,1.280624847484458,0.6,0.0,0.0
13.06,1.2806248474848685,1.2806248474848685,0.6,0.0,0.0
13.07,1.2806248474852455,1.2806248474852455,0.6,0.0,0.0
13.08,1.2806248474855884,1.2806248474855884,0.6,0.0,0.0
13.09,1.280624847485907,1.280624847485907,0.6,0.0,0.0
13.1,1.2806248474861937,1.2806248474861937,0.6,0.0,0.0
13.11,1.2806248474864377,1.2806248474864377,0.6,0.0,0.0
13.120000000000001,1.2806248474866393,1.2806248474866393,0.6,0.0,0.0
13.13,1.2806248474868034,1.2806248474868034,0.6,0.0,0.0
13.14,1.2806248474869393,1.2806248474869393,0.6,0.0,0.0
13.15,1.2806248474870436,1.2806248474870436,0.6,0.0,0.0
13.16,1.2806248474871174,1.2806248474871174,0.6,0.0,0.0
13.17,1.2806248474871516,1.2806248474871516,0.6,0.0,0.0
13.18,1.2806248474871518,1.2806248474871518,0.6,0.0,0.0
13.19,1.2806248474871256,1.2806248474871256,0.6,0.0,0.0
13.200000000000001,1.2806248474870678,1.2806248474870678,0.6,0.0,0.0
13.21,1.2806248474869872,1.2806248474869872,0.6,0.0,0.0
13.22,1.2806248474859423,1.2806248474859423,0.6,0.0,0.0
13.23,1.2806248474840796,1.2806248474840796,0.6,0.0,0.0
13.24,1.280624847482244,1.280624847482244,0.6,0.0,0.0
13.25,1.2806248474804087,1.2806248474804087,0.6,0.0,0.0
13.26,1.2806248474785993,1.2806248474785993,0.6,0.0,0.0
13.27,1.2806248474768125,1.2806248474768125,0.6,0.0,0.0
13.280000000000001,1.280624847475046,1.280624847475046,0.6,0.0,0.0
13.290000000000001,1.2806248474733208,1.2806248474733208,0.6,0.0,0.0
13.3,1.2806248474716315,1.2806248474716315,0.6,0.0,0.0
13.31,1.2806248474699906,1.2806248474699906,0.6,0.0,0.0
13.32,1.2806248474683843,1.2806248474683843,0.6,0.0,0.0
13.33,1.2806248474668236,1.2806248474668236,0.6,0.0,0.0
13.34,1.2806248474653217,1.2806248474653217,0.6,0.0,0.0
13.35,1.2806248474638708,1.2806248474638708,0.6,0.0,0.0
13.36,1.2806248474624673,1.2806248474624673,0.6,0.0,0.0
13.370000000000001,1.2806248474611215,1.2806248474611215,0.6,0.0,0.0
13.38,1.2806248474598323,1.2806248474598323,0.6,0.0,0.0
13.39,1.2806248474585984,1.2806248474585984,0.6,0.0,0.0
13.4,1.2806248474574267,1.2806248474574267,0.6,0.0,0.0
13.41,1.280624847456314,1.280624847456314,0.6,0.0,0.0
13.42,1.2806248474552646,1.2806248474552646,0.6,0.0,0.0
13.43,1.2806248474542727,1.2806248474542727,0.6,0.0,0.0
13.44,1.2806248474533484,1.2806248474533484,0.6,0.0,0.0
13.450000000000001,1.2806248474524875,1.2806248474524875,0.6,0.0,0.0
13.46,1.280624847451687,1.280624847451687,0.6,0.0,0.0
13.47,1.28062484745095,1.28062484745095,0.6,0.0,0.0
13.48,1.280624847450283,1.280624847450283,0.6,0.0,0.0
13.49,1.2806248474496913,1.2806248474496913,0.6,0.0,0.0
13.5,1.2806248474491662,1.2806248474491662,0.6,0.0,0.0
13.51,1.2806248474487116,1.2806248474487116,0.6,0.0,0.0
13.52,1.280624847448325,1.280624847448325,0.6,0.0,0.0
13.530000000000001,1.280624847448013,1.280624847448013,0.6,0.0,0.0
13.540000000000001,1.2806248474477782,1.2806248474477782,0.6,0.0,0.0
13.55,1.280624847447612,1.280624847447612,0.6,0.0,0.0
13.56,1.2806248474475121,1.2806248474475121,0.6,0.0,0.0
13.57,1.2806248474474728,1.2806248474474728,0.6,0.0,0.0
13.58,1.2806248474474915,1.2806248474474915,0.6,0.0,0.0
13.59,1.2806248474475685,1.2806248474475685,0.6,0.0,0.0
13.6,1.280624847447697,1.280624847447697,0.6,0.0,0.0
13.61,1.2806248474478736,1.2806248474478736,0.6,0.0,0.0
13.620000000000001,1.2806248474481143,1.2806248474481143,0.6,0.0,0.0
13.63,1.2806248474484074,1.2806248474484074,0.6,0.0,0.0
13.64,1.2806248474487563,1.2806248474487563,0.6,0.0,0.0
13.65,1.2806248474491615,1.2806248474491615,0.6,0.0,0.0
13.66,1.2806248474496225,1.2806248474496225,0.6,0.0,0.0
13.67,1.2806248474501294,1.2806248474501294,0.6,0.0,0.0
13.68,1.2806248474506894,1.2806248474506894,0.6,0.0,0.0
13.69,1.2806248474512996,1.2806248474512996,0.6,0.0,0.0
13.700000000000001,1.280624847451945,1.280624847451945,0.6,0.0,0.0
13.71,1.2806248474526187,1.2806248474526187,0.6,0.0,0.0
13.72,1.2806248474533468,1.2806248474533468,0.6,0.0,0.0
13.73,1.2806248474541122,1.2806248474541122,0.6,0.0,0.0
13.74,1.2806248474549182,1.2806248474549182,0.6,0.0,0.0
13.75,1.280624847455744,1.280624847455744,0.6,0.0,0.0
13.76,1.2806248474565716,1.2806248474565716,0.6,0.0,0.0
13.77,1.280624847457424,1.280624847457424,0.6,0.0,0.0
13.780000000000001,1.280624847458305,1.280624847458305,0.6,0.0,0.0
13.790000000000001,1.2806248474592015,1.2806248474592015,0.6,0.0,0.0
13.8,1.2806248474601212,1.2806248474601212,0.6,0.0,0.0
13.81,1.2806248474610606,1.2806248474610606,0.6,0.0,0.0
13.82,1.280624847462021,1.280624847462021,0.6,0.0,0.0
13.83,1.280624847463009,1.280624847463009,0.6,0.0,0.0
13.84,1.2806248474640372,1.2806248474640372,0.6,0.0,0.0
13.85,1.2806248474651205,1.2806248474651205,0.6,0.0,0.0
13.86,1.2806248474662594,1.2806248474662594,0.6,0.0,0.0
13.870000000000001,1.2806248474674076,1.2806248474674076,0.6,0.0,0.0
13.88,1.280624847468571,1.280624847468571,0.6,0.0,0.0
13.89,1.2806248474697741,1.2806248474697741,0.6,0.0,0.0
13.9,1.2806248474710125,1.2806248474710125,0.6,0.0,0.0
13.91,1.2806248474722826,1.2806248474722826,0.6,0.0,0.0
13.92,1.2806248474735564,1.2806248474735564,0.6,0.0,0.0
13.93,1.280624847473728,1.280624847473728,0.6,0.0,0.0
13.94,1.2806248474739172,1.2806248474739172,0.6,0.0,0.0
13.950000000000001,1.2806248474741004,1.2806248474741004,0.6,0.0,0.0
13.96,1.2806248474742932,1.2806248474742932,0.6,0.0,0.0
13.97,1.2806248474744852,1.2806248474744852,0.6,0.0,0.0
13.98,1.2806248474746769,1.2806248474746769,0.6,0.0,0.0
13.99,1.2806248474749,1.2806248474749,0.6,0.0,0.0
14.0,1.2806248474751245,1.2806248474751245,0.6,0.0,0.0
14.01,1.280624847475361,1.280624847475361,0.6,0.0,0.0
14.02,1.2806248474756374,1.2806248474756374,0.6,0.0,0.0
14.030000000000001,1.280624847475931,1.280624847475931,0.6,0.0,0.0
14.040000000000001,1.2806248474762285,1.2806248474762285,0.6,0.0,0.0
14.05,1.2806248474765356,1.2806248474765356,0.6,0.0,0.0
14.06,1.2806248474768445,1.2806248474768445,0.6,0.0,0.0
14.07,1.2806248474771706,1.2806248474771706,0.6,0.0,0.0
14.08,1.2806248474775423,1.2806248474775423,0.6,0.0,0.0
14.09,1.2806248474779587,1.2806248474779587,0.6,0.0,0.0
14.1,1.2806248474784268,1.2806248474784268,0.6,0.0,0.0
14.11,1.280624847478934,1.280624847478934,0.6,0.0,0.0
14.120000000000001,1.2806248474794835,1.2806248474794835,0.6,0.0,0.0
14.13,1.2806248474800932,1.2806248474800932,0.6,0.0,0.0
14.14,1.2806248474807633,1.2806248474807633,0.6,0.0,0.0
14.15,1.2806248474814808,1.2806248474814808,0.6,0.0,0.0
14.16,1.280624847482229,1.280624847482229,0.6,0.0,0.0
14.17,1.2806248474830098,1.2806248474830098,0.6,0.0,0.0
14.18,1.2806248474838144,1.2806248474838144,0.6,0.0,0.0
14.19,1.280624847484647,1.280624847484647,0.6,0.0,0.0
14.200000000000001,1.2806248474855075,1.2806248474855075,0.6,0.0,0.0
14.21,1.2806248474863837,1.2806248474863837,0.6,0.0,0.0
14.22,1.2806248474872401,1.2806248474872401,0.6,0.0,0.0
14.23,1.280624847488102,1.280624847488102,0.6,0.0,0.0
14.24,1.2806248474889763,1.2806248474889763,0.6,0.0,0.0
14.25,1.2806248474898656,1.2806248474898656,0.6,0.0,0.0
14.26,1.2806248474907649,1.2806248474907649,0.6,0.0,0.0
14.27,1.2806248474916564,1.2806248474916564,0.6,0.0,0.0
14.280000000000001,1.2806248474925503,1.2806248474925503,0.6,0.0,0.0
14.290000000000001,1.280624847493433,1.280624847493433,0.6,0.0,0.0
14.3,1.2806248474942896,1.2806248474942896,0.6,0.0,0.0
14.31,1.2806248474951223,1.2806248474951223,0.6,0.0,0.0
14.32,1.280624847495927,1.280624847495927,0.6,0.0,0.0
14.33,1.2806248474967012,1.2806248474967012,0.6,0.0,0.0
14.34,1.280624847497455,1.280624847497455,0.6,0.0,0.0
14.35,1.2806248474981785,1.2806248474981785,0.6,0.0,0.0
14.36,1.280624847498887,1.280624847498887,0.6,0.0,0.0
14.370000000000001,1.2806248474995792,1.2806248474995792,0.6,0.0,0.0
14.38,1.2806248475002495,1.2806248475002495,0.6,0.0,0.0
14.39,1.2806248475008728,1.2806248475008728,0.6,0.0,0.0
14.4,1.2806248475014654,1.2806248475014654,0.6,0.0,0.0
14.41,1.2806248475020328,1.2806248475020328,0.6,0.0,0.0
14.42,1.2806248475025668,1.2806248475025668,0.6,0.0,0.0
14.43,1.280624847503056,1.280624847503056,0.6,0.0,0.0
14.44,1.280624847503524,1.280624847503524,0.6,0.0,0.0
14.450000000000001,1.2806248475039523,1.2806248475039523,0.6,0.0,0.0
14.46,1.2806248475043451,1.2806248475043451,0.6,0.0,0.0
14.47,1.2806248475047002,1.2806248475047002,0.6,0.0,0.0
14.48,1.2806248475050308,1.2806248475050308,0.6,0.0,0.0
14.49,1.2806248475053255,1.2806248475053255,0.6,0.0,0.0
14.5,1.280624847505583,1.280624847505583,0.6,0.0,0.0
14.51,1.280624847505797,1.280624847505797,0.6,0.0,0.0
14.52,1.2806248475059925,1.2806248475059925,0.6,0.0,0.0
14.530000000000001,1.2806248475061561,1.2806248475061561,0.6,0.0,0.0
14.540000000000001,1.2806248475062874,1.2806248475062874,0.6,0.0,0.0
14.55,1.2806248475063644,1.2806248475063644,0.6,0.0,0.0
14.56,1.2806248475064057,1.2806248475064057,0.6,0.0,0.0
14.57,1.28062484750642,1.28062484750642,0.6,0.0,0.0
14.58,1.2806248475064121,1.2806248475064121,0.6,0.0,0.0
14.59,1.2806248475058577,1.2806248475058577,0.6,0.0,0.0
14.6,1.2806248475052349,1.2806248475052349,0.6,0.0,0.0
14.61,1.2806248475046098,1.2806248475046098,0.6,0.0,0.0
14.620000000000001,1.280624847503984,1.280624847503984,0.6,0.0,0.0
14.63,1.280624847503363,1.280624847503363,0.6,0.0,0.0
14.64,1.2806248475027415,1.2806248475027415,0.6,0.0,0.0
14.65,1.2806248475021198,1.2806248475021198,0.6,0.0,0.0
14.66,1.2806248475015019,1.2806248475015019,0.6,0.0,0.0
14.67,1.2806248475008912,1.2806248475008912,0.6,0.0,0.0
14.68,1.2806248475002815,1.2806248475002815,0.6,0.0,0.0
14.69,1.2806248474996709,1.2806248474996709,0.6,0.0,0.0
14.700000000000001,1.2806248474990622,1.2806248474990622,0.6,0.0,0.0
14.71,1.2806248474984592,1.2806248474984592,0.6,0.0,0.0
14.72,1.2806248474978592,1.2806248474978592,0.6,0.0,0.0
14.73,1.2806248474972646,1.2806248474972646,0.6,0.0,0.0
14.74,1.2806248474966777,1.2806248474966777,0.6,0.0,0.0
14.75,1.2806248474961015,1.2806248474961015,0.6,0.0,0.0
14.76,1.2806248474955355,1.2806248474955355,0.6,0.0,0.0
14.77,1.28062484749498,1.28062484749498,0.6,0.0,0.0
14.780000000000001,1.28062484749443,1.28062484749443,0.6,0.0,0.0
14.790000000000001,1.280624847493891,1.280624847493891,0.6,0.0,0.0
14.8,1.2806248474933686,1.2806248474933686,0.6,0.0,0.0
14.81,1.2806248474928674,1.2806248474928674,0.6,0.0,0.0
14.82,1.2806248474923865,1.2806248474923865,0.6,0.0,0.0
14.83,1.2806248474919255,1.2806248474919255,0.6,0.0,0.0
14.84,1.2806248474914845,1.2806248474914845,0.6,0.0,0.0
14.85,1.280624847491064,1.280624847491064,0.6,0.0,0.0
14.86,1.2806248474906634,1.2806248474906634,0.6,0.0,0.0
14.870000000000001,1.2806248474902826,1.2806248474902826,0.6,0.0,0.0
14.88,1.28062484748992,1.28062484748992,0.6,0.0,0.0
14.89,1.2806248474895758,1.2806248474895758,0.6,0.0,0.0
14.9,1.2806248474892508,1.2806248474892508,0.6,0.0,0.0
14.91,1.280624847488944,1.280624847488944,0.6,0.0,0.0
14.92,1.2806248474886555,1.2806248474886555,0.6,0.0,0.0
14.93,1.280624847488386,1.280624847488386,0.6,0.0,0.0
14.94,1.280624847488134,1.280624847488134,0.6,0.0,0.0
14.950000000000001,1.2806248474879,1.2806248474879,0.6,0.0,0.0
14.96,1.2806248474876845,1.2806248474876845,0.6,0.0,0.0
14.97,1.280624847487488,1.280624847487488,0.6,0.0,0.0
14.98,1.280624847487309,1.280624847487309,0.6,0.0,0.0
14.99,1.2806248474871473,1.2806248474871473,0.6,0.0,0.0
15.0,1.280624847487003,1.280624847487003,0.6,0.0,0.0
15.01,1.2806248474868753,1.2806248474868753,0.6,0.0,0.0
15.02,1.2806248474867634,1.2806248474867634,0.6,0.0,0.0
15.030000000000001,1.2806248475490758,1.2806248475490758,0.6,0.0,0.0
15.040000000000001,1.2806248479479359,1.2806248479479359,0.6,0.0,0.0
15.05,1.2806248492761192,1.2806248492761192,0.6,0.0,0.0
15.06,1.280624852274655,1.280624852274655,0.6,0.0,0.0
15.07,1.2806248577499975,1.2806248577499975,0.6,0.0,0.0
15.08,1.2806248664862212,1.2806248664862212,0.6,0.0,0.0
15.09,1.2806248791742967,1.2806248791742967,0.6,0.0,0.0
15.1,1.280624896328959,1.280624896328959,0.6,0.0,0.0
15.11,1.2806249182344642,1.2806249182344642,0.6,0.0,0.0
15.120000000000001,1.2806249448747882,1.2806249448747882,0.6,0.0,0.0
15.13,1.2806249758698394,1.2806249758698394,0.6,0.0,0.0
15.14,1.2806250104325232,1.2806250104325232,0.6,0.0,0.0
15.15,1.2806250473104295,1.2806250473104295,0.6,0.0,0.0
15.16,1.2806250847297245,1.2806250847297245,0.6,0.0,0.0
15.17,1.2806251203657895,1.2806251203657895,0.6,0.0,0.0
15.18,1.2806251512978757,1.2806251512978757,0.6,0.0,0.0
15.19,1.280625173949338,1.280625173949338,0.6,0.0,0.0
15.200000000000001,1.2806251840876983,1.2806251840876983,0.6,0.0,0.0
15.21,1.280625176448118,1.280625176448118,0.6,0.0,0.0
15.22,1.2806251458981415,1.2806251458981415,0.6,0.0,0.0
15.23,1.2806250857157138,1.2806250857157138,0.6,0.0,0.0
15.24,1.2806249888128691,1.2806249888128691,0.6,0.0,0.0
15.25,1.2806248463814494,1.2806248463814494,0.6,0.0,0.0
15.26,1.2806242744103808,1.2806242744103808,0.6,0.0,0.0
15.27,1.2806235171475868,1.2806235171475868,0.6,0.0,0.0
15.280000000000001,1.280622527387543,1.280622527387543,0.6,0.0,0.0
15.290000000000001,1.2806213024004935,1.2806213024004935,0.6,0.0,0.0
15.3,1.280619792253661,1.280619792253661,0.6,0.0,0.0
15.31,1.2806179587290623,1.2806179587290623,0.6,0.0,0.0
15.32,1.2806157610849562,1.2806157610849562,0.6,0.0,0.0
15.33,1.2806131561240366,1.2806131561240366,0.6,0.0,0.0
15.34,1.2806100981715864,1.2806100981715864,0.6,0.0,0.0
15.35,1.280606524566913,1.280606524566913,0.6,0.0,0.0
15.36,1.2806024122610646,1.2806024122610646,0.6,0.0,0.0
15.370000000000001,1.2805976950107325,1.2805976950107325,0.6,0.0,0.0
15.38,1.2805923174080394,1.2805923174080394,0.6,0.0,0.0
15.39,1.2805862216978563,1.2805862216978563,0.6,0.0,0.0
15.4,1.2805793478684127,1.2805793478684127,0.6,0.0,0.0
15.41,1.2805716336528286,1.2805716336528286,0.6,0.0,0.0
15.42,1.2805630146173215,1.2805630146173215,0.6,0.0,0.0
15.43,1.2805534242173024,1.2805534242173024,0.6,0.0,0.0
15.44,1.2805427938614589,1.2805427938614589,0.6,0.0,0.0
15.450000000000001,1.2805310353536599,1.2805310353536599,0.6,0.0,0.0
15.46,1.2805181104298267,1.2805181104298267,0.6,0.0,0.0
15.47,1.2805039281470665,1.2805039281470665,0.6,0.0,0.0
15.48,1.2804883913262393,1.2804883913262393,0.6,0.0,0.0
15.49,1.2804714632544854,1.2804714632544854,0.6,0.0,0.0
15.5,1.280453045358284,1.280453045358284,0.6,0.0,0.0
15.51,1.2804330565252753,1.2804330565252753,0.6,0.0,0.0
15.52,1.2804113904209942,1.2804113904209942,0.6,0.0,0.0
15.530000000000001,1.2803880110166908,1.2803880110166908,0.6,0.0,0.0
15.540000000000001,1.2803628105897904,1.2803628105897904,0.6,0.0,0.0
15.55,1.280335703476585,1.280335703476585,0.6,0.0,0.0
15.56,1.2803066029991492,1.2803066029991492,0.6,0.0,0.0
15.57,1.2802754215360665,1.2802754215360665,0.6,0.0,0.0
15.58,1.2802420707555446,1.2802420707555446,0.6,0.0,0.0
15.59,1.280206461524358,1.280206461524358,0.6,0.0,0.0
15.6,1.2801685041321662,1.2801685041321662,0.6,0.0,0.0
15.610000000000001,1.2801281083581029,1.2801281083581029,0.6,0.0,0.0
15.620000000000001,1.2800851835710674,1.2800851835710674,0.6,0.0,0.0
15.63,1.2800396388284405,1.2800396388284405,0.6,0.0,0.0
15.64,1.2799913829742127,1.2799913829742127,0.6,0.0,0.0
15.65,1.2799403247392471,1.2799403247392471,0.6,0.0,0.0
15.66,1.2798863727758185,1.2798863727758185,0.6,0.0,0.0
15.67,1.2798294359690026,1.2798294359690026,0.6,0.0,0.0
15.68,1.2797693793075127,1.2797693793075127,0.6,0.0,0.0
15.69,1.279706198502868,1.279706198502868,0.6,0.0,0.0
15.700000000000001,1.279639759764047,1.279639759764047,0.6,0.0,0.0
15.71,1.279569974678707,1.279569974678707,0.6,0.0,0.0
15.72,1.279496752965245,1.279496752965245,0.6,0.0,0.0
15.73,1.2794200057700535,1.2794200057700535,0.6,0.0,0.0
15.74,1.2793396448346388,1.2793396448346388,0.6,0.0,0.0
15.75,1.2792555286992222,1.2792555286992222,0.6,0.0,0.0
15.76,1.27916767800968,1.27916767800968,0.6,0.0,0.0
15.77,1.279075895474726,1.279075895474726,0.6,0.0,0.0
15.780000000000001,1.2789802125971488,1.2789802125971488,0.6,0.0,0.0
15.790000000000001,1.2788804883937723,1.2788804883937723,0.6,0.0,0.0
15.8,1.2787766404645668,1.2787766404645668,0.6,0.0,0.0
15.81,1.2786685876121535,1.2786685876121535,0.6,0.0,0.0
15.82,1.2785562498917242,1.2785562498917242,0.6,0.0,0.0
15.83,1.2784395486780007,1.2784395486780007,0.6,0.0,0.0
15.84,1.2783184067180589,1.2783184067180589,0.6,0.0,0.0
15.85,1.2781927481832893,1.2781927481832893,0.6,0.0,0.0
15.860000000000001,1.2780624987121092,1.2780624987121092,0.6,0.0,0.0
15.870000000000001,1.2779275854760428,1.2779275854760428,0.6,0.0,0.0
15.88,1.2777879372156105,1.2777879372156105,0.6,0.0,0.0
15.89,1.2776434836417152,1.2776434836417152,0.6,0.0,0.0
15.9,1.2774941579096863,1.2774941579096863,0.6,0.0,0.0
15.91,1.2773398930676487,1.2773398930676487,0.6,0.0,0.0
15.92,1.2771806244422823,1.2771806244422823,0.6,0.0,0.0
15.93,1.2770162890942434,1.2770162890942434,0.6,0.0,0.0
