time_s,pp_cbf_off_minimum_distance_m,pp_cbf_on_minimum_distance_m,project_evaluation_distance_m,pp_cbf_off_cumulative_exposure_s,pp_cbf_on_cumulative_exposure_s
0.31,1.2810335019525998,1.2810335019525998,0.6,0.0,0.0
0.32,1.2810712476843475,1.2810712476843475,0.6,0.0,0.0
0.33,1.2811102015093652,1.2811102015093652,0.6,0.0,0.0
0.34,1.2811502483075996,1.2811502483075996,0.6,0.0,0.0
0.35000000000000003,1.2811912693373195,1.2811912693373195,0.6,0.0,0.0
0.36,1.2812331431748196,1.2812331431748196,0.6,0.0,0.0
0.37,1.2812757466102072,1.2812757466102072,0.6,0.0,0.0
0.38,1.2813189554808821,1.2813189554808821,0.6,0.0,0.0
0.39,1.281362645454712,1.281362645454712,0.6,0.0,0.0
0.4,1.2814066927536483,1.2814066927536483,0.6,0.0,0.0
0.41000000000000003,1.2814509748206866,1.2814509748206866,0.6,0.0,0.0
0.42,1.28149537092963,1.28149537092963,0.6,0.0,0.0
0.43,1.2815397627387577,1.2815397627387577,0.6,0.0,0.0
0.44,1.281584034789187,1.281584034789187,0.6,0.0,0.0
0.45,1.2816280749497029,1.2816280749497029,0.6,0.0,0.0
0.46,1.281671774809866,1.281671774809866,0.6,0.0,0.0
0.47000000000000003,1.2817150300232112,1.2817150300232112,0.6,0.0,0.0
0.48,1.281757740602811,1.281757740602811,0.6,0.0,0.0
