time,referenceVector[3],quadChassisTest17_1.body.r_0[3],controllerDiagnostics[11],controllerDiagnostics[12],controllerDiagnostics[13],controllerDiagnostics[14],controllerDiagnostics[15],max_motor_q,q_domain_usage_percent
2.5,0.75,0.7358537952142535,1.1101982306329488,1.1101982306329488,1.0,-0.0054249034997031,3600.0,221.04852872440304,6.140236909011196
2.5500000000000003,0.765,0.7524463586152567,1.1102164556897895,1.1102164556897895,1.0,-0.0053214292665361,3600.0,221.10963665121218,6.14193435142256
2.6,0.78,0.7689068157106754,1.110233999583712,1.110233999583712,1.0,-0.0052209524230291,3600.0,221.17130499681033,6.143647361022509
2.65,0.7949999999999999,0.785241962167235,1.110250897686102,1.110250897686102,1.0,-0.0051235620908748,3600.0,221.2330314983046,6.1453619860640165
2.7,0.8100000000000002,0.8014586060761366,1.1102671831713211,1.1102671831713211,1.0,-0.0050290063606886,3600.0,221.29437671583028,6.147066019884175
2.75,0.825,0.8175635182145241,1.1102828868770054,1.1102828868770054,1.0,-0.0049373527106559,3600.0,221.35495944586614,6.148748873496282
2.8000000000000003,0.8400000000000001,0.833563389520076,1.110298037868731,1.110298037868731,1.0,-0.0048482186203416,3600.0,221.41445179389598,6.150401438719332
2.85,0.8550000000000001,0.8494647946316863,1.1103126632466402,1.1103126632466402,1.0,-0.004761765766446,3600.0,221.47257527426558,6.15201597984071
2.9,0.8699999999999999,0.8652741603593619,1.1103267884388763,1.1103267884388763,1.0,-0.0046779489950561,3600.0,221.52909597467973,6.153585999296659
2.95,0.8850000000000001,0.880997739194706,1.1103404375134656,1.1103404375134656,1.0,-0.0045963912939534,3600.0,221.5838207426617,6.155106131740602
3.0,0.9,0.8966415880139427,1.1103536328901351,1.1103536328901351,1.0,-0.0045174146203552,3600.0,221.6365938299043,6.156572050830675
3.0500000000000003,0.915,0.9122115500554178,1.1103663958983925,1.1103663958983925,1.0,-0.0044404820510252,3600.0,221.6872923425858,6.157980342849605
3.1,0.93,0.9277132411492456,1.1103787464245127,1.1103787464245127,1.0,-0.0043658624443503,3600.0,221.73582401903883,6.159328444973301
3.15,0.945,0.9431520392359312,1.1103907033617664,1.1103907033617664,1.0,-0.0042933862559199,3600.0,221.7821232560564,6.160614534890455
3.2,0.9600000000000002,0.9585330767232624,1.1104022845081551,1.1104022845081551,1.0,-0.0042229866917781,3600.0,221.82614849204634,6.161837458112398
